"locus_tag","gene_name","gene_function","DNA_molecule","COG","description","theme","model","FDR","logFC","zscore","DE_rec"
"SL1344_1894","yedE","Sulphur transport","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.494202426205415,0.672318342965342,0.515350811338905,"FDR>=0.05"
"SL1344_1896","SL1344_1896","-","Chromosome","-","no category","no theme","Phox-spleen",0.0745150009931614,1.40310448758469,1.07551882770407,"FDR>=0.05"
"SL1344_1898","fliF","The M ring may be actively involved in energy transduction","Chromosome","N","Cell motility","Cellular processes and signaling","Phox-spleen",0.700985623627054,0.850029720365797,0.651571551834454,"FDR>=0.05"
"SL1344_1900","fliH","Flagellar assembly protein FliH","Chromosome","N","Cell motility","Cellular processes and signaling","Phox-spleen",0.273046884690352,1.13214697172866,0.867822314443869,"FDR>=0.05"
"SL1344_1901","fliI","ATP synthase alpha/beta family, nucleotide-binding domain","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.633208623478094,0.510014799177704,0.390940606189333,"FDR>=0.05"
"SL1344_1902","fliJ","Flagellar protein that affects chemotactic events","Chromosome","N","Cell motility","Cellular processes and signaling","Phox-spleen",0.590160164697764,0.923056193300063,0.707548385531869,"FDR>=0.05"
"SL1344_1903","fliK","Flagellar hook-length control protein FliK","Chromosome","N","Cell motility","Cellular processes and signaling","Phox-spleen",0.54474735140208,0.971297440831,0.744526650836094,"FDR>=0.05"
"SL1344_1904","fliL","Controls the rotational direction of flagella during chemotaxis","Chromosome","N","Cell motility","Cellular processes and signaling","Phox-spleen",0.406536240317327,1.10288020225568,0.845388517194421,"FDR>=0.05"
"SL1344_1910","fliR","Role in flagellar biosynthesis","Chromosome","N","Cell motility","Cellular processes and signaling","Phox-spleen",0.884380058163345,0.618595781775738,0.474170965829776,"FDR>=0.05"
"SL1344_1912","dsrB","Dextransucrase DSRB","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.983926056926785,0.0371053625962953,0.0284422980855824,"FDR>=0.05"
"SL1344_1914","mngB","Sucrose-6F-phosphate phosphohydrolase","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.909346267788924,0.165690090789667,0.127006088131785,"FDR>=0.05"
"SL1344_1915","gcpA","Periplasmic sensor domain","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Phox-spleen",0.26599359547156,1.16045534358962,0.889521473122009,"FDR>=0.05"
"SL1344_1917","yedI","Protein of unknown function (DUF808)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.00430500947115832,1.84063331748191,1.41089691136186,"Amplified"
"SL1344_1918","yedA","EamA-like transporter family","Chromosome","EG","Amino acid transport and metabolism;Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.95097892587716,0.488854529801567,0.374720667963277,"FDR>=0.05"
"SL1344_1919","vsr","May nick specific sequences that contain T G mispairs resulting from m5C-deamination","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.957008325790773,0.504585449576329,0.386778857887524,"FDR>=0.05"
"SL1344_1920","dcm","C-5 cytosine-specific DNA methylase","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.900339174552235,0.683216502231488,0.523704555184622,"FDR>=0.05"
"SL1344_1921","yedJ","Metal dependent phosphohydrolases with conserved 'HD' motif.","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.861512984471483,0.664129697605604,0.509073985674303,"FDR>=0.05"
"SL1344_1923","ompS","Gram-negative porin","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.0919265762638013,1.25759658272393,0.963982949483831,"FDR>=0.05"
"SL1344_1927","SL1344_1927","conserved hypothetical protein","Chromosome",NA,"no category","no theme","Phox-spleen",0.0599034915532635,1.47672251421378,1.13194910385143,"FDR>=0.05"
"SL1344_1927B","SL1344_1927B","Helix-turn-helix domain of resolvase","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.598266335435663,-0.547271136451169,-0.419498630586989,"FDR>=0.05"
"SL1344_1928","sseK3","-","Chromosome","-","no category","no theme","Phox-spleen",0.224530107338557,0.941161157692383,0.721426347045891,"FDR>=0.05"
"SL1344_1929","SL1344_1929","Caudovirales tail fibre assembly protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.035839934632992,1.46085306731251,1.11978472901079,"Amplified"
"SL1344_1930","SL1344_1930","-","Chromosome","-","no category","no theme","Phox-spleen",0.164860783925493,1.09098744338707,0.83627238493933,"FDR>=0.05"
"SL1344_1933","SL1344_1933","Baseplate J-like protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.955106764811192,0.497400023031284,0.381271027499508,"FDR>=0.05"
"SL1344_1935","SL1344_1935","Bacteriophage Mu Gp45 protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.999304589921669,-0.0244266587215166,-0.0187237170042244,"FDR>=0.05"
"SL1344_1936","SL1344_1936","-","Chromosome","-","no category","no theme","Phox-spleen",0.282980278680237,0.88979495583111,0.682052716857774,"FDR>=0.05"
"SL1344_1937","SL1344_1937","DNA circularisation protein N-terminus","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.408676116219095,-0.76799857127119,-0.588692382043384,"FDR>=0.05"
"SL1344_1938","SL1344_1938","N-acetylmuramoyl-L-alanine amidase activity","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.993614942857309,0.159511267678663,0.122269847425736,"FDR>=0.05"
"SL1344_1940","SL1344_1940","phage tail","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.988369206293153,-0.271534424581086,-0.208138729931275,"FDR>=0.05"
"SL1344_1941","SL1344_1941","Phage tail sheath protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.143244944189067,1.09559679933636,0.839805585175603,"FDR>=0.05"
"SL1344_1947","SL1344_1947","N-acetylmuramoyl-L-alanine amidase activity","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.860853161925822,0.251940497931869,0.193119437208349,"FDR>=0.05"
"SL1344_1948","SL1344_1948","N-acetylmuramoyl-L-alanine amidase activity","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.64301261082016,-0.515080574923481,-0.394823664963444,"FDR>=0.05"
"SL1344_1949","SL1344_1949","Phage portal protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.951070102426216,0.503535178311108,0.385973795591781,"FDR>=0.05"
"SL1344_1950","SL1344_1950","Phage Terminase","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.716253654956424,0.84524040317503,0.647900406273952,"FDR>=0.05"
"SL1344_1951","SL1344_1951","Phage terminase, small subunit","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.776523617809539,0.741809969073038,0.568618086091377,"FDR>=0.05"
"SL1344_1953","SL1344_1953","-","Chromosome","-","no category","no theme","Phox-spleen",0.818439428453787,0.734123465959516,0.562726166500962,"FDR>=0.05"
"SL1344_1954","SL1344_1954","KilA-N","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.215061695687496,1.00479083110527,0.770200271127643,"FDR>=0.05"
"SL1344_1955","rzpR","Bacteriophage Rz lysis protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.778662143553442,0.364140096891304,0.279123567484808,"FDR>=0.05"
"SL1344_1957","SL1344_1957","Pfam:Phage_holin_3_1","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.988369206293153,-0.195688756466718,-0.15000090428921,"FDR>=0.05"
"SL1344_1958","SL1344_1958","-","Chromosome","-","no category","no theme","Phox-spleen",0.45682742111203,0.658451803884052,0.504721721353815,"FDR>=0.05"
"SL1344_1959","SL1344_1959","-","Chromosome","-","no category","no theme","Phox-spleen",0.877415477357578,0.216428448876477,0.165898458509056,"FDR>=0.05"
"SL1344_1960","SL1344_1960","Protein of unknown function (DUF968)","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-spleen",0.988369206293153,0.167706047137859,0.128551375049114,"FDR>=0.05"
"SL1344_1961","SL1344_1961","KilA-N domain","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.690388470913226,-0.485775983354078,-0.372360876019389,"FDR>=0.05"
"SL1344_1963","SL1344_1963","PerC transcriptional activator","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.676780780896795,0.803531273959446,0.615929192329848,"FDR>=0.05"
"SL1344_1964","SL1344_1964","Helix-turn-helix domain","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.915335708716661,0.58833918184389,0.45097843585289,"FDR>=0.05"
"SL1344_1965","SL1344_1965","Phage regulatory protein, Rha family","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",2.27e-09,-3.83570364990674,-2.94017411352547,"Attenuated"
"SL1344_1966","SL1344_1966","-","Chromosome","-","no category","no theme","Phox-spleen",0.387172119898952,1.06723240476146,0.818063483520547,"FDR>=0.05"
"SL1344_1968","SL1344_1968","-","Chromosome","-","no category","no theme","Phox-spleen",0.988369206293153,0.159113606127005,0.121965028725742,"FDR>=0.05"
"SL1344_1969","SL1344_1969","Uncharacterized conserved protein (DUF2303)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.877415477357578,0.246332780668011,0.188820965105175,"FDR>=0.05"
"SL1344_1971","SL1344_1971","Protein of unknown function DUF262","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.999304589921669,0.00255284627295284,0.0019568280588435,"FDR>=0.05"
"SL1344_1972","SL1344_1972","Ead/Ea22-like protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.70607753783221,0.438394392467758,0.336041561573655,"FDR>=0.05"
"SL1344_1973","SL1344_1973","nuclear chromosome segregation","Chromosome","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","Phox-spleen",0.883230550502358,0.650903594282793,0.498935807607943,"FDR>=0.05"
"SL1344_1976","SL1344_1976","Phage integrase family","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.82634218526923,-0.258061893809667,-0.197811658334186,"FDR>=0.05"
"SL1344_1977","yeeI","Involved in the regulation of ptsG expression by binding and inactivating Mlc","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.457816730126062,-0.711269754202283,-0.545208157332495,"FDR>=0.05"
"SL1344_1979","SL1344_1979","-","Chromosome","-","no category","no theme","Phox-spleen",0.518425016551872,-0.657919583748759,-0.504313759736519,"FDR>=0.05"
"SL1344_1981","SL1344_1981","Integrase","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.841345192708445,0.279038304686231,0.213890663878696,"FDR>=0.05"
"SL1344_1982","SL1344_1982","COG0790 FOG TPR repeat, SEL1 subfamily","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-spleen",0.0183848676933758,1.67487200680366,1.2838362311938,"Amplified"
"SL1344_1983","SL1344_1983","trisaccharide binding","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.602036987320018,-0.614141364443706,-0.470756530376506,"FDR>=0.05"
"SL1344_1986","amn","Catalyzes the hydrolysis of the N-glycosidic bond of AMP to form adenine and ribose 5-phosphate. Involved in regulation of AMP concentrations","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.921424719250145,0.141795236732017,0.10869001427439,"FDR>=0.05"
"SL1344_1987","SL1344_1987","Protein of unknown function (DUF1493)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.82403395861037,0.268603722946266,0.205892265170794,"FDR>=0.05"
"SL1344_1990","yeeO","MatE","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-spleen",0.769429799613025,-0.407650986110624,-0.312475880858192,"FDR>=0.05"
"SL1344_1991","erfK","L,D-transpeptidase catalytic domain","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.490782989663909,-0.743341399953565,-0.569791970687932,"FDR>=0.05"
"SL1344_1993","cobS","Joins adenosylcobinamide-GDP and alpha-ribazole to generate adenosylcobalamin (Ado-cobalamin). Also synthesizes adenosylcobalamin 5'-phosphate from adenosylcobinamide-GDP and alpha-ribazole 5'-phosphate","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.661746623416471,0.490968678490001,0.376341222055361,"FDR>=0.05"
"SL1344_1995","cbiP","Catalyzes amidations at positions B, D, E, and G on adenosylcobyrinic A,C-diamide. NH(2) groups are provided by glutamine, and one molecule of ATP is hydrogenolyzed for each amidation","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.605258334717692,0.898502728169224,0.688727467868744,"FDR>=0.05"
"SL1344_1997","cbiQ","Cobalt transport protein","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.922539016089683,0.593719634574477,0.455102703335833,"FDR>=0.05"
"SL1344_2000","cbiL","Tetrapyrrole (Corrin/Porphyrin) Methylases","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.0169667990950883,1.53779240808598,1.17876088533073,"Amplified"
"SL1344_2001","cbiK","Catalyzes the insertion of Co(2 ) into sirohydrochlorin","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.700985623627054,0.781315039666189,0.598899827464645,"FDR>=0.05"
"SL1344_2002","cbiJ","reductase","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.277409950055229,1.13496386736497,0.869981543723895,"FDR>=0.05"
"SL1344_2003","cbiH","Tetrapyrrole (Corrin/Porphyrin) Methylases","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.00606329825469443,1.75337817175828,1.344013402065,"Amplified"
"SL1344_2004","cbiG","Cobalamin synthesis G C-terminus","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.994161963389023,-0.120465935930563,-0.0923405087338463,"FDR>=0.05"
"SL1344_2005","cbiF","Tetrapyrrole (Corrin/Porphyrin) Methylases","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.963458668184584,0.0728774986226693,0.0558626407214933,"FDR>=0.05"
"SL1344_2006","cbiT","catalyzes the methylation of","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.98048630995855,0.421901124407521,0.323399010369439,"FDR>=0.05"
"SL1344_2007","cbiE","Catalyzes the methylation of C-5 in","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.735533023256282,0.78213889357968,0.599531334528501,"FDR>=0.05"
"SL1344_2008","cbiD","Catalyzes the methylation of C-1 in cobalt-precorrin-5B to form cobalt-precorrin-6A","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.830893661963438,0.246849453846963,0.189217009545664,"FDR>=0.05"
"SL1344_2009","cbiC","Precorrin-8X methylmutase","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.20188604235337,1.19781193559661,0.918156345576546,"FDR>=0.05"
"SL1344_2011","cbiA","Catalyzes the ATP-dependent amidation of the two carboxylate groups at positions a and c of cobyrinate, using either L-glutamine or ammonia as the nitrogen source","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.373429744774057,1.0048437486119,0.770240833876318,"FDR>=0.05"
"SL1344_2012","pocR","Sensory domain found in PocR","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.352903035839199,-0.784764820673689,-0.601544181080397,"FDR>=0.05"
"SL1344_2013","pduF","Major intrinsic protein","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.272275347892696,1.03274636874165,0.791628972505595,"FDR>=0.05"
"SL1344_2016","dhaB","Dehydratase large subunit","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.85718187961796,0.685293322464888,0.525296495972028,"FDR>=0.05"
"SL1344_2018","pduE","Dehydratase small subunit","Chromosome","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Phox-spleen",0.903158854286611,0.61689012424075,0.472863531630309,"FDR>=0.05"
"SL1344_2019","pduG","dehydratase","Chromosome","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","Phox-spleen",0.839532510342434,0.723747975235946,0.554773062709613,"FDR>=0.05"
"SL1344_2022","pduK","BMC","Chromosome","CQ","Energy production and conversion;Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Phox-spleen",0.930582306278264,0.512388786752086,0.392760334053919,"FDR>=0.05"
"SL1344_2026","pduO","Haem-degrading","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.526419784033946,0.923728019587172,0.708063359168633,"FDR>=0.05"
"SL1344_2028","pduQ","Iron-containing alcohol dehydrogenase","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.993614942857309,-0.127245373007748,-0.0975371368412077,"FDR>=0.05"
"SL1344_2029","pduS","RnfC Barrel sandwich hybrid domain","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.937287901690085,0.666304643271621,0.510741142349899,"FDR>=0.05"
"SL1344_2031","pduU","BMC domain","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.85718187961796,0.637815432715707,0.488903365754903,"FDR>=0.05"
"SL1344_2033","pduW","Acetokinase family","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.76529809612452,0.377752506072162,0.289557859794447,"FDR>=0.05"
"SL1344_2034","pduX","GHMP kinase","Chromosome","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Phox-spleen",0.988369206293153,0.239275338185591,0.18341123808025,"FDR>=0.05"
"SL1344_2035","yeeX","Protein of unknown function (DUF496)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.999304589921669,-0.0281359911703057,-0.0215670240581087,"FDR>=0.05"
"SL1344_2036","yeeA","Fusaric acid resistance protein-like","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.624200459351227,1.06761056898145,0.818353356970573,"FDR>=0.05"
"SL1344_2038","dacD","Penicillin-binding protein 5, C-terminal domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.915335708716661,0.592856726302254,0.45444126001385,"FDR>=0.05"
"SL1344_2039","phsC","Cytochrome b/b6/petB","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.879654454537934,0.196292852656953,0.150463960912641,"FDR>=0.05"
"SL1344_2040","phsB","4Fe-4S binding domain","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.98048630995855,0.336232984974547,0.257731985775178,"FDR>=0.05"
"SL1344_2041","phsA","Molybdopterin oxidoreductase Fe4S4 domain","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.995125012877387,0.081509126864602,0.0624790251533622,"FDR>=0.05"
"SL1344_2042","SL1344_2042","Putative heavy-metal-binding","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.99918753221705,0.0461498996781076,0.0353751886902599,"FDR>=0.05"
"SL1344_2043","sopA","SopA-like central domain","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.318341986906118,1.03374610089046,0.792395295155276,"FDR>=0.05"
"SL1344_2044","sbcB","Exonuclease C-terminal","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.798628206736714,-0.360750241745411,-0.276525148717812,"FDR>=0.05"
"SL1344_2045","yeeF","Amino acid permease","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.955106764811192,-0.606978091118547,-0.46526568105105,"FDR>=0.05"
"SL1344_2046","yeeY","LysR substrate binding domain","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.925078339984961,0.641137508150962,0.491449829478228,"FDR>=0.05"
"SL1344_2048","hisG","ATP phosphoribosyltransferase","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.861734407844875,0.68259408752153,0.523227456903543,"FDR>=0.05"
"SL1344_2050","hisC","Aminotransferase class I and II","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.538842543057553,0.613989436268309,0.470640073181376,"FDR>=0.05"
"SL1344_2051","hisB","Imidazoleglycerol-phosphate dehydratase","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.915335708716661,0.590561245203639,0.452681709558382,"FDR>=0.05"
"SL1344_2052","hisH","IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.988369206293153,0.219852531014892,0.168523113222983,"FDR>=0.05"
"SL1344_2053","hisA","Tryptophan synthase alpha chain","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.988369206293153,0.153747923139952,0.117852082664254,"FDR>=0.05"
"SL1344_2054","hisF","IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.930861913602329,0.596593965739118,0.457305958554516,"FDR>=0.05"
"SL1344_2056","wzzB","Chain length determinant protein","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.966328434978916,-0.412323947789893,-0.316057836665235,"FDR>=0.05"
"SL1344_2057","udg","UDP binding domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.176117349118052,1.09110928468353,0.836365779700371,"FDR>=0.05"
"SL1344_2058","gnd","Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.994704623233784,-0.104300844853214,-0.0799495143645189,"FDR>=0.05"
"SL1344_2059","rfbP","CoA-binding domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.051411922060686,-1.75750879334061,-1.34717963902115,"FDR>=0.05"
"SL1344_2060","rfbK","alpha beta alpha domain II","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.0148058979349198,-1.784109317496,-1.36756968467282,"Attenuated"
"SL1344_2061","cpsB2","Mannose-6-phosphate isomerase","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",3.17e-05,-3.12270610400157,-2.39364155553483,"Attenuated"
"SL1344_2062","rfbN","Glycosyl transferase family group 2","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.224530107338557,-1.08439994485855,-0.831222883097102,"FDR>=0.05"
"SL1344_2063","rfbU","Glycosyl transferases group 1","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",3.67e-10,-4.59003188829174,-3.51838780311924,"Attenuated"
"SL1344_2070","rfbI","Oxidoreductase FAD-binding domain","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",1.14e-06,-3.61480216708658,-2.7708469494097,"Attenuated"
"SL1344_2071","rfbC","Catalyzes the epimerization of the C3' and C5'positions of dTDP-6-deoxy-D-xylo-4-hexulose, forming dTDP-6-deoxy-L-lyxo-4- hexulose","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.0510998705209268,-1.58246180243187,-1.21300122528136,"FDR>=0.05"
"SL1344_2073","rfbD","Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.371293402895618,-0.932829223350358,-0.715039686369274,"FDR>=0.05"
"SL1344_2074","rfbB","Polysaccharide biosynthesis protein","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.0032452790710552,-2.00345432912079,-1.53570377009045,"Attenuated"
"SL1344_2076","wcaM","colanic acid biosynthesis protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.735442773293537,-0.420698768008025,-0.322477370565197,"FDR>=0.05"
"SL1344_2078","wcaK","Polysaccharide pyruvyl transferase","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.541279799207397,0.603208074177355,0.46237585763669,"FDR>=0.05"
"SL1344_2080","wcaJ","CoA-binding domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.955810504140754,-0.551945695767119,-0.423081811027227,"FDR>=0.05"
"SL1344_2081","cpsG","Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.77269276373749,-0.373534452813783,-0.286324604013579,"FDR>=0.05"
"SL1344_2082","cpsB","Mannose-6-phosphate isomerase","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.905362041743132,0.6276459167812,0.481108147399478,"FDR>=0.05"
"SL1344_2083","wcaI","Glycosyl transferase 4-like domain","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.770172570091815,0.372199602894668,0.285301404221353,"FDR>=0.05"
"SL1344_2086","gmd","Catalyzes the conversion of GDP-D-mannose to GDP-4- dehydro-6-deoxy-D-mannose","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.558935389994807,-0.592121036380908,-0.453877333115489,"FDR>=0.05"
"SL1344_2087","wcaF","Bacterial transferase hexapeptide (six repeats)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.136757840905743,1.1098721358587,0.850748029831324,"FDR>=0.05"
"SL1344_2088","wcaE","Glycosyl transferase family 2","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.514221451332381,0.621404351907657,0.476323813377863,"FDR>=0.05"
"SL1344_2089","wcaD","colanic acid is an exopolysaccharide produced under stress conditions that confers acid and heat tolerance","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.615657266269959,-0.557280744976874,-0.427171275441739,"FDR>=0.05"
"SL1344_2090","wcaC","Glycosyltransferase Family 4","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.36382107586672,0.912912444603426,0.699772918484855,"FDR>=0.05"
"SL1344_2092","wcaA","Glycosyltransferase like family 2","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.679331108519857,0.842472687584657,0.645778874874462,"FDR>=0.05"
"SL1344_2093","wzc","G-rich domain on putative tyrosine kinase","Chromosome","DM","Cell cycle control, cell division, chromosome partitioning;Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.98048630995855,0.378546199098729,0.290166247695023,"FDR>=0.05"
"SL1344_2095","wza","Polysaccharide biosynthesis/export protein","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.797791836208633,-0.351312979789104,-0.26929122351424,"FDR>=0.05"
"SL1344_2096","yegH","Integral membrane protein TerC family","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.631977213207594,0.558061626781523,0.427769843182447,"FDR>=0.05"
"SL1344_2097","asmA","AsmA-like C-terminal region","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.879033293161107,0.676304124215614,0.518406024130047,"FDR>=0.05"
"SL1344_2099","udk","AAA domain","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.988369206293153,-0.255010839947741,-0.195472940225965,"FDR>=0.05"
