"s1480_tag","old_locus","locus_tag","s1480geneID","gene_name","gene_function","type","SPI","model","DE","logFC","logCPM","LR","PValue","FDR","zscore"
"STM14_3028","STM14_3028","SL1344_2433","eutS","eutS","putative carboxysome structural protein","protein_coding","-","HeLa","FDR>=0.1",-1.28352026742421,3.09993598901249,4.18846119787359,0.116099377699227,0.281754739774916,-0.792388880989589
"STM14_2878","STM14_2878","SL1344_2304","yfbU","yfbU","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-0.695969851275003,6.42441279963726,3.4382658781878,0.116343450039366,0.282210334744399,-0.429661132473589
"STM14_0443","STM14_0443","SL1344_0371","sbmA","sbmA","transport protein","protein_coding","-","HeLa","FDR>=0.1",0.521617379531488,8.95873702664573,3.43485916458434,0.116487998062724,0.282328190026714,0.322023595701486
"STM14_2252","STM14_2252","SL1344_1789","-","SL1344_1789","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",-1.39350688649051,6.87791013413811,3.43446438021088,0.11650476517972,0.282328190026714,-0.860289775286079
"STM14_3894","STM14_3894","SL1344_3190","aer","aer","aerotaxis sensor receptor","protein_coding","-","HeLa","FDR>=0.1",0.422364413980387,8.79944711741602,3.43109870618102,0.116647848204921,0.282439606661188,0.260749186325961
"STM14_3522","STM14_3522","SL1344_2899","-","SL1344_2899","putative transcriptional regulator","protein_coding","-","HeLa","FDR>=0.1",1.47252197877142,4.01815060941777,3.43060670238815,0.116668785131146,0.282439606661188,0.909070213073327
"STM14_2691","STM14_2691","SL1344_2161","sanA","sanA","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-0.889622033231972,6.68142495463594,3.42940602573584,0.116719901335328,0.282439606661188,-0.549213460283743
"STM14_1181","STM14_1181","SL1344_0980","-","SL1344_0980","minor tail protein","protein_coding","-","HeLa","FDR>=0.1",1.18927148213374,8.57594634919301,3.41863596727889,0.117179820971724,0.283278823961083,0.734203832099932
"STM14_2827","STM14_2827","SL1344_2259","yfaV","yfaV","putative transport protein","protein_coding","-","HeLa","FDR>=0.1",0.461015914535632,8.41289171128671,3.41630237315595,0.117279808672918,0.283315335838405,0.284610920379449
"STM14_5514","STM14_5514","SL1344_4520","sthB","sthB","putative fimbrial usher protein","protein_coding","-","HeLa","FDR>=0.1",0.650765803245855,10.8196361101104,3.41564383365119,0.117308046821492,0.283315335838405,0.40175414421395
"STM14_4359","STM14_4359","SL1344_3585","yhjQ","yhjQ","cell division protein","protein_coding","-","HeLa","FDR>=0.1",0.94625237855231,7.14408823786605,3.41171707337813,0.117476624307081,0.283427544365238,0.584174541224435
"STM14_1693","STM14_1693","SL1344_1331","-","sseA","secretion system chaperone protein","protein_coding","SPI-2","HeLa","FDR>=0.1",1.05611884497302,5.74224582705507,3.41060894373604,0.117524258264444,0.283427544365238,0.652001258569611
"STM14_2327","STM14_2327","SL1344_1848","flhA","flhAa","flagellar biosynthesis protein FlhA","protein_coding","-","HeLa","FDR>=0.1",-0.808923842204043,7.13322876034775,3.40607500577225,0.11771943619525,0.283761624591919,-0.499393951461471
"STM14_4176","STM14_4176","SL1344_3436","pabA","pabA","para-aminobenzoate synthase component II","protein_coding","-","HeLa","FDR>=0.1",0.963656208233949,7.86343110581747,3.40333163812785,0.117837754161726,0.28391020230692,0.594918899125415
"STM14_4937","STM14_4937","SL1344_4057","yijF","yijF","putative periplasmic protein","protein_coding","-","HeLa","FDR>=0.1",-0.605798722387755,8.68281689383525,3.39786013517293,0.118074231886835,0.284199369040955,-0.373993449048595
"STM14_4545","STM14_4545","SL1344_3734","-","SL1344_3734","putative phosphotransferase system enzyme II","protein_coding","-","HeLa","FDR>=0.1",0.427724792924568,8.6068342867473,3.39628606005779,0.118142386562117,0.284199369040955,0.26405844819043
"STM14_2545","STM14_2545","SL1344_2032","pduV","pduV","propanediol utilization protein","protein_coding","-","HeLa","FDR>=0.1",0.719232257368992,5.23584420817298,3.39446944097257,0.118221111599233,0.284199369040955,0.444022317412985
"StyR-248","StyR-248","ncRNA0459","StyR-248","StyR-248","Antisense",NA,"-","HeLa","FDR>=0.1",1.13584939650822,5.78181942019561,3.38908125112932,0.118455047727365,0.284467465579177,0.701223389388352
"STM14_0163","STM14_0163","SL1344_0137","mutT","mutT","nucleoside triphosphate pyrophosphohydrolase","protein_coding","-","HeLa","FDR>=0.1",-2.0522912293077,4.29826152848526,3.38881586155753,0.118466586783423,0.284467465579177,-1.26699421265812
"STM14_0615","STM14_0615","SL1344_0518","glxK","glxK","glycerate kinase II","protein_coding","-","HeLa","FDR>=0.1",-0.491879986842571,8.27957814592766,3.38388420443602,0.118681301033222,0.284700912758961,-0.303665039226483
"STM14_3905","STM14_3905","SL1344_3197","ygjT","ygjT","putative tellurite resistance protein","protein_coding","-","HeLa","FDR>=0.1",-0.520612998356264,7.55261725898969,3.38275769311452,0.118730423647098,0.284700912758961,-0.321403535001456
"STM14_1516","STM14_1516","SL1344_1192","-","SL1344_1192","putative ABC transporter protein","protein_coding","-","HeLa","FDR>=0.1",0.658710088900445,7.57312339702669,3.38266837718113,0.118734319575458,0.284700912758961,0.406658596274326
"STM14_4763","STM14_4763","SL1344_3914","rhtB","rhtB","homoserine/homoserine lactone efflux protein","protein_coding","-","HeLa","FDR>=0.1",-0.426362930670612,7.96983847646799,3.37899395209866,0.118894752304615,0.284857599574871,-0.263217694417496
"STM14_4351","STM14_4351","SL1344_3579","dctA","dctA","C4-dicarboxylate transporter DctA","protein_coding","-","HeLa","FDR>=0.1",0.90275559561341,9.33836664460746,3.37856721954662,0.118913404014984,0.284857599574871,0.557321543235732
"STM14_5498","STM14_5498","SL1344_4504","smp","smp","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-2.12288573649506,6.30103819892979,3.37597409956175,0.119026832966543,0.284993024058038,-1.31057615208979
"STM14_2216","STM14_2216","SL1344_1763","yebN","yebN","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-0.76928890617986,6.64534502583468,3.37421392842539,0.119103913393393,0.285041329282133,-0.474925087664468
"STM14_0121","STM14_0121","SL1344_0102","araA","araA","L-arabinose isomerase","protein_coding","-","HeLa","FDR>=0.1",-0.433916487645353,7.97761791417136,3.37209416636674,0.119196833856135,0.285127478885091,-0.267880927800415
"STM14_5331","STM14_5331","SL1344_4370","-","SL1344_4370","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",-1.24792514078025,4.37023497947035,4.12285781689892,0.119278842605735,0.285187457094095,-0.770414017572206
"STM14_2925","STM14_2925","SL1344_2345","-","SL1344_2345","putative periplasmic protein","protein_coding","-","HeLa","FDR>=0.1",0.572344064636179,7.31251521149299,3.36758217606964,0.119394957538749,0.285328884690647,0.353340016849305
"STM14_3026","STM14_3026","SL1344_2431","eutQ","eutQ","putative ethanolamine utilization protein","protein_coding","-","HeLa","FDR>=0.1",-0.621495739434075,6.79044725844265,3.36243511306671,0.119621532514015,0.285734027831521,-0.383684096004384
"STM14_3785","STM14_3785","SL1344_3105","-","SL1344_3105","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",-0.492778748573743,7.32927375341136,3.35706962165156,0.119858365909015,0.286034459512057,-0.304219895133721
"STM14_4902","STM14_4902","SL1344_4026","yneA","yneA","putative sugar transport protein","protein_coding","-","HeLa","FDR>=0.1",-0.425672516530428,8.30218420620473,3.34618033114034,0.120341048516411,0.287042053342239,-0.262791463136351
"STM14_3814","STM14_3814","SL1344_3124","hypO","hypO","hydrogenase 2 small subunit","protein_coding","-","HeLa","FDR>=0.1",-1.24104253579247,7.55759046812855,3.34399943656027,0.120438047614468,0.287136687530161,-0.766165000394234
"STM14_5366","STM14_5366","SL1344_4401","miaE","miaE","hydroxylase","protein_coding","-","HeLa","FDR>=0.1",0.442638639583369,8.1403239194003,3.3410846106468,0.120567861118121,0.287309427374249,0.273265600243379
"STM14_0624","STM14_0624","SL1344_0527","purE","purE","phosphoribosylaminoimidazole carboxylase catalytic subunit","protein_coding","-","HeLa","FDR>=0.1",0.867248676256895,7.03947917658588,3.32876343670109,0.121118768450202,0.288484979156948,0.535401135112563
"STM14_1975","STM14_1975","SL1344_1562","-","SL1344_1562","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",-0.999795934944582,5.65712577575244,3.32112852468236,0.12146191828922,0.289164804520296,-0.617229974637278
"STM14_1774","STM14_1774","SL1344_1402","rstB","rstB","sensor protein RstB","protein_coding","-","HeLa","FDR>=0.1",0.581484720594909,7.14798105842921,3.31980313883401,0.121521626622168,0.289169514370755,0.358983055241822
"STM14_4844","STM14_4844","SL1344_3976","-","SL1344_3976","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",-1.13279472926957,6.15497452261309,3.31372692724595,0.121795887124741,0.28967418605415,-0.699337572376761
"STM14_5006","STM14_5006","SL1344_4104","rsd","rsd","anti-RNA polymerase sigma 70 factor","protein_coding","-","HeLa","FDR>=0.1",0.758444346219411,7.98448015757463,3.31126619880859,0.121907203873457,0.28967418605415,0.468230133989035
"STM14_3241","STM14_3241","SL1344_2608","yfiE","yfiE","putative transcriptional regulator","protein_coding","-","HeLa","FDR>=0.1",0.635834431380515,8.43149920980273,3.30740264517221,0.122082269296396,0.289952625370152,0.392536172870374
"STM14_4308","STM14_4308","SL1344_3545","-","SL1344_3545","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-0.458086335579097,7.93148982247937,3.3043501469716,0.12222083407173,0.290074819852072,-0.282802327363775
"STnc3920","STnc3920","ncRNA0349","STnc3920","STnc3920","Overlap",NA,"-","HeLa","FDR>=0.1",-1.57800827825307,4.95078088310733,3.30371838584282,0.122249539769959,0.290074819852072,-0.974192808272965
"STM14_3126","STM14_3126","SL1344_2510","asrA","asrA","anaerobic sulfide reductase","protein_coding","-","HeLa","FDR>=0.1",0.755193902592584,8.26378097731929,3.2992724729235,0.122451819508204,0.290417217763538,0.466223453258274
"STM14_2509","STM14_2509","SL1344_1997","cbiQ","cbiQ","vitamin B12 biosynthetic protein","protein_coding","-","HeLa","FDR>=0.1",1.23131926811104,7.41164120102896,3.29494898438991,0.122648980616051,0.290747157551255,0.760162283185013
"SibD","SibD","ncRNA0076","SibD","SibD","antisense STnc1420",NA,"-","HeLa","FDR>=0.1",-0.949155568800514,6.0459356221555,3.2916718043331,0.122798725026173,0.290964434085195,-0.585966843013865
"STM14_954","STM14_954","SL1344_0798","ybiB","ybiB","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-0.639517110964287,6.84314284334499,3.28972552803664,0.122887778007492,0.291037768340203,-0.394809697043299
"STM14_3009","STM14_3009","SL1344_2414","hemF","hemF","coproporphyrinogen III oxidase","protein_coding","-","HeLa","FDR>=0.1",0.625716608395664,7.02667313041114,3.28829051971573,0.122953495779942,0.291055794121801,0.386289874594846
"STM14_3651","STM14_3651","SL1344_3001","yohL","yohL","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",-0.766342160021466,5.9516232083326,3.28542947497203,0.123084667957726,0.291228673500353,-0.473105896374488
"STM14_5040","STM14_5040","SL1344_4128","yjbC","yjbC","23S rRNA pseudouridine synthase F","protein_coding","-","HeLa","FDR>=0.1",-1.50624317877966,7.4056313376859,3.27994610477044,0.123336617962416,0.291687025200067,-0.929888196722139
"STM14_2144","STM14_2144","SL1344_1702","sirC","sirC","putative transcriptional regulator","protein_coding","-","HeLa","FDR>=0.1",-1.24721524660926,4.89801505491853,3.27402188893759,0.123609639527068,0.292122772703609,-0.769975760178031
"STM14_0661","STM14_0661","SL1344_0554","-","ykgB","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",-1.03229286932973,7.14617362748249,3.27341821139288,0.123637508111729,0.292122772703609,-0.637292150612664
"STM14_1355","STM14_1355","SL1344_1121","flgL","flgL","flagellar hook-associated protein FlgL","protein_coding","-","HeLa","FDR>=0.1",-1.69378702423374,6.3295395698586,3.26287583560257,0.124125621226096,0.293137782518395,-1.04566950661456
"STM14_3710","STM14_3710","SL1344_3046","epd","epd","erythrose 4-phosphate dehydrogenase","protein_coding","-","HeLa","FDR>=0.1",0.608152293696922,8.7966619426122,3.26139408024704,0.1241944437552,0.293162096498491,0.375446440312802
"STM14_0582","STM14_0582","SL1344_0487","ushA","ushA","bifunctional UDP-sugar hydrolase/5'-nucleotidase periplasmic precursor","protein_coding","-","HeLa","FDR>=0.1",0.433225484555697,8.17721061007028,3.2579374665561,0.12435520052709,0.293355783448019,0.267454332927806
"STM14_2555","STM14_2555","SL1344_2041","phsA","phsA","thiosulfate reductase precursor","protein_coding","-","HeLa","FDR>=0.1",-0.549109962846265,7.66358454328477,3.25548897243317,0.124469249785953,0.293395986907219,-0.338996305740594
"STM14_5377","STM14_5377","SL1344_4411","idnR","idnR","L-idonate regulator","protein_coding","-","HeLa","FDR>=0.1",0.434928961412556,8.98566008573134,3.25014585998188,0.124718639786872,0.293707412643367,0.268505984510299
"STM14_2359","STM14_2359","SL1344_1874","-","SL1344_1874","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",1.64336890794172,4.75987365335728,3.24738819951873,0.124847628744201,0.2937587775401,1.0145435822609
"STM14_4292","STM14_4292","SL1344_3531","yhhK","yhhK","putative acetyltransferase","protein_coding","-","HeLa","FDR>=0.1",0.594161388646293,7.10488449092604,3.24717212435986,0.124857743538206,0.2937587775401,0.366809071758157
"STM14_4230","STM14_4230","SL1344_3479","gntT","gntT","high-affinity gluconate permease","protein_coding","-","HeLa","FDR>=0.1",0.551297101408369,8.36560702859605,3.24396306780378,0.12500809994808,0.293905062613097,0.340346548757226
"STM14_2527","STM14_2527","SL1344_2014","pduA","pduA","polyhedral body protein","protein_coding","-","HeLa","FDR>=0.1",-1.83726096605533,3.3978255608173,3.24334110749056,0.125037270598624,0.293905062613097,-1.13424399904491
"STM14_4562","STM14_4562","SL1344_3749","-","SL1344_3749","putative periplasmic protein","protein_coding","-","HeLa","FDR>=0.1",-1.70719457985653,3.88458464237171,3.93698938412754,0.125109197923487,0.293936197185153,-1.05394674092584
"STM14_4288","STM14_4288","SL1344_3528","livM","livM","leucine/isoleucine/valine transporter permease subunit","protein_coding","-","HeLa","FDR>=0.1",0.596559140495399,8.44907315798711,3.23790278572652,0.125292742518041,0.294226189738428,0.368289338141809
"STM14_1995","STM14_1995","SL1344_1581","nifJ","nifJ","putative pyruvate-flavodoxin oxidoreductase","protein_coding","-","HeLa","FDR>=0.1",0.440279498457273,9.55455602775245,3.23668377942338,0.125350107586705,0.294226189738428,0.271809170419521
"STM14_0060","STM14_0060","SL1344_0051","-","SL1344_0051","putative nitrite reductase","protein_coding","-","HeLa","FDR>=0.1",0.641395334953728,9.2342646536673,3.23081788149453,0.125626667532486,0.294497011356398,0.395969229808783
"STM14_4879","STM14_4879","SL1344_4005","yiiM","yiiM","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-0.57241395239737,6.63461623270368,3.23049601798964,0.125641867292598,0.294497011356398,-0.353383162474887
"STM14_5153","STM14_5153","SL1344_4220","yjcO","yjcO","TPR repeat-containing protein","protein_coding","-","HeLa","FDR>=0.1",-0.494821339942372,7.26324795724848,3.22346806497645,0.125974403188542,0.294917839870214,-0.305480901079622
"STM14_3065","STM14_3065","SL1344_2463","purN","purN","phosphoribosylglycinamide formyltransferase","protein_coding","-","HeLa","FDR>=0.1",0.980227822839567,6.78457113815398,3.22093355262395,0.126094630503272,0.294917839870214,0.605149484093027
"STM14_3420","STM14_3420","SL1344_2811","mltB","mltB","murein hydrolase B","protein_coding","-","HeLa","FDR>=0.1",0.481385333244805,8.5218023266509,3.22048775327821,0.126115794170892,0.294917839870214,0.297186102327889
"STM14_2567","STM14_2567","SL1344_2050","hisC","hisC","histidinol-phosphate aminotransferase","protein_coding","-","HeLa","FDR>=0.1",0.439262734014713,8.21158707549684,3.21859924679207,0.126205503699534,0.294989905754067,0.271181464835653
"STM14_3873","STM14_3873","SL1344_3171","-","SL1344_3171","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",0.814064513798645,8.3152667652877,3.21418081354022,0.12641574323696,0.295256142883309,0.502567575685229
"STM14_0192","STM14_0192","SL1344_0161","yacL","yacL","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",0.662429618449838,3.80963075467715,3.20996509891166,0.126616796748503,0.295256142883309,0.408954869992984
"STM14_4436","STM14_4436","SL1344_3644","-","SL1344_3644","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",0.661989839863889,9.91850886423786,3.20881773190382,0.126671594246487,0.295256142883309,0.408683370063884
"STM14_5165","STM14_5165","SL1344_4230","yjdB","yjdB","putative cell division protein","protein_coding","-","HeLa","FDR>=0.1",0.609172126204767,9.9326366986906,3.20868437130879,0.126677965626611,0.295256142883309,0.376076039985046
"STM14_5130","STM14_5130","SL1344_4203","-","SL1344_4203","putative glutathione S-transferase","protein_coding","-","HeLa","FDR>=0.1",0.788459446673235,8.50826170399855,3.20677791570229,0.126769096991618,0.295256142883309,0.486760135006568
"STM14_0757","STM14_0757","SL1344_0637","-","SL1344_0637","putative hydrolase","protein_coding","-","HeLa","FDR>=0.1",-1.22433933405141,5.18655738875368,3.20636595365664,0.126788801504013,0.295256142883309,-0.7558531793249
"STM14_4157","STM14_4157","SL1344_3420","fkpA","fkpA","FKBP-type peptidyl-prolyl cis-trans isomerase","protein_coding","-","HeLa","FDR>=0.1",0.515080014242472,7.67539525265702,3.2018344309343,0.127005833110312,0.295265111110148,0.317987714307592
"STM14_1398","STM14_1398","SL1344_1160","potC","potC","spermidine/putrescine ABC transporter membrane protein","protein_coding","-","HeLa","FDR>=0.1",-0.534532381681924,7.14512036276257,3.20067317695149,0.12706153409004,0.295265111110148,-0.329996749193249
"STM14_2891","STM14_2891","SL1344_2314","-","SL1344_2314","putative transcriptional regulator","protein_coding","-","HeLa","FDR>=0.1",0.450517448440681,8.31720292244809,3.2000892739405,0.127089554712214,0.295265111110148,0.278129629813014
"STM14_3552","STM14_3552","SL1344_2926","cysI","cysI","sulfite reductase subunit beta","protein_coding","-","HeLa","FDR>=0.1",1.09019153237899,8.36878540659639,3.19696642436548,0.12723956331642,0.295268264563721,0.673036235056664
"STM14_2394","STM14_2394","SL1344_1902","fliJ","fliJ","flagellar biosynthesis chaperone","protein_coding","-","HeLa","FDR>=0.1",0.70433576994336,3.63322355075046,3.19638012064657,0.12726775468019,0.295268264563721,0.434825882186013
"STM14_2852","STM14_2852","SL1344_2283","-","SL1344_2283","putative chemotaxis signal transduction protein","protein_coding","-","HeLa","FDR>=0.1",0.403624456835514,8.39438376544412,3.1913455837989,0.127510193733683,0.295556946049061,0.24917996217836
"STM14_3404","STM14_3404","SL1344_2804","yqaA","yqaA","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",-1.59460482765236,6.4515141646803,3.18126539127114,0.127997565498735,0.296549401287309,-0.984438786883948
"STM14_0135","STM14_0135","SL1344_0114","leuL","leuL","leu operon leader peptide","protein_coding","-","HeLa","FDR>=0.1",-1.28275706886037,4.66358909212966,3.85657269817645,0.128227299297291,0.296944309838249,-0.791917715811038
"STM14_1130","STM14_1130","SL1344_0936","ompF","ompF","outer membrane protein F precursor","protein_coding","-","HeLa","FDR>=0.1",0.44002640271995,8.48859157038853,3.17481265297113,0.128310929978558,0.297000669252586,0.271652920258794
"STM14_3652","STM14_3652","SL1344_3002","yohM","yohM","nickel/cobalt efflux protein RcnA","protein_coding","-","HeLa","FDR>=0.1",0.43921479698029,8.15108278370259,3.17274008844811,0.128411809231104,0.297071804696311,0.271151870621967
"STM14_3720","STM14_3720","SL1344_3054","speB","speB","agmatinase","protein_coding","-","HeLa","FDR>=0.1",0.456353977326254,7.74105082423234,3.17174512733827,0.128460277295311,0.297071804696311,0.281732845679471
"STM14_3007","STM14_3007","SL1344_2412","-","SL1344_2412","putative acetyltransferase","protein_coding","-","HeLa","FDR>=0.1",0.955384867043785,7.05031969782018,3.16518502495734,0.128780488977489,0.297674881997344,0.589812537382401
"STM14_3371","STM14_3371","SL1344_2779","ygaU","ygaU","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",0.619625850127812,7.41635973800656,3.16180988085852,0.128945674670199,0.297919227132393,0.382529708705197
"STM14_2564","STM14_2564","SL1344_2047","yeeZ","yeeZ","putative dehydratase","protein_coding","-","HeLa","FDR>=0.1",0.796859000150898,7.24867587948953,3.15882173228509,0.129092169320667,0.298120182631268,0.491945649368826
"STM14_3401","STM14_3401","SL1344_2801","-","SL1344_2801","putative glycoporin","protein_coding","-","HeLa","FDR>=0.1",0.42418244399914,9.16940467967964,3.15535122668471,0.129262606106606,0.298143930798674,0.26187155798516
"STM14_5066","STM14_5066","SL1344_4149","-","SL1344_4149","putative phage tail sheath protein","protein_coding","-","HeLa","FDR>=0.1",-0.838788153383893,8.00214577677251,3.15424265927051,0.129317114742257,0.298143930798674,-0.517830861822704
"STM14_0429","STM14_0429","SL1344_0362","prpR","prpR","prp operon regulator","protein_coding","-","HeLa","FDR>=0.1",0.642792297333442,7.99815450851343,3.15275093550708,0.129390514429438,0.298143930798674,0.396831652853389
"STM14_0133","STM14_0133","SL1344_0112","leuB","leuB","3-isopropylmalate dehydrogenase","protein_coding","-","HeLa","FDR>=0.1",-0.433966274168386,7.98623212011509,3.15232592391794,0.129411437703795,0.298143930798674,-0.267911663806909
"STM14_2934","STM14_2934","SL1344_2354","yfcB","yfcB","N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase","protein_coding","-","HeLa","FDR>=0.1",-1.83547891586897,6.67837698400532,3.15157964424946,0.129448188507046,0.298143930798674,-1.13314383974952
"STM14_1998","STM14_1998","SL1344_1583","-","SL1344_1583","putative membrane transporter of cations","protein_coding","-","HeLa","FDR>=0.1",-0.714395920296178,7.02284191584691,3.15134832989654,0.129459582648656,0.298143930798674,-0.441036575918691
"STM14_2920","STM14_2920","SL1344_2341","-","SL1344_2341","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-0.904444087441113,5.51252419922213,3.13826546084686,0.130106329280349,0.299349993437195,-0.558363943721233
"STM14_4897","STM14_4897","SL1344_4022","ydeW","ydeW","putative transcriptional repressor","protein_coding","-","HeLa","FDR>=0.1",-0.413943606238561,7.97315482701306,3.13785951751536,0.130126469702032,0.299349993437195,-0.255550550517144
"STM14_2167","STM14_2167","SL1344_1720","-","appC","putative cytochrome oxidase subunit I","protein_coding","-","HeLa","FDR>=0.1",-0.576688013461303,7.95080722641093,3.13713222433093,0.130162564525097,0.299349993437195,-0.356021779526511
"STM14_2712","STM14_2712","SL1344_2175","-","SL1344_2175","putative regulatory protein","protein_coding","-","HeLa","FDR>=0.1",0.494550297024436,8.4799783626815,3.13457000915601,0.130289837150249,0.299356987837296,0.305313571120061
"STM14_4110","STM14_4110","SL1344_3374","fmt","fmt","methionyl-tRNA formyltransferase","protein_coding","-","HeLa","FDR>=0.1",-0.991472595861679,4.17281716905587,3.13401375887946,0.130317490878998,0.299356987837296,-0.612091511685513
"STM14_1375","STM14_1375","SL1344_1139","ycfH","ycfH","putative metallodependent hydrolase","protein_coding","-","HeLa","FDR>=0.1",0.895420791234058,7.37919816210307,3.13346264769235,0.130344897279526,0.299356987837296,0.552793358070338
"STM14_4841","STM14_4841","SL1344_3973","rbn","rbn","ribonuclease BN","protein_coding","-","HeLa","FDR>=0.1",-0.82830321437763,8.35388695189625,3.13143828508936,0.130445637271317,0.299417994427738,-0.51135792228503
"STM14_4815","STM14_4815","SL1344_3951","hemN","hemN","coproporphyrinogen III oxidase","protein_coding","-","HeLa","FDR>=0.1",-0.396306115746944,8.31142890331846,3.13052719203055,0.13049101254457,0.299417994427738,-0.244661940723577
"STM14_4764","STM14_4764","SL1344_3915","pldB","pldB","lysophospholipase L2","protein_coding","-","HeLa","FDR>=0.1",1.19816138658966,8.52996359025512,3.12251604199862,0.130890952411686,0.300198159629184,0.73969206755886
"STM14_0067","STM14_0067","SL1344_0058","-","SL1344_0058","putative citrate-sodium symporter","protein_coding","-","HeLa","FDR>=0.1",-0.870475922467368,7.96622021772728,3.12112465773323,0.13096059042714,0.300214018972024,-0.537393494780188
"STM14_2662","STM14_2662","SL1344_2136","yehT","yehT","putative two-component response-regulatory protein YehT","protein_coding","-","HeLa","FDR>=0.1",0.99877204598428,6.07625125229429,3.11998363111233,0.131017737167667,0.300214018972024,0.616597870689952
"STM14_1314","STM14_1314","SL1344_1085","ymdC","ymdC","putative phospholipase","protein_coding","-","HeLa","FDR>=0.1",0.833038284261948,8.4479243855662,3.11702474842176,0.13116609260933,0.300416533095626,0.514281145877417
"STM14_0636","STM14_0636","SL1344_0537","fimI","fimI","fimbrial protein","protein_coding","-","HeLa","FDR>=0.1",-0.881237499544511,5.23920995152704,3.11134114225062,0.131451728157004,0.300933138180272,-0.544037218478415
"STM14_0049","STM14_0049","SL1344_0041","nhaR","nhaR","transcriptional activator NhaR","protein_coding","-","HeLa","FDR>=0.1",0.829781161450668,8.42285002427422,3.10684790250867,0.131678161764498,0.301313801863121,0.512270341712357
"STM14_2269","STM14_2269","SL1344_1802","-","SL1344_1802","lytic enzyme","protein_coding","-","HeLa","FDR>=0.1",1.07747384713568,2.88748820474715,3.75357638898824,0.131917719011144,0.301710584619939,0.665184896332619
"STM14_5409","STM14_5409","SL1344_4436","-","SL1344_4436","putative dienelactone hydrolase","protein_coding","-","HeLa","FDR>=0.1",0.425838990994848,8.45704657153792,3.10103277193936,0.131972028529105,0.301710584619939,0.262894237138385
"STM14_4245","STM14_4245","SL1344_3492","glpE","glpE","thiosulfate sulfurtransferase","protein_coding","-","HeLa","FDR>=0.1",0.610795183900334,7.41727176580248,3.09872006966386,0.132089157693659,0.301840598032636,0.377078044319386
"STM14_1707","STM14_1707","SL1344_1345","ssaK","ssaK","type III secretion system apparatus protein","protein_coding","-","HeLa","FDR>=0.1",-0.600086220912357,5.61856781681371,3.09042700203224,0.132510376276659,0.302552522690742,-0.370466802242444
"STM14_4056","STM14_4056","SL1344_3334","-","SL1344_3334","putative periplasmic protein","protein_coding","-","HeLa","FDR>=0.1",1.12072070793994,7.92086258405077,3.09020833730419,0.132521508241862,0.302552522690742,0.691883603403112
"STM14_4558","STM14_4558","SL1344_3745","-","SL1344_3745","putative phosphotransferase system HPr protein","protein_coding","-","HeLa","FDR>=0.1",1.22247500316772,6.73438589698648,3.08683676008192,0.132693318408707,0.302595390780383,0.754702223550991
"STM14_4933","STM14_4933","SL1344_4054","-","SL1344_4054","putative 5'-nucleotidase/2',3'-cyclic phosphodiesterase","protein_coding","-","HeLa","FDR>=0.1",0.658122327762699,9.59698166623978,3.08651611102079,0.132709674530953,0.302595390780383,0.406295738435577
"STM14_3513","STM14_3513","SL1344_2890","-","SL1344_2890","putative permease","protein_coding","-","HeLa","FDR>=0.1",0.745512217486193,8.09282739494222,3.08628400340561,0.132721515980136,0.302595390780383,0.460246407299395
"STM14_2072","STM14_2072","SL1344_1645","cysB","cysB","transcriptional regulator CysB","protein_coding","-","HeLa","FDR>=0.1",0.808186993789396,8.17742879423805,3.077299307504,0.133181036848497,0.303397828893635,0.498939053704451
"STM14_1739","STM14_1739","SL1344_1373","-","SL1344_1373","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",0.464101051506342,8.53334627953621,3.06262817785929,0.133936228712923,0.304809890787384,0.286515548061587
"STM14_4200","STM14_4200","SL1344_3455","hofQ","comE","outer membrane porin HofQ","protein_coding","-","HeLa","FDR>=0.1",0.524418795343469,8.88507512575631,3.06116650082018,0.134011798881822,0.304843369935989,0.323753066436605
