"locus_tag","gene_name","gene_function","DNA_molecule","SPI","COG","description","theme","model","DE","logFC","logCPM","F","PValue","FDR","zscore","DE_rec"
"SL1344_1396","ydgA","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0748362235985692,6.34811241458543,1.09310300201828,0.300147463387831,0.678600443975801,-0.273546840286796,"FDR>=0.05"
"SL1344_P2_0097","pilJ","pilus protein","pCol1B9","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0657478838553373,7.14362167069237,1.09272580939156,0.300600762083904,0.679303662541713,-0.240326475860744,"FDR>=0.05"
"SL1344_4123","metH","B12-dependent homocysteine-N5-methyltetrahydrofolate transmethylase","Chromosome","-","H","Coenzyme transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0446918438148166,8.35142434146934,1.09008795707403,0.300808761308957,0.679439307207615,0.163360897627761,"FDR>=0.05"
"SL1344_2494","SL1344_2494","hypothetical lipoprotein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0440607742703685,8.67633035403621,1.08946620931135,0.300945368532797,0.679439307207615,-0.161054166053343,"FDR>=0.05"
"SL1344_4465","SL1344_4465","hypothetical transcriptional regulatory protein","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.0510009660028518,7.98122143895475,1.08754629134463,0.301367717171651,0.68004491405997,0.186422462689862,"FDR>=0.05"
"SL1344_3041","yggE","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0811902583732691,6.22856422681485,1.08670252426418,0.301553577365609,0.68004491405997,0.296772573121942,"FDR>=0.05"
"SL1344_2444A","ypfM","conserved sORF","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.364520235958004,1.79385333022528,1.08575935975719,0.301761510417497,0.68004491405997,-1.33242103853054,"FDR>=0.05"
"SL1344_P1_0040","SL1344_P1_0040","predicted protein","pSLT","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.198219209690408,3.54937646604842,1.08566065401181,0.301783282281273,0.68004491405997,-0.72454535902041,"FDR>=0.05"
"SL1344_0194","fhuD","ferrichrome-binding periplasmic protein precursor","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.106148752022908,5.2406973750484,1.08459315526494,0.302018875978124,0.68025477962054,-0.388002685330695,"FDR>=0.05"
"SL1344_3643","SL1344_3643","hypothetical transcriptional regulator","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0761762701437519,6.32505551235533,1.08249101744617,0.302483518099628,0.680980103218163,-0.278445076470362,"FDR>=0.05"
"SL1344_2683","SL1344_2683","hypothetical conserved bacteriophage protein (thought to be involved in host lysis)","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.270779086151226,2.66724299236374,1.07912923105596,0.303228538689231,0.682193112524725,0.989771528688284,"FDR>=0.05"
"SL1344_2509","SL1344_2509","hypothetical membrane protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0481646721732745,7.9790983149212,1.07818791647627,0.303437579923323,0.682193112524725,-0.176055033951506,"FDR>=0.05"
"SL1344_3138","yqhD","probable alcohol dehydrogenase","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0463260310315162,8.16744097283732,1.07753290245982,0.30358315317583,0.682193112524725,-0.169334298316218,"FDR>=0.05"
"SL1344_1849","flhB","flagellar biosynthetic protein FlhB","Chromosome","-","N","Cell motility","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.111167912553056,6.78871838200212,1.13773851566205,0.303635507625434,0.682193112524725,-0.406349088153998,"FDR>=0.05"
"SL1344_P2_0007","yaeA","putative membrane protein","pCol1B9","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0508616373375595,7.77367074581286,1.07666892265866,0.303775308471374,0.682193112524725,0.185913178357764,"FDR>=0.05"
"SL1344_1307","sufS","hypothetical amintransferase","Chromosome","-","H","Coenzyme transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0741179894098615,6.37168886928086,1.07620062157461,0.303879528867035,0.682193112524725,-0.270921498126817,"FDR>=0.05"
"SL1344_4512","gpmB","probable phosphoglycerate mutase 2","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.054603200536223,7.52714051214458,1.07245428595373,0.30471497242129,0.683747177308111,0.19958961393284,"FDR>=0.05"
"SL1344_3900","yifL","hypothetical lipoprotein","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.168010560352256,3.88604294704835,1.06997605669481,0.305269287485782,0.684462045267301,-0.614124493583511,"FDR>=0.05"
"SL1344_2902","SL1344_2902","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.101058543077371,5.42956425324072,1.06958692157905,0.305356447489487,0.684462045267301,-0.369396581140827,"FDR>=0.05"
"SL1344_0296","safB","salmonella atypical fimbria chaperone","Chromosome","SPI-6","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0670836637929916,6.76343455494459,1.06910879518281,0.305463585018768,0.684462045267301,-0.245209116428283,"FDR>=0.05"
"SL1344_3103","SL1344_3103","possible aldehyde dehydrogenase","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",0.0527102364270844,7.59351625810733,1.06780274510841,0.305756494538092,0.684553761696747,0.192670313012355,"FDR>=0.05"
"SL1344_0828","rimO","conserved hypothetical protein","Chromosome","-","J","Translation, ribosomal structure and biogenesis","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.0597600856637286,7.17162214951613,1.06764792598262,0.305791240565269,0.684553761696747,0.218439437781756,"FDR>=0.05"
"SL1344_2498","pepB","Peptidase B","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.058309915696379,7.18942887839079,1.06612037117013,0.306134348688013,0.685000709927489,-0.213138670407721,"FDR>=0.05"
"SL1344_3066","galP","galactose-proton symport (galactose transporter)","Chromosome","-","U","Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0561825469846741,7.58097367539476,1.06524114223883,0.306368816885895,0.685204262590234,-0.20536255663248,"FDR>=0.05"
"ncRNA0290","STnc3020","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.167813664265579,3.98855770447852,1.06280032367093,0.306881826547228,0.685886479474719,-0.613404784600543,"FDR>=0.05"
"ncRNA0209","STnc920","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.147535033579409,4.59662979281228,1.06874927994388,0.306961132280099,0.685886479474719,0.539280849922862,"FDR>=0.05"
"SL1344_3061","SL1344_3061","hypothetical outer membrane lipoprotein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0488475209694522,7.81619577438922,1.06166440502392,0.307138121042336,0.685960957893899,0.17855103283555,"FDR>=0.05"
"SL1344_3658","lctR","hypothetical L-lactate dehydrogenase operon regulator","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.109446356012843,6.12634356109498,1.08829417768531,0.307881894542569,0.687262375138167,0.400056328721395,"FDR>=0.05"
"SL1344_4380","relE","toxin","Chromosome","-","DJ","Cell cycle control, cell division, chromosome partitioning;Translation, ribosomal structure and biogenesis","Cellular processes and signaling;Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.131055057270473,4.67192451911957,1.05781530916063,0.308008687496477,0.687262375138167,-0.479042034673546,"FDR>=0.05"
"SL1344_2214","SL1344_2214","predicted bacteriophage protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0988605163131568,5.38122438562081,1.05711937763319,0.308166437173884,0.68729319827431,-0.361362192881982,"FDR>=0.05"
"SL1344_4025","ydeZ","hypothetical ABC transporter, membrane component","Chromosome","-","U","Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0407101096547161,8.92774947644597,1.05588079933334,0.308447455089354,0.687598785271551,-0.148806571581058,"FDR>=0.05"
"SL1344_2841","sitA","Iron transport protein, periplasmic-binding protein","Chromosome","SPI-1","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0906820325122722,5.53066322829016,1.05448519077375,0.308764507299102,0.687984378139624,0.331467600470835,"FDR>=0.05"
"SL1344_0033","SL1344_0033","possible sulfatase","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0415360103429845,9.05185980842018,1.05228336526237,0.309265591643988,0.688366458721899,-0.151825464208222,"FDR>=0.05"
"SL1344_3853","rbsR","ribose operon repressor","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.0518928067543999,8.09624464223389,1.05449387680828,0.309362827494426,0.688366458721899,0.18968238426118,"FDR>=0.05"
"ncRNA0226","STnc1170","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.246032473899774,2.82167508682935,1.05152277705459,0.309438933850436,0.688366458721899,-0.89931590086961,"FDR>=0.05"
"SL1344_1009","ycbG","conserved hypothetical protein","Chromosome","-","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0717302602628903,6.48555160787822,1.05119960467006,0.309512625523752,0.688366458721899,-0.262193695837938,"FDR>=0.05"
"SL1344_3437","fic","cell filamentation protein Fic","Chromosome","-","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.0691362704867716,6.52526513068412,1.04966318136095,0.309863287739793,0.688767565759994,0.252711954605246,"FDR>=0.05"
"SL1344_2521","cadA","lysine decarboxylase","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0472894460233289,8.15955559629978,1.04914590412052,0.309981465721095,0.688767565759994,-0.172855843287661,"FDR>=0.05"
"ncRNA0075","SibC","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.308401420845059,2.24946385898307,1.04811079540852,0.310218127574442,0.688972818217657,1.12729143929889,"FDR>=0.05"
"ncRNA0030","IsrE","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.20286613973713,3.42359591421561,1.04549375678105,0.310817542084351,0.689436886096612,0.741531157744477,"FDR>=0.05"
"SL1344_0342","SL1344_0342","possible transcriptionl regulator","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0996249844538285,5.78311244214981,1.04880617968506,0.310892049338766,0.689436886096612,-0.364156532766132,"FDR>=0.05"
"ncRNA0350","STnc3950","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.138766367089464,4.30636464382337,1.04501458983474,0.310927458125384,0.689436886096612,0.507228978562813,"FDR>=0.05"
"SL1344_0804","glnP","glutamine transport system permease protein GlnP","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.096021515946783,5.48361221175667,1.04467835235739,0.311004618356461,0.689436886096612,0.35098487101229,"FDR>=0.05"
"SL1344_1795","SL1344_1795","hypothetical membrane protein","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",-0.157465714171181,4.03612032509179,1.04331494841529,0.311317754411104,0.689810801537364,-0.575580200252834,"FDR>=0.05"
"SL1344_3766","emrD","multidrug resistance protein D","Chromosome","-","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.068645517752662,6.47467184929601,1.0382883873026,0.312475835438451,0.691547918376236,0.250918119303001,"FDR>=0.05"
"SL1344_2552","SL1344_2552","similar to a DNA recombinase","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0486785714550842,8.12770288452796,1.03693902791889,0.312788258742691,0.691547918376236,-0.177933476208544,"FDR>=0.05"
"SL1344_1248","celB","PTS system, cellobiose-specific IIC component","Chromosome","-","U","Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0512720471144648,7.67844858740522,1.03652569882144,0.312883299217652,0.691547918376236,-0.187413338204117,"FDR>=0.05"
"SL1344_4239","SL1344_4239","hypothetical protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0697725677481226,6.79652700934106,1.03661858064801,0.31289412769907,0.691547918376236,-0.255037794913001,"FDR>=0.05"
"SL1344_4487","yjjG","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0614479504171773,7.00031108234199,1.03633755323342,0.312926832693588,0.691547918376236,0.22460904453014,"FDR>=0.05"
"SL1344_2465","ppx","exopolyphosphatase","Chromosome","-","FP","Nucleotide transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0558257602247846,7.36362050379373,1.0360735663998,0.312987928021845,0.691547918376236,0.204058403561535,"FDR>=0.05"
"ncRNA0374","STnc4250","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0863200153634923,5.76643968570434,1.03527222912467,0.31317348117726,0.691547918376236,0.315523236218489,"FDR>=0.05"
"SL1344_1576","ydbH","hypothetical exported protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0468067498110978,8.09247989435295,1.03489731219773,0.313260345015246,0.691547918376236,0.171091456773685,"FDR>=0.05"
"SL1344_0142","pilC","competence gene-DNA binding and transport","Chromosome","-","NU","Cell motility;Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0452490439098011,8.11075050609896,1.03404950646198,0.31345688969908,0.691662037113265,-0.165397616185449,"FDR>=0.05"
"SL1344_P2_0101","traC","conjugal transfer protein","pCol1B9","-","U","Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0388162956329222,9.56812234798367,1.03203622792544,0.313924280171973,0.69225926544421,-0.141884163997648,"FDR>=0.05"
"SL1344_2164","yeiA","hypothetical oxidoreductase","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0604586847521923,7.06369338404725,1.03107162124375,0.314148545699503,0.69225926544421,-0.220993008286617,"FDR>=0.05"
"SL1344_2583","SL1344_2583","predicted bacteriophage protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0670476126748215,6.61122351832923,1.03101172991637,0.314162477113634,0.69225926544421,-0.245077339743277,"FDR>=0.05"
"SL1344_0793","ybhF","hypothetical ABC transporter ATP-binding protein","Chromosome","-","V","Defense mechanisms","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.0458814657870175,8.20166899855045,1.02945075465958,0.31452586796579,0.692740322664506,0.167709290905552,"FDR>=0.05"
"SL1344_0538","fimC","fimbrial chaperone protein","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0787010986929567,6.25128777428926,1.02707852481246,0.315079188207578,0.693339651488003,-0.287674014525891,"FDR>=0.05"
"SL1344_P2_0059","traV","conjugal transfer protein","pCol1B9","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0487744384152516,7.81535946989626,1.02703913778732,0.31508838612125,0.693339651488003,0.178283896135963,"FDR>=0.05"
"SL1344_4453","SL1344_4453","hypothetical inner membrane protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.214627574372263,3.55117163524954,1.02492873919435,0.315581743285445,0.693613866906337,0.784522414210575,"FDR>=0.05"
"SL1344_1588","SL1344_1588","hypothetical chemo-receptor protein","Chromosome","-","NT","Cell motility;Signal transduction mechanisms","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.0450470253692964,8.06819646957433,1.02435682589835,0.31571561911532,0.693613866906337,0.164659183234438,"FDR>=0.05"
"SL1344_0430","yajR","hpothetical major facilitator family transport protein","Chromosome","-","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0741582155577483,6.32411041012572,1.02406880311199,0.315783069323009,0.693613866906337,-0.271068535685933,"FDR>=0.05"
"SL1344_3443","nirC","hypothetical nitrite transporter","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0406989536680874,8.7426850671943,1.02402195932283,0.315794041184163,0.693613866906337,0.148765793402446,"FDR>=0.05"
"SL1344_0030","SL1344_0030","hypothetical membrane protein","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.428239364246826,1.55238539634847,1.01959571993699,0.316833061277472,0.695576031080427,1.5653318585999,"FDR>=0.05"
"SL1344_1300","SL1344_1300","conserved hypothetical protein","Chromosome","-","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0979459756757514,5.38883219056771,1.01781170547776,0.317253131506263,0.695744102169653,0.358019297026921,"FDR>=0.05"
"ncRNA0222","STnc1100","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.082472959777658,6.39562260139108,1.02440804975227,0.317308738075574,0.695744102169653,-0.301461197150917,"FDR>=0.05"
"SL1344_1105","yceH","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.152202863542619,4.02812899980052,1.01741461056256,0.317346733932043,0.695744102169653,-0.556343043550929,"FDR>=0.05"
"SL1344_2310","SL1344_2310","hypothetical transketolase N-terminal section","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0693127033702701,7.03787843836062,1.02141451930709,0.318098528331226,0.696736109189889,-0.253356864990658,"FDR>=0.05"
"SL1344_0681","SL1344_0681","possible 5-nitroimidazole antibiotic resistance","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.100410384672694,5.2891250256634,1.01399068399918,0.318155346221784,0.696736109189889,0.367027385114103,"FDR>=0.05"
"SL1344_1077","csgF","assembly/transport component in curli production","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0663600495454095,6.61389360598404,1.01364577677878,0.318236953747256,0.696736109189889,-0.242564108683446,"FDR>=0.05"
"SL1344_2417","eutR","ethanolamine operon transcriptional regulator","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0715218326068338,6.34287623384747,1.01189535341898,0.318651547793922,0.697324079154894,-0.261431835818805,"FDR>=0.05"
"SL1344_2988","aas","2-acylglycerophosphoethanolamine acyl transferase/acyl carrier protein synthetase","Chromosome","-","I","Lipid transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0456437447574657,7.97788413994203,1.00643783360534,0.319948824296729,0.699541031969756,-0.166840355604214,"FDR>=0.05"
"SL1344_P2_0074","traJ","conjugal transfer protein, ATP-binding","pCol1B9","-","NU","Cell motility;Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0428885902760692,8.91538797675788,1.00655094227593,0.319957615460094,0.699541031969756,-0.15676951334832,"FDR>=0.05"
"SL1344_1322","orf70","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.151291921788328,4.21307262722437,1.00518857660689,0.320246771362861,0.699584430466189,0.553013302596758,"FDR>=0.05"
"SL1344_3151","ygiX","probable two-component system response regulator.","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0665817956023168,6.53119852492636,1.0044854646308,0.320414626484925,0.699584430466189,-0.24337465109588,"FDR>=0.05"
"SL1344_P1_0081","SL1344_P1_0081","exported protein","pSLT","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0429170925307989,8.5357269026315,1.00357377096543,0.320632452081818,0.699584430466189,-0.156873696875327,"FDR>=0.05"
"ncRNA0145","STnc210","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.142567451447264,4.25127454022081,1.00337870459585,0.320679083887034,0.699584430466189,-0.521122980233945,"FDR>=0.05"
"SL1344_1275","btuE","hypothetical glutathione peroxidase/vitamin B12 transport periplasmic protein BtuE","Chromosome","-","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.112057284106512,4.79586552181879,1.00247903196917,0.320894273690254,0.699584430466189,0.409599984131779,"FDR>=0.05"
"SL1344_1378","anmK","conserved hypothetical protein","Chromosome","-","F","Nucleotide transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0676644372838341,6.58900201591224,1.00216021863028,0.320970576035124,0.699584430466189,-0.247332002187384,"FDR>=0.05"
"SL1344_3141","SL1344_3141","conserved hypothetical protein","Chromosome","-","FG","Nucleotide transport and metabolism;Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0535509707158498,7.49892565529407,1.00180357328411,0.321055961604134,0.699584430466189,-0.195743426501435,"FDR>=0.05"
"SL1344_2782","ygaP","conserved hypothetical protein","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0954851826719422,5.5329208189204,1.00038608402099,0.321395628085517,0.699584430466189,-0.349024426382423,"FDR>=0.05"
"SL1344_0964","SL1344_0964","hypothetical bacteriophage lipoprotein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0548297874247364,7.16905405851458,1.00027501329846,0.321422263794387,0.699584430466189,-0.200417850907166,"FDR>=0.05"
"SL1344_2614","yfiP","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0915276424975511,5.61874258893419,1.0001903721832,0.321442563443522,0.699584430466189,-0.334558535962567,"FDR>=0.05"
"SL1344_2742","SL1344_2742","PTS system, glucose-specific IIbc component","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0512522711408032,7.52974873609544,0.994723647714237,0.322757307848109,0.702125806366615,-0.187341051618175,"FDR>=0.05"
"SL1344_3693","rpmG","50S ribosomal subunit protein L33","Chromosome","-","J","Translation, ribosomal structure and biogenesis","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.374622024571607,1.6564506668714,0.992709861571193,0.323316568353796,0.703007412695285,1.36934583542194,"FDR>=0.05"
"SL1344_2217","sspH2","Type III secretion system effector protein-E3 Ubiquitin ligase","Chromosome","SPI-2","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0503552264343372,7.57320992835129,0.990796730257462,0.323706185959531,0.703007412695285,0.184062108170066,"FDR>=0.05"
"SL1344_1686","ychJ","Hypothetical UPF0225 protein.","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.108460432328378,4.98057144839343,0.990386718627281,0.323805474741522,0.703007412695285,0.396452508329602,"FDR>=0.05"
"SL1344_2165","mglC","galactoside transport system permease protein MglC","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0527997674500702,7.70954015363388,0.990419837340695,0.323894992705539,0.703007412695285,-0.192997573358585,"FDR>=0.05"
"SL1344_4434","SL1344_4434","hypothetical protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.110639276007383,5.20818978877852,0.989546367542352,0.324009102816278,0.703007412695285,-0.404416777171757,"FDR>=0.05"
"SL1344_4135","SL1344_4135","predicted bacteriophage protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.042842280767675,8.60076454827468,0.98898660969895,0.324144834963218,0.703007412695285,0.156600239444757,"FDR>=0.05"
"SL1344_2733","SL1344_2733","regulator for maltose metabolism","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.173561095614447,3.95348187879174,0.989189297615238,0.32419315659791,0.703007412695285,-0.63441321620823,"FDR>=0.05"
"SL1344_P2_0063","traR","conjugal transfer protein","pCol1B9","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.067196684350727,6.72638319774582,0.986877038908949,0.324657058800281,0.703693806523533,0.245622237440667,"FDR>=0.05"
"SL1344_4078","trmA","tRNA (uracil-5)-methyltransferase","Chromosome","-","J","Translation, ribosomal structure and biogenesis","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.0426272170764553,8.4429700890966,0.985044757206961,0.32510283780945,0.704340313312217,0.155814122904334,"FDR>=0.05"
"SL1344_1687","purU","formyltetrahydrofolate deformylase","Chromosome","-","F","Nucleotide transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0842351131934021,5.74468448200595,0.98343445654389,0.325495290776096,0.704870754401749,-0.307902349253448,"FDR>=0.05"
"SL1344_4026","yneA","hypothetical ABC transport protein, solute-binding component","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.040189741498289,8.98924213431291,0.980954378244002,0.326100969138709,0.705862251875491,0.146904483820189,"FDR>=0.05"
"SL1344_0271","sciK","conserved hypothetical protein (SPI-6 associated)","Chromosome","SPI-6","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0695222196074968,6.37464503403894,0.979998335494912,0.32633485673527,0.70586336750364,-0.254122704071336,"FDR>=0.05"
"SL1344_0314","frsA","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0617102697568382,7.0145374743257,0.979363316809281,0.326490333478216,0.70586336750364,-0.225567893374455,"FDR>=0.05"
"SL1344_2529","yfhD","hypothetical exported protein","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0682050740466145,6.41116287460041,0.978442550853302,0.326715949356668,0.70586336750364,-0.249308177241256,"FDR>=0.05"
"SL1344_0720","sucC","succinyl-CoA synthetase beta chain","Chromosome","-","F","Nucleotide transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.267589532631671,2.70814582460781,0.978221220348781,0.326851805231126,0.70586336750364,0.978112839283002,"FDR>=0.05"
"SL1344_0257","yafS","conserved hypothetical protein","Chromosome","-","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0625985287047838,6.73192353292236,0.977574084741772,0.326928942762096,0.70586336750364,-0.228814722475164,"FDR>=0.05"
"SL1344_1305","sufC","hypothetical ABC transport ATP-binding subunit","Chromosome","-","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0886425932810079,5.6599889723617,0.977331652444834,0.326988433281267,0.70586336750364,-0.324012892966327,"FDR>=0.05"
