"locus_tag","gene_name","gene_function","DNA_molecule","COG","description","theme","model","FDR","logFC","zscore","DE"
"SL1344_2821","norW","One of at least two accessory proteins for anaerobic nitric oxide (NO) reductase. Reduces the rubredoxin moiety of NO reductase","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.342085808582089,0.980306552962816,0.43194858633718,"FDR>=0.05"
"SL1344_2822","hydA","Along with HypE, it catalyzes the synthesis of the CN ligands of the active site iron of NiFe -hydrogenases using carbamoylphosphate as a substrate. It functions as a carbamoyl transferase using carbamoylphosphate as a substrate and transferring the carboxamido moiety in an ATP-dependent reaction to the thiolate of the C-terminal cysteine of HypE yielding a protein-S-carboxamide","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Balb/c",0.527244019362232,1.21706028220114,0.536268442555083,"FDR>=0.05"
"SL1344_2823","hydN","4Fe-4S binding domain","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.706572952107146,0.70893043913101,0.312373206185893,"FDR>=0.05"
"SL1344_2824","SL1344_2824","-","Chromosome","-","no category","no theme","Balb/c",0.618880932578225,-0.612019467241509,-0.269671709208529,"FDR>=0.05"
"SL1344_2825","hycI","Hydrogenase maturation protease","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.873137254243168,-0.287666841368778,-0.126753498780334,"FDR>=0.05"
"SL1344_2826","hycH","Formate hydrogenlyase maturation protein HycH","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.856444317870408,-0.316817103796295,-0.139597863238439,"FDR>=0.05"
"SL1344_2827","hycG","NADH ubiquinone oxidoreductase, 20 Kd subunit","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.796093849586848,0.676173238722849,0.297939530958583,"FDR>=0.05"
"SL1344_2831","hycC","Proton-conducting membrane transporter","Chromosome","CP","Energy production and conversion;Inorganic ion transport and metabolism","Metabolism","Balb/c",0.939441764668214,-0.178654703690857,-0.0787199131419869,"FDR>=0.05"
"SL1344_2832","hycB","4Fe-4S dicluster domain","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.743270454907907,-0.46352024404599,-0.204239085772922,"FDR>=0.05"
"SL1344_2837","hypD","Hydrogenase formation hypA family","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Balb/c",0.0909234400527499,-1.34770550262307,-0.593834127597589,"FDR>=0.05"
"SL1344_2838","hypE","AIR synthase related protein, N-terminal domain","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Balb/c",0.546867977065421,-0.672781058891429,-0.296444848220459,"FDR>=0.05"
"SL1344_2839","fhlA","GAF domain","Chromosome","KT","Transcription;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling","Balb/c",0.956284652548831,-0.130405075375761,-0.0574598708837662,"FDR>=0.05"
"SL1344_2840","ygbA","Nitrous oxide-stimulated promoter","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.754471477642898,-0.441247809262934,-0.194425271216902,"FDR>=0.05"
"SL1344_2841","sitA","Zinc-uptake complex component A periplasmic","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.601564023889245,-0.68031189155861,-0.299763129134424,"FDR>=0.05"
"SL1344_2842","sitB","AAA domain, putative AbiEii toxin, Type IV TA system","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.653601707235522,0.636292678032888,0.28036711775753,"FDR>=0.05"
"SL1344_2843","sitC","ABC 3 transport family","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.892237560743215,-0.267689899856363,-0.117951138315081,"FDR>=0.05"
"SL1344_2844","sitD","ABC 3 transport family","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.486469618371278,-0.770469657136366,-0.339488987613009,"FDR>=0.05"
"SL1344_2845","avrA","YopJ Serine/Threonine acetyltransferase","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.803398849312058,0.887404010508275,0.391013307715319,"FDR>=0.05"
"SL1344_2846","sprB","luxR family","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.962704553728378,0.14903717577387,0.065669659345479,"FDR>=0.05"
"SL1344_2847","hilC","Helix-turn-helix domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.0318629154910555,-1.47949909905197,-0.651905817003011,"Attenuated"
"SL1344_2848","orgC","-","Chromosome","-","no category","no theme","Balb/c",0.736220368290394,1.19091813232482,0.524749530793489,"FDR>=0.05"
"SL1344_2849","orgB","Oxygen-regulated invasion protein","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.295082963954618,-0.937198279121539,-0.412953958698613,"FDR>=0.05"
"SL1344_2850","orgA","Bacterial type III secretion apparatus protein (OrgA_MxiK)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.374440023348384,-0.908964024644599,-0.400513211188828,"FDR>=0.05"
"SL1344_2851","prgK","Secretory protein of YscJ/FliF family","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.00261433309365227,-1.80453993155168,-0.79512726918628,"Attenuated"
"SL1344_2852","prgJ","-","Chromosome","-","no category","no theme","Balb/c",0.223702833262158,-1.0459897761731,-0.460890324333322,"FDR>=0.05"
"SL1344_2854","prgH","Type III secretion system protein PrgH-EprH (PrgH)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.00100631177297111,-2.01766080739816,-0.889033874995045,"Attenuated"
"SL1344_2855","hilD","Helix-turn-helix domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.0172599344668985,-1.72292449645839,-0.75916538389102,"Attenuated"
"SL1344_2856","hilA","Transcriptional regulatory protein, C terminal","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.00862383440309525,-1.63256154168847,-0.719349113712932,"Attenuated"
"SL1344_2858","sptP","Yersinia virulence determinant (YopE)","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Balb/c",0.542711920010114,-0.67716127169671,-0.298374884007101,"FDR>=0.05"
"SL1344_2861","sipA","Salmonella invasion protein A","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.358178770818922,0.934908628403126,0.41194507898845,"FDR>=0.05"
"SL1344_2862","sipD","Invasion plasmid antigen IpaD","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.181698440653984,-1.09642345999033,-0.483112718300585,"FDR>=0.05"
"SL1344_2863","sipC","Salmonella-Shigella invasin protein C (IpaC_SipC)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.304279171787855,-0.929544948150575,-0.409581701843156,"FDR>=0.05"
"SL1344_2864","sipB","Type III cell invasion protein SipB","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.0164450823707481,-1.51250372410415,-0.666448513969373,"Attenuated"
"SL1344_2865","sicA","Tetratricopeptide repeat","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.623444060048451,-0.586870134614303,-0.258590258571672,"FDR>=0.05"
"SL1344_2866","spaS","FlhB HrpN YscU SpaS Family","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.0558434327114238,-1.43486923090871,-0.632240735305217,"FDR>=0.05"
"SL1344_2867","spaR","Bacterial export proteins, family 1","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.818599965805614,-0.388116634027203,-0.171014292310207,"FDR>=0.05"
"SL1344_2870","spaO","Involved in a secretory pathway responsible for the surface presentation of determinants needed for the entry of Salmonella species into mammalian cells","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.417036456109997,-0.827234971339965,-0.364501262751968,"FDR>=0.05"
"SL1344_2871","invJ","Surface presentation of antigens protein","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.0932014193561182,-1.20600669551512,-0.531397944516943,"FDR>=0.05"
"SL1344_2872","invI","Salmonella surface presentation of antigen gene type M protein","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",1,0.00548634657948526,0.00241742712216101,"FDR>=0.05"
"SL1344_2873","invC","Necessary for efficient entry of S.typhimurium into cultured epithelial cells","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.39997930622041,-0.972667699358703,-0.428582708586428,"FDR>=0.05"
"SL1344_2874","invB","Involved in a secretory pathway responsible for the surface presentation of determinants needed for the entry of Salmonella species into mammalian cells","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.0164450823707481,-1.57489836178827,-0.693941215575029,"Attenuated"
"SL1344_2875","invA","FHIPEP family","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.0605912125905873,-1.4757557657427,-0.650256406901404,"FDR>=0.05"
"SL1344_2876","invE","HrpJ-like domain","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.293255636497369,-0.961310904319547,-0.42357860905485,"FDR>=0.05"
"SL1344_2877","invG","Bacterial type II/III secretion system short domain","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.528127669841654,-1.15742170110441,-0.509990131226826,"FDR>=0.05"
"SL1344_2878","invF","helix_turn_helix, arabinose operon control protein","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.0807568947753805,-1.27059703155151,-0.559858127974494,"FDR>=0.05"
"SL1344_2879","invH","InvH outer membrane lipoprotein","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.885025018920043,-0.273746548451149,-0.120619855351147,"FDR>=0.05"
"SL1344_2880","SL1344_2880","-","Chromosome","-","no category","no theme","Balb/c",0.0289145050681391,-1.63402527225056,-0.719994071502067,"Attenuated"
"SL1344_2882","SL1344_2882","salmonella pathogenicity island 1 protein","Chromosome",NA,"no category","no theme","Balb/c",0.370409553231944,0.916733255237697,0.403936536434868,"FDR>=0.05"
"SL1344_2883","SL1344_2883","salmonella pathogenicity island 1 protein","Chromosome",NA,"no category","no theme","Balb/c",0.803904007975201,0.428574199290061,0.188840948746522,"FDR>=0.05"
"SL1344_2885","SL1344_2885","Acetyltransferase (GNAT) domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.900695790947995,-0.385910242539899,-0.170042098784655,"FDR>=0.05"
"SL1344_2886","pphB","Calcineurin-like phosphoesterase","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Balb/c",0.969672634696225,0.294101098466442,0.12958859995258,"FDR>=0.05"
"SL1344_2887","SL1344_2887","-","Chromosome","-","no category","no theme","Balb/c",0.970323665526161,-0.0931921444413631,-0.0410628847961031,"FDR>=0.05"
"SL1344_2888","mutS","that it carries out the mismatch recognition step. This protein has a weak ATPase activity","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.717321455233488,-0.664087281475667,-0.292614143576775,"FDR>=0.05"
"SL1344_2890","SL1344_2890","Major Facilitator Superfamily","Chromosome","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Balb/c",0.82883715699583,-0.404418402206694,-0.178197275733756,"FDR>=0.05"
"SL1344_2892","SL1344_2892","Na+-H+ antiporter family","Chromosome","EG","Amino acid transport and metabolism;Carbohydrate transport and metabolism","Metabolism","Balb/c",0.898696664362044,0.282718213029204,0.124573004312428,"FDR>=0.05"
"SL1344_2893","SL1344_2893","NAD(P)H-binding","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.88978758772663,-0.344966232763307,-0.152001102232584,"FDR>=0.05"
"SL1344_2894","hyi","Xylose isomerase-like TIM barrel","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.945291812687362,0.190208513282752,0.0838108224141371,"FDR>=0.05"
"SL1344_2896","ygbK","Putative sugar-binding N-terminal domain","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.849220685768272,-0.329634881559207,-0.145245709790052,"FDR>=0.05"
"SL1344_2901","SL1344_2901","Decarboxylase involved in the decarboxylation and detoxification of phenolic derivatives under both aerobic and anaerobic conditions. It is able to catalyze the reversible decarboxylation of 4-hydroxybenzoate and vanillate","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.926192534036147,0.274193100949315,0.120816618006385,"FDR>=0.05"
"SL1344_2903","rpoS","Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released","Chromosome","K","Transcription","Information storage and processing","Balb/c",5.11e-17,-5.12270133604397,-2.25719556157624,"Attenuated"
"SL1344_2904","nlpD","Lysin motif","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",1.3e-07,-3.12169919908255,-1.37550193043008,"Attenuated"
"SL1344_2911","ygbE","Protein of unknown function (DUF3561)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.38949535424433,0.896684616348349,0.39510258423893,"FDR>=0.05"
"SL1344_2912","cysC","Catalyzes the synthesis of activated sulfate","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",1,0.118523971577735,0.0522247472643515,"FDR>=0.05"
"SL1344_2913","cysN","Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. CysN NodQ subfamily","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.836393175663507,0.898119655485298,0.395734899839259,"FDR>=0.05"
"SL1344_2914","cysD","Phosphoadenosine phosphosulfate reductase family","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.510664052084264,0.906421159478919,0.399392758601581,"FDR>=0.05"
"SL1344_2915","iap","Peptidase family M28","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.893571685936098,0.496696312103478,0.218857324990386,"FDR>=0.05"
"SL1344_2917","SL1344_2917","CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. Involved in the integration of spacer DNA into the CRISPR cassette","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Balb/c",0.707201778926201,-0.522363191545023,-0.230166820226294,"FDR>=0.05"
"SL1344_2919","SL1344_2919","CRISPR-associated protein (Cas_Cas5)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.962686502919752,-0.148344191518778,-0.0653643124430879,"FDR>=0.05"
"SL1344_2920","yghJ","CT1975-like protein","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Balb/c",0.786984526692265,0.465538266935548,0.205128279190742,"FDR>=0.05"
"SL1344_2923","ygcB","DEAD-like helicases superfamily","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Balb/c",0.7741354554329,-0.417394401224065,-0.18391483868886,"FDR>=0.05"
"SL1344_2924","sopD","Salmonella outer protein D","Chromosome","KLT","Transcription;Replication, recombination and repair ;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling","Balb/c",0.195360850891756,1.14367501937183,0.503932985405175,"FDR>=0.05"
"SL1344_2925","cysH","Reduction of activated sulfate into sulfite","Chromosome","EH","Amino acid transport and metabolism;Coenzyme transport and metabolism","Metabolism","Balb/c",0.917196047890508,-0.21700060973132,-0.0956161175547146,"FDR>=0.05"
"SL1344_2927","cysJ","Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L- cysteine from sulfate. The flavoprotein component catalyzes the electron flow from NADPH - FAD - FMN to the hemoprotein component","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.732784076622887,-0.464940473537836,-0.204864875858098,"FDR>=0.05"
"SL1344_2928","ptpS","6-pyruvoyl tetrahydropterin synthase","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.0389804342237792,-1.57421165950717,-0.69363863667391,"Attenuated"
"SL1344_2929","SL1344_2929","Metallo-beta-lactamase superfamily","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.856267440095147,0.559696905843706,0.246617026608464,"FDR>=0.05"
"SL1344_2930","ygcF","Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7- carboxy-7-deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.00155808477730143,-1.865937644477,-0.822180699791506,"Attenuated"
"SL1344_2933","mazG","MazG nucleotide pyrophosphohydrolase domain","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.488564087505617,-1.19332652878153,-0.525810732967106,"FDR>=0.05"
"SL1344_2937","relA","In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance","Chromosome","KT","Transcription;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling","Balb/c",0.00704606363467116,-1.68371418743756,-0.741888301023214,"Attenuated"
"SL1344_2938","rumA","Catalyzes the formation of 5-methyl-uridine at position 1939 (m5U1939) in 23S rRNA","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Balb/c",0.298756666805234,-0.951557291015674,-0.419280913129474,"FDR>=0.05"
"SL1344_2939","barA","Uncharacterised signal transduction histidine kinase domain (DUF2222)","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Balb/c",3.74e-05,-2.39788947616971,-1.05657252447602,"Attenuated"
"SL1344_2940","SL1344_2940","Glycerate kinase family","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.741769429530285,1.27133193948885,0.560181947542631,"FDR>=0.05"
"SL1344_2942","ygcY","Mandelate racemase / muconate lactonizing enzyme, C-terminal domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.738910887188854,-0.466628722985095,-0.205608762512659,"FDR>=0.05"
"SL1344_2943","gudT","Major Facilitator Superfamily","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.332307044656329,-0.883684359850275,-0.389374332806363,"FDR>=0.05"
"SL1344_2945","yqcB","RNA pseudouridylate synthase","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Balb/c",0.708483375984135,0.563974140614765,0.248501687592528,"FDR>=0.05"
"SL1344_2947","syd","Interacts with the SecY protein in vivo. May bind preferentially to an uncomplexed state of SecY, thus functioning either as a chelating agent for excess SecY in the cell or as a regulatory factor that negatively controls the translocase function","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.22343545795828,-1.02614891275893,-0.452147923420508,"FDR>=0.05"
"SL1344_2948","queF","Catalyzes the NADPH-dependent reduction of 7-cyano-7- deazaguanine (preQ0) to 7-aminomethyl-7-deazaguanine (preQ1)","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.32003779026553,-0.938821943401849,-0.413669387447351,"FDR>=0.05"
"SL1344_2949","ygdH","Possible lysine decarboxylase","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.614357206817046,0.711540325434527,0.313523190031148,"FDR>=0.05"
"SL1344_2950","sdaC","Serine transporter","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.325995873611835,-0.97988586934575,-0.431763222184367,"FDR>=0.05"
"SL1344_2951","sdaB","Serine dehydratase beta chain","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.88068916672479,-0.281693863601525,-0.124121649288977,"FDR>=0.05"
"SL1344_2952","exo","Has flap endonuclease activity. During DNA replication, flap endonucleases cleave the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Balb/c",0.621092750124867,0.649520811671904,0.286195777790438,"FDR>=0.05"
"SL1344_2955","fucP","MFS/sugar transport protein","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.448166432731656,0.829358664204568,0.365437017111568,"FDR>=0.05"
"SL1344_2956","fucI","Converts the aldose L-fucose into the corresponding ketose L-fuculose","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.753235575571605,0.549051148895533,0.241926228969343,"FDR>=0.05"
"SL1344_2957","fucK","Belongs to the FGGY kinase family","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.633769107930274,1.09479417182448,0.482394811521478,"FDR>=0.05"
"SL1344_2958","fucU","Involved in the anomeric conversion of L-fucose","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.0353528724831716,-1.43071796688745,-0.630411580312755,"Attenuated"
"SL1344_2959","fucR","M protein trans-acting positive regulator (MGA) HTH domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.646753128288663,0.884225066617572,0.389612582283581,"FDR>=0.05"
"SL1344_2961","ygdD","Protein of unknown function (DUF423)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.594984357860791,-0.613769535662686,-0.270442834912255,"FDR>=0.05"
"SL1344_2964","csdA","Aminotransferase class-V","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.787105484076016,-0.432774486628508,-0.1906917046887,"FDR>=0.05"
"SL1344_2966","SL1344_2966","EamA-like transporter family","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.845606834687385,0.384108009836761,0.169247988140369,"FDR>=0.05"
"SL1344_2967","ygdL","ThiF family","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.906329516125283,0.666783473484068,0.293802155962291,"FDR>=0.05"
"SL1344_2968","mltA","Murein-degrading enzyme. May play a role in recycling of muropeptides during cell elongation and or cell division","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.976641667221217,-0.0623948013282651,-0.0274927737115265,"FDR>=0.05"
"SL1344_2969","amiC","AMIN domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.400152360851475,-0.842036236573764,-0.371023085516916,"FDR>=0.05"
"SL1344_2970","argA","Amino acid kinase family","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.0347428656324097,-1.43817120925925,-0.633695672922762,"Attenuated"
"SL1344_2971","recD","A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Balb/c",3.18e-19,-6.07427884379671,-2.67648538272635,"Attenuated"
"SL1344_2973","ptr","Middle or third domain of peptidase_M16","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Balb/c",0.116486119041796,-1.18745561849785,-0.523223857066008,"FDR>=0.05"
"SL1344_2977","comO","Prokaryotic N-terminal methylation motif","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.746909333217013,0.502468726855744,0.221400801196331,"FDR>=0.05"
"SL1344_2978","comN","Prokaryotic N-terminal methylation motif","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.637528253174894,-0.605705508993028,-0.266889614840823,"FDR>=0.05"
"SL1344_2981","ptsP","GAF domain","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Balb/c",0.625442063526642,0.654685819957873,0.288471614895476,"FDR>=0.05"
"SL1344_2982","nudH","Accelerates the degradation of transcripts by removing pyrophosphate from the 5'-end of triphosphorylated RNA, leading to a more labile monophosphorylated state that can stimulate subsequent ribonuclease cleavage","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Balb/c",5.06e-12,-4.20961884544493,-1.85486764707698,"Attenuated"
"SL1344_2983","mutH","Sequence-specific endonuclease that cleaves unmethylated GATC sequences. It is involved in DNA mismatch repair","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Balb/c",0.989935523244986,-0.0206880797140401,-0.00911570646906557,"FDR>=0.05"
"SL1344_2984","ygdQ","Integral membrane protein TerC family","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.908259231315631,0.271739080326228,0.119735312637385,"FDR>=0.05"
"SL1344_2986","tas","Aldo/keto reductase family","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.875265569001188,-0.285081594932544,-0.125614371902022,"FDR>=0.05"
"SL1344_2987","ygeD","Catalyzes the facilitated diffusion of 2-acyl-glycero-3- phosphoethanolamine (2-acyl-GPE) into the cell","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.500140749746011,0.761500964756513,0.335537148279627,"FDR>=0.05"
"SL1344_2988","aas","Plays a role in lysophospholipid acylation. Transfers fatty acids to the 1-position via an enzyme-bound acyl-ACP intermediate in the presence of ATP and magnesium. Its physiological function is to regenerate phosphatidylethanolamine from 2-acyl-glycero-3-phosphoethanolamine (2-acyl-GPE) formed by transacylation reactions or degradation by phospholipase A1","Chromosome","I","Lipid transport and metabolism","Metabolism","Balb/c",0.203833705730958,-1.06771093253972,-0.470461231268315,"FDR>=0.05"
"SL1344_2989","galR","Bacterial regulatory proteins, lacI family","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.622040129865282,-0.788667425964728,-0.347507398278677,"FDR>=0.05"
"SL1344_2990","SL1344_2990","helix_turn _helix lactose operon repressor","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.731605719661981,0.60008597265041,0.264413500841862,"FDR>=0.05"
"SL1344_2992","lysR","LysR substrate binding domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.658858461643889,-0.566779879041049,-0.249737968981449,"FDR>=0.05"
"SL1344_2994","araE","Fungal trichothecene efflux pump (TRI12)","Chromosome","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Balb/c",0.663576081663748,0.607915436817647,0.267863366568653,"FDR>=0.05"
"SL1344_2995","kduD","Enoyl-(Acyl carrier protein) reductase","Chromosome","IQ","Lipid transport and metabolism;Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Balb/c",0.446808649128021,0.84601257857265,0.372775165312793,"FDR>=0.05"
"SL1344_2996","kduI","Catalyzes the isomerization of 5-dehydro-4-deoxy-D- glucuronate to 3-deoxy-D-glycero-2,5-hexodiulosonate","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Balb/c",0.308639030647869,-15,-6.6093904763518,"FDR>=0.05"
"SL1344_2998","SL1344_2998","LysR substrate binding domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.91759856428355,-0.206263746256899,-0.0908851760084661,"FDR>=0.05"
"SL1344_2999","SL1344_2999","Chlorhexidine efflux transporter","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.569565826877482,-0.652013363990734,-0.28729406122763,"FDR>=0.05"
"SL1344_3000","SL1344_3000","transporter","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.343682690688163,0.947900013856021,0.417669421607582,"FDR>=0.05"
"SL1344_3001","yohL","Metal-sensitive transcriptional repressor","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.646753128288663,0.625249839107408,0.275501355462466,"FDR>=0.05"
