"locus_tag","logFC","logCPM","F","PValue","FDR","gene_name","gene_function","DNA_molecule","DE","spi","COG","description","theme","SL1344_tag"
"STMMW_20521",0.16397563810006,6.63865106138528,1.97691759303114,0.191770960263743,0.424918753949485,"cbiQ","putative cobalt transport protein","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_1997"
"STMMW_36911",-0.165223297352454,7.10363642029492,1.97611157692073,0.191853535625562,0.424918753949485,"yibN","putative secreted protein","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_3669"
"STMMW_13841",0.173195473847407,6.20230762637446,1.97234270577264,0.192240279939366,0.425517643804892,"orf48","putative amino acid permease","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_1313"
"STMMW_08131",-0.165160678729548,6.5993667280844,1.97171546641938,0.192304744982713,0.425517643804892,"STMMW_08131","putative hydro-lyase","Chromosome","FDR>=0.05",NA,"C","Energy production and conversion","Metabolism","SL1344_0738"
"STMMW_22961",0.227020977513239,5.31172482147058,1.97091201601485,0.192387362273322,0.425517643804892,"gyrA","DNA gyrase subunit A","Chromosome","FDR>=0.05",NA,"L","Replication, recombination and repair ","Information storage and processing","SL1344_2241"
"STMMW_16441",0.611537740848692,2.40180229568553,1.96843353462217,0.192642517494224,0.425887609387322,"STMMW_16441","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_1579"
"STMMW_08551",0.192560550943785,6.13069395053329,1.96101998007424,0.193408422280393,0.427385870666112,"moaB","molybdenum cofactor biosynthesis protein B","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_0779"
"STMMW_26711",0.113645193021186,7.71238470030466,1.95616834828361,0.1939118463106,0.428176171130111,"yfiQ","putative acyl-CoA synthetase","Chromosome","FDR>=0.05","-","CJ","Energy production and conversion; Translation, ribosomal structure and biogenesis","Metabolism;Information storage and processing","SL1344_2615"
"STMMW_13101",-0.1569836717453,6.46796288936146,1.95584039988302,0.193945938412752,0.428176171130111,"argDa","Acetylornithine/succinyldiaminopimelate aminotransferase","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_1238"
"STMMW_04991",0.138874937797094,6.99870822525099,1.95472580360573,0.194061866705428,0.428176171130111,"phnS","probable periplasmic binding component of 2-aminoethylphosphonate transporter","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_0423"
"STMMW_42921",-0.415758066279092,4.02203723217562,1.95417211351107,0.194119489882966,0.428176171130111,"yjeA","lysyl-tRNA synthetase","Chromosome","FDR>=0.05","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_4281"
"STMMW_24301",0.161850550569554,6.71452950415815,1.94566651999162,0.195007547589577,0.429831072328119,"STMMW_24301","putative ion-channel protein","Chromosome","FDR>=0.05",NA,"C","Energy production and conversion","Metabolism","SL1344_2374"
"STMMW_09041",0.313970231970687,5.8526663187589,2.00913408541581,0.195047158078732,0.429831072328119,"bssR","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_0829"
"STMMW_17451",0.147761124687382,6.89175736746265,1.94421514371839,0.195159624033732,0.429883426394302,"tdk","thymidine kinase","Chromosome","FDR>=0.05","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_1681"
"STMMW_14141",-0.54638357776888,2.4559805120269,1.94253048443133,0.195336342284479,0.430030086807184,"ssaJ","putative pathogenicity island lipoprotein","Chromosome","FDR>=0.05",NA,"U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","SL1344_1343"
"STMMW_45111",-0.139571182411851,7.28307039481268,1.94188905151907,0.195403683687458,0.430030086807184,"deoB","phosphopentomutase","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_4496"
"STMMW_34721",-0.0998201402552315,8.52308770771807,1.94086615721115,0.195511137170478,0.430071253167561,"gph","phosphoglycolate phosphatase","Chromosome","FDR>=0.05","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_3449"
"STMMW_39931",-0.0738197866488786,8.75695493819275,1.93999974340781,0.195602214219391,0.430076374821765,"yiiD","putative acetyltransferase","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_3975"
"STMMW_23161",0.100135860315158,8.37518367514438,1.93829360227346,0.195781728416562,0.430275853018893,"yfaX","putative transcriptional regulator","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_2261"
"STMMW_32731",0.139808863706155,7.28569958300347,1.93536646477644,0.196090223460663,0.430709055656467,"yhbT","conserved hypothetical protein","Chromosome","FDR>=0.05","-","I","Lipid transport and metabolism","Metabolism","SL1344_3246"
"STMMW_42062",-0.437221029777457,5.14484703810357,2.04493176944139,0.196206035373633,0.430709055656467,"STMMW_42062","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_42062"
"STMMW_29581",0.172843368877752,6.62201300594063,1.93389564545148,0.196245479754329,0.430709055656467,"comQ","prepilin peptidase dependent protein C precursor","Chromosome","FDR>=0.05","-","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","SL1344_2975"
"STMMW_27521",-0.195179172069094,5.88377218108896,1.93281458485739,0.196359698526118,0.430764644208949,"tctD","transcriptional regulator","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_2769"
"STMMW_25101",0.229357846332068,6.78207418791729,2.00142353110064,0.196990154752293,0.431952167388965,"perM","putative membrane protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_2456"
"STMMW_04361",-0.285355108137504,4.98223973426029,1.92325221588941,0.197373875191628,0.432597828665142,"yahO","probable secreted protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_0361"
"STMMW_33341",0.102421946939787,7.93102905935663,1.91515651774595,0.19823796747169,0.434295294017996,"yhcH","conserved hypothetical protein","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_3307"
"STMMW_25341",-0.0923090615885244,8.3105981971977,1.91421917577839,0.198338340319378,0.434318841928472,"sinH","intimin","Chromosome","FDR>=0.05","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_2479"
"STMMW_ncRNA_39",-0.534309473043757,2.43810806014773,1.91294289241401,0.198475116934567,0.43442204908081,"STnc1700","noncoding RNA","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_ncRNA_39"
"STMMW_17021",-0.618154204268883,4.87263182668799,2.14350910025081,0.199243040492946,0.435851141992082,"pyrF","OMP decarboxylase","Chromosome","FDR>=0.05","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_1639"
"STMMW_26681",0.126435984592883,7.14317148356247,1.90519723830482,0.199307909751228,0.435851141992082,"yfiF","putative RNA methyltransferase","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_2612"
"STMMW_39741",-0.0727686046263492,8.83880939921906,1.90234838847952,0.199615384551219,0.43622870931992,"STMMW_39741","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_3956"
"STMMW_43471",0.0855656846547659,8.50723870464046,1.90174921464217,0.199680133691829,0.43622870931992,"cpdB","2',3'-cyclic-nucleotide 2'-phosphodiesterase","Chromosome","FDR>=0.05","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_4336"
"STMMW_07831",-0.215477099091103,5.82714532759055,1.9006107569185,0.19980323735007,0.43622870931992,"STMMW_07831","putative glycosyl transferase (pseudogene)","Chromosome","FDR>=0.05",NA,"Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","SL1344_0708"
"STMMW_33691",0.115920141009666,7.48016351944552,1.90026505718157,0.199840638607145,0.43622870931992,"maf-b","conserved hypothetical protein","Chromosome","FDR>=0.05","-","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","SL1344_3343"
"STMMW_09771",0.144660173309797,7.55909373306537,1.89919452099798,0.199956519277748,0.436285138415113,"dmsB","anaerobic dimethyl sulfoxide reductase chain B","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_0903"
"STMMW_16391",0.200971872236011,6.03275378693188,1.89329969111774,0.200596218991149,0.437196016970657,"ydbL","putative secreted protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_1574"
"STMMW_06921",-0.0949844082858014,8.16253845081073,1.89309127822518,0.200618885732698,0.437196016970657,"dcuC","C4-dicarboxylate anaerobic carrier","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_0615"
"STMMW_30761",-0.196948074855207,6.25454868617978,1.89285448386665,0.200644643364164,0.437196016970657,"yqgA","putative membrane protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_3090"
"STMMW_ncRNA_236",-0.183292332415641,6.12274994571316,1.88960593185629,0.200998455848933,0.437770120019744,"STnc4010","noncoding RNA","Chromosome","FDR>=0.05","-",NA,"no category","no theme","STMMW_ncRNA_236"
"STMMW_45411",-1.09139678650401,2.24063685219525,2.00206818369035,0.201374774257062,0.438264800615842,"arcA","global response regulator","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","STMMW_45411"
"STMMW_27321",0.290961427367369,4.48581801070046,1.88586928339496,0.201406461199232,0.438264800615842,"STMMW_27321","putative transposase","Chromosome","FDR>=0.05",NA,"L","Replication, recombination and repair ","Information storage and processing","SL1344_2750"
"STMMW_10891",0.173582483984127,6.26579365853803,1.8850289019741,0.201498375130005,0.438268009820468,"mgsA","methylglyoxal synthase","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_1016"
"STMMW_38027",0.10889376038076,8.26472071519311,1.88399088042813,0.201611982752403,0.438318379729989,"ccmB1","ABC transporter involved in cytochrome c biogenesis, CcmB subunit","Chromosome","FDR>=0.05","-",NA,"no category","no theme","STMMW_38027"
"PBT1-0241",-1.31646762165126,3.55609970356737,2.32244006673682,0.201889429513109,0.438588208630667,"PBT1-0241","Cysteinyl-tRNA synthetase (EC 6.1.1.16)","pPBT1","FDR>=0.05",NA,NA,"no category","no theme","PBT1-0241"
"STMMW_27981",0.266705577433167,4.84151919397491,1.88120687193715,0.201917105541688,0.438588208630667,"gutM","glucitol operon activator protein","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_2816"
"STMMW_44661",-0.105064602946874,7.83096692792249,1.88012627859705,0.202035703224237,0.438649201534342,"STMMW_44661","putative aldehyde dehydrogenase","Chromosome","FDR>=0.05",NA,"C","Energy production and conversion","Metabolism","SL1344_4450"
"STMMW_40091",0.0851357282519666,8.76732347101034,1.87864810923622,0.202198086803951,0.438805162853537,"STMMW_40091","alcohol dehydrogenase","Chromosome","FDR>=0.05",NA,"C","Energy production and conversion","Metabolism","SL1344_3993"
"STMMW_28401",-0.0826660844008681,8.91579132363438,1.87323970242961,0.202793715391451,0.439900781014758,"sptP","tyrosine phosphatase (associated with virulence)","Chromosome","FDR>=0.05","SPI-1","T","Signal transduction mechanisms","Cellular processes and signaling","SL1344_2858"
"STMMW_20381",-0.0794229999347005,9.03584494562479,1.8709398926698,0.203047705394238,0.440086353160354,"STMMW_20381","putative exported protein","Chromosome","FDR>=0.05",NA,"O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","SL1344_1982"
"STMMW_14501",0.31631399472082,4.16233269712798,1.87082059107599,0.203060892626197,0.440086353160354,"mliC","lipoprotein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_1379"
"SLT-BT0371",0.110278385846585,7.62186961066165,1.86715060836394,0.203467122049925,0.44059035870405,"dhfrI","trimethoprim-resistant dihydrofolate reductase","pSLT-BT","FDR>=0.05",NA,NA,"no category","no theme","SLT-BT0371"
"STMMW_32841",-0.127478893576076,7.35007357617579,1.86656633319566,0.203531895695656,0.44059035870405,"truB","tRNA pseudouridine 55 synthase (psi55 synthase) (p35 protein)","Chromosome","FDR>=0.05","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_3257"
"STMMW_02081",-0.632162243728166,2.39276833950335,1.86544536221852,0.203656245597055,0.44059035870405,"hemL","GSA","Chromosome","FDR>=0.05",NA,"H","Coenzyme transport and metabolism","Metabolism","SL1344_0203"
"STMMW_05041",0.134673317151308,6.93926760922471,1.86543748306918,0.203657119995269,0.44059035870405,"apbA","2-dehydropantoate 2-reductase","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_0428"
"STMMW_06721",0.172864533771158,6.26840974060543,1.86304471271782,0.203922893385907,0.440968470034853,"dsbG","thiol:disulfide interchange protein DsbG precursor","Chromosome","FDR>=0.05","-","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","SL1344_0595"
"STMMW_31861",0.0968936070856689,8.26419807862912,1.86016417174859,0.204243461801662,0.441273893978523,"gpJ","baseplate assembly protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","STMMW_31861"
"STMMW_29511",0.115954734024478,7.47352477508904,1.86013911340387,0.204246253444867,0.441273893978523,"mltA","membrane-bound lytic murein transglycosylase A precursor","Chromosome","FDR>=0.05","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_2968"
"STMMW_29852",0.134916712900005,6.93703635537673,1.85882265670356,0.204392986181846,0.441394122565608,"yohM","nickel/cobalt efflux transporter RcnA","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","STMMW_29852"
"STMMW_13081",0.323477244761654,4.97416460401572,1.85827070646733,0.204671400099655,0.441622897127392,"STMMW_13081","putative MutT-family protein","Chromosome","FDR>=0.05",NA,"L","Replication, recombination and repair ","Information storage and processing","SL1344_1236"
"STMMW_35061",-0.127150156618251,7.19259665774086,1.85624066868611,0.204681185915832,0.441622897127392,"STMMW_35061","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_3483"
"STMMW_21711",0.125519948556904,7.0337659852204,1.85502411911358,0.204817165084297,0.441629949615026,"yegS","conserved hypothetical protein","Chromosome","FDR>=0.05","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_2117"
"STMMW_13571",0.13975704947892,7.36654037551701,1.85458103780146,0.204866720333178,0.441629949615026,"ydiD","putative putative ligase/synthetase","Chromosome","FDR>=0.05","-","IQ","Lipid transport and metabolism;Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","SL1344_1284"
"STMMW_42511",-0.103067075238501,8.31597433367657,1.85189517339747,0.205167457890535,0.442081592235453,"fumB","fumarate hydratase class I","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_4237"
"STMMW_11541",0.205025446181642,5.81929001626642,1.84765153788068,0.205643827196757,0.442911105153548,"ymdA","putative exported protein","Chromosome","FDR>=0.05","-","-","no category","no theme","SL1344_1083"
"STMMW_29321",0.13929455905201,7.4161134140208,1.84598299828509,0.205831535278979,0.443118445118584,"ygdH","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_2949"
"STMMW_13231",-0.162562428310109,6.24533151299174,1.84325866085579,0.206138513120488,0.443582253366735,"celF","phospho-beta-glucosidase B","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_1251"
"STMMW_17931",0.128577017865128,7.32387677727738,1.84202105850819,0.206278168766698,0.443685754923844,"cvrA","Cell volume regulation protein A. Cell volume regulation protein A homolog","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_1729"
"STMMW_17261",0.169185626641678,6.74571919464004,1.83906457482168,0.206612303496329,0.444207286044016,"katN","conserved hypothetical protein","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_1662"
"STMMW_17731",0.16018618352715,6.38168042434662,1.832563920546,0.207349549989987,0.445594642683582,"ychM","putative sulphate transporter","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_1709"
"STMMW_08191",0.0731792563169301,8.7111018524069,1.83105186564145,0.207521539794705,0.445766569966818,"dcoA","oxaloacetate decarboxylase alpha chain (ec 4.1.1.3)","Chromosome","FDR>=0.05","-","CI","Energy production and conversion;Lipid transport and metabolism","Metabolism","STMMW_08191"
"STMMW_25871",0.177840021839473,6.44897221831767,1.82897164162356,0.20775846953004,0.445990456967533,"murQ","putative phophosugar binding protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_2533"
"STMMW_26131",0.174327888242688,6.14991361677893,1.8285210925093,0.207809833230022,0.445990456967533,"STMMW_26131","phage minor tail protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_2557"
"STMMW_42971",-0.539311756609513,3.0951219325287,1.82016650352433,0.208765374467216,0.447842852885404,"yjeQ","putative membrane protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_4286"
"STMMW_02451",0.135399756370218,6.80791346807887,1.81612568522991,0.209229654031034,0.44864022275858,"yaeQ","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_0240"
"STMMW_19681",0.127401506724171,7.04609420059616,1.81491020773484,0.209369580657755,0.448741701843202,"yedI","conserved hypothetical integral membrane protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_1917"
"STMMW_27391",-0.143230403199825,7.07573614202756,1.81215582562869,0.2096871328217,0.44922362761006,"hin","DNA-invertase hin","Chromosome","FDR>=0.05","-","L","Replication, recombination and repair ","Information storage and processing","SL1344_2757"
"STMMW_32831",-0.774393056606744,1.44388323556798,1.81063722999991,0.209862488309758,0.449400626756114,"rpsO","30S ribosomal subunit protein S15","Chromosome","FDR>=0.05",NA,"J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_3256"
"STMMW_38831",0.0771396081895803,9.20739501090741,1.80667759250738,0.210320644326647,0.450182792582566,"ilvY","LysR-family regulatory protein for ilvC expression","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_3868"
"STMMW_33891",-0.0955266115575475,8.34385062879164,1.80520842048351,0.210490979244142,0.45034847038283,"acrE","acriflavine resistance protein E (protein envc)","Chromosome","FDR>=0.05","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_3363"
"STMMW_11611",0.176420971335162,6.22737727374018,1.80311238496304,0.210734313651307,0.450670116484658,"msyB","acidic protein MsyB","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_1090"
"STMMW_06671",0.116606596385333,7.62680398155094,1.80088752873377,0.210993017357304,0.450952180760444,"ybdH","putative oxidoreductase","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_0590"
"STMMW_33751",-0.093824500651984,8.29542075201443,1.80022166847866,0.211070525878733,0.450952180760444,"STMMW_33751","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"C","Energy production and conversion","Metabolism","SL1344_3350"
"STMMW_ncRNA_154",-0.470876598203461,2.81050525959969,1.79765797315871,0.211369307152907,0.450952180760444,"STnc3010","noncoding RNA","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_ncRNA_154"
"STMMW_24671",0.181358876067959,6.27074941568963,1.79754223364211,0.211382809229427,0.450952180760444,"yfeZ","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_2411"
"STMMW_21701",-0.128172496104441,6.95275246297803,1.79729442843786,0.211411721883033,0.450952180760444,"STMMW_21701","putative membrane protein","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","SL1344_2115"
"STMMW_13781",0.177233231360609,6.22808651752011,1.79651785163042,0.211502363401125,0.450952180760444,"sufD","conserved hypothetical protein","Chromosome","FDR>=0.05","-","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","SL1344_1306"
"STMMW_26801",0.277044884707665,4.48688731652105,1.7963873245795,0.211517603563452,0.450952180760444,"yfiA","putative sigma(54) modulation protein","Chromosome","FDR>=0.05","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_2624"
"PBT1-0711",0.152594056204971,7.32608622136101,1.79429388849243,0.211762232396312,0.451275188299264,"PBT1-0711","Relaxase","pPBT1","FDR>=0.05",NA,NA,"no category","no theme","PBT1-0711"
"STMMW_13601",0.207444411103855,5.99518350505805,1.7909839958746,0.212149788101951,0.451902361820682,"ydiR","putative electron transfer flavoprotein subunit","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_1287"
"STMMW_15921",0.167431201488107,6.1261471556997,1.7891576534461,0.212364043614676,0.452159997959895,"ydcW","putative aldehyde dehydrogenase","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_1528"
"STMMW_34981",0.0647811453304358,9.54416574598303,1.78639848877464,0.212688285160934,0.452565062679191,"STMMW_34981","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_3475"
"STMMW_06881",0.189962656974675,5.89358893425245,1.7859498690326,0.212741067433594,0.452565062679191,"citD","citrate lyase acyl carrier protein","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_0611"
"STMMW_31751",0.110613793018325,7.56138636078311,1.78332611517308,0.213050118295543,0.453023638990874,"gpD","phage late control gene","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_2643"
"STMMW_33801",-0.0784153442140595,8.6165797999701,1.78031608731009,0.213405413561653,0.453393304064496,"panF","sodium/pantothenate symporter (pantothenate permease)","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_3355"
"STMMW_34681",-0.0693072846572011,10.1300633362193,1.78026807905223,0.213411086787271,0.453393304064496,"cysG","siroheme synthase","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_3444"
"STMMW_03781",-0.0906557801150726,8.20069940215056,1.77870199613688,0.213596265226413,0.453514156528058,"STMMW_03781","BTP1 terminase large subunit","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","STMMW_03781"
"STMMW_43281",-0.142747021745599,6.41466116853879,1.77820444722514,0.213655142252075,0.453514156528058,"sgaB","putative PTS system IIB protein","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_4317"
"STMMW_19262",0.379598320836905,3.80273489153794,1.77644451968145,0.213863577361517,0.453586358582939,"STMMW_19262","hypothetical protein","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_19262"
"STMMW_04321",0.343732135597796,4.08614997815812,1.77599457949896,0.213916909522542,0.453586358582939,"STMMW_04321","hypothetical protein","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","SL1344_0357"
"STMMW_04011",-0.174962838447236,6.00338525970636,1.77554718389112,0.21396995784577,0.453586358582939,"STMMW_04011","putative fumarylacetoacetate (faa) hydrolase","Chromosome","FDR>=0.05",NA,"Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","SL1344_0326"
"STMMW_17441",0.142831007578471,7.06906247304764,1.77225087574301,0.21436135286432,0.454217365973106,"adh","alcohol dehydrogenase","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_1680"
"STMMW_08351",0.105797350837863,7.79748011835569,1.76881585651827,0.214770245764047,0.454831562441316,"modC","molybdenum transport ATP-binding protein ModC","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_0760"
"STMMW_24351",-0.189892229848944,5.89590910044159,1.7682397348388,0.214838928276552,0.454831562441316,"yfeC","conserved hypothetical protein","Chromosome","FDR>=0.05","-","L","Replication, recombination and repair ","Information storage and processing","SL1344_2379"
"STMMW_ncRNA_152",0.36895683037404,3.49538244502413,1.76412366171811,0.215330490029948,0.455673167984772,"STnc3720","noncoding RNA","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_ncRNA_152"
"STMMW_06771",0.129131398707513,7.15741488208525,1.76080006275057,0.215728518381337,0.456249091513708,"STMMW_06771","molybdopterin-containing oxidoreductase iron-sulfur subunit","Chromosome","FDR>=0.05",NA,"C","Energy production and conversion","Metabolism","SL1344_0600"
"STMMW_17211",0.182165521915988,6.13234201938982,1.7602795442552,0.215790944644948,0.456249091513708,"trpB","tryptophan synthase beta chain","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_1657"
"STMMW_32931",-0.100768932636409,7.77852349575809,1.75787055779296,0.216080174312623,0.456661371443075,"folP","dihydropteroate synthase","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_3266"
"STMMW_40221",0.116808030025093,7.72611253135297,1.75421029382081,0.216520638188563,0.457392769250993,"STMMW_40221","hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_4006"
"STMMW_42241",-0.0683878909664539,8.9986393912434,1.75240643995831,0.21673815381477,0.457652764002778,"actP","sodium:solute symporter family protein","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_4209"
"STMMW_19281",0.144597070283325,6.54146894772536,1.75126974685019,0.216875372191382,0.45774305472101,"yecF","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_1878"
"STMMW_12121",-0.113565867676513,7.64513114228144,1.74979838503947,0.217053165085137,0.457918867219232,"ptsG","PTS system, glucose-specific IIBC component","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_1140"
"STMMW_34491",0.0462104042571314,11.5244238174117,1.74744813255554,0.217337567822452,0.458229676120471,"kefB","glutathione-regulated potassium-efflux system protein (K( )/H( )antiporter)","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_3424"
"STMMW_04291",-0.232279398237232,5.4450147249712,1.74626376250985,0.217481078529057,0.458229676120471,"STMMW_04291","hypothetical protein","Chromosome","FDR>=0.05",NA,"-","no category","no theme","SL1344_0354"
"STMMW_41711",0.173717224284203,6.28949046782088,1.74621210510064,0.217487340795902,0.458229676120471,"yjbE","putative exported protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_4158"
"STMMW_40541",0.131971752862216,7.76116756477679,1.74533653764788,0.217593520175777,0.458229676120471,"menG","menaquinone biosynthesis protein","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_4038"
"STMMW_13801",0.445516464534356,3.22621003233797,1.74467920921807,0.217673279907,0.458229676120471,"ynhA","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_1308"
"STMMW_16091",0.230140936570491,5.90923132441115,1.74215213448476,0.217980281331575,0.458511110353088,"STMMW_16091","putative phosphotransferase enzyme","Chromosome","FDR>=0.05",NA,"G","Carbohydrate transport and metabolism","Metabolism","SL1344_1544"
"STMMW_27891",0.397564472099833,5.65355996291168,1.87733597551234,0.218042443678478,0.458511110353088,"alaS","AlaRS","Chromosome","FDR>=0.05",NA,"J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_2807"
"STMMW_29091",-0.16201282769741,6.16567295483459,1.74124342275625,0.218090819101087,0.458511110353088,"cysH","3'-phosphoadenosine 5'-phosphosulfate sulfotransferase","Chromosome","FDR>=0.05","-","EH","Amino acid transport and metabolism;Coenzyme transport and metabolism","Metabolism","SL1344_2925"
