locus_tag,gene_name,start,end,strand,read_count,ins_index,gene_length,ins_count,function,call
STMMW_24871,eutQ,2601024,2601713,-1,324,0.155072463768116,690,107,putative ethanolamine utilization protein EutQ,not required
STMMW_24881,eutP,2601691,2602170,-1,373,0.214583333333333,480,103,putative ethanolamine utilization protein,not required
STMMW_24891,eutS,2602183,2602518,-1,1056,0.398809523809524,336,134,putative ethanolamine utilization protein EutS,not required
STMMW_24901,tnpA_1b,2602999,2603457,-1,2423,0.821350762527233,459,377,transposase for insertion sequence element IS200,not required
STMMW_24911,maeB,2603647,2605926,-1,1182,0.175,2280,399,NADP-dependent malate dehydrogenase (decarboxylating),not required
STMMW_24921,tal,2606198,2607148,1,338,0.1198738170347,951,114,transaldolase A,not required
STMMW_24931,tktB,2607168,2609168,1,1042,0.171914042978511,2001,344,transketolase 2,not required
STMMW_24941,STMMW_24941,2609231,2609461,-1,353,0.363636363636364,231,84,hypothetical protein,not required
STMMW_24951,ypfG,2609590,2610633,-1,411,0.14272030651341,1044,149,putative exported protein,not required
STMMW_24961,yffH,2610759,2611334,-1,221,0.164930555555556,576,95,conserved hypothetical protein,not required
STMMW_24971,STMMW_24971,2611538,2612836,1,772,0.220169361046959,1299,286,putative exported protein,not required
STMMW_24981,aegA,2613285,2615246,-1,1683,0.263506625891947,1962,517,putative oxidoreductase,not required
STMMW_24991,narQ,2615432,2617132,1,1339,0.262198706643151,1701,446,nitrate/nitrite sensor protein NarQ,not required
STMMW_25001,acrD,2617317,2620430,1,1812,0.179190751445087,3114,558,putative efflux pump,not required
STMMW_25002,ypfM,2620532,2620591,-1,25,0.166666666666667,60,10,conserved sORF,not required
STMMW_25011,yffB,2621004,2621360,1,265,0.249299719887955,357,89,conserved hypothetical protein,not required
STMMW_25021,dapE,2621364,2622491,1,18,0.00531914893617021,1128,6,succinyl-diaminopimelate desuccinylase,required
STMMW_25022,STMMW_25022,2622519,2622719,1,71,0.169154228855721,201,34,putative inner membrane protein,not required
STMMW_25031,ypfI,2622746,2624764,-1,1127,0.16840019811788,2019,340,conserved hypothetical protein,not required
STMMW_25041,STMMW_25041,2624780,2625643,-1,329,0.148148148148148,864,128,putative membrane protein,not required
STMMW_25051,purC,2625774,2626487,-1,12,0.00840336134453781,714,6,SAICAR synthetase,required
STMMW_25061,nlpB,2626662,2627696,-1,421,0.147826086956522,1035,153,putative lipoprotein,not required
STMMW_25071,dapA,2627713,2628591,-1,70,0.0227531285551763,879,20,DHDPS,required
STMMW_25081,gcvR,2628737,2629309,1,96,0.0855148342059337,573,49,glycine cleavage system transcriptional repressor,not required
STMMW_25091,bcp,2629309,2629779,1,35,0.0424628450106157,471,20,bacterioferritin comigratory protein,required
STMMW_25092,STMMW_25092,2629826,2630179,-1,125,0.107344632768362,354,38,putative glycerate kinase,not required
STMMW_25101,perM,2630366,2631454,-1,294,0.114784205693297,1089,125,putative membrane protein,not required
STMMW_25111,STMMW_25111,2631641,2633104,1,548,0.119535519125683,1464,175,putative exported protein,not required
STMMW_25121,yfgD,2633144,2633503,1,154,0.163888888888889,360,59,putative arsenate reductase (arsenical pump modifier),not required
STMMW_25131,yfgE,2633530,2634255,-1,48,0.0234159779614325,726,17,conserved hypothetical protein,required
STMMW_25141,uraA,2634326,2635615,-1,406,0.123255813953488,1290,159,uracil permease (uracil transporter),not required
STMMW_25142,STMMW_25142,2635768,2636226,-1,2452,0.823529411764706,459,378,mobile element protein,not required
STMMW_25151,upp,2636414,2637040,-1,191,0.141945773524721,627,89,UMP pyrophosphorylase,not required
STMMW_25161,purM,2637454,2638491,1,0,0,1038,0,AIR synthase,required
STMMW_25171,purN,2638491,2639129,1,55,0.0469483568075117,639,30,phosphoribosylglycinamidine myltransferase,required
STMMW_25181,ppk,2639318,2641384,1,36,0.0111272375423319,2067,23,ATP-polyphosphate phosphotransferase,required
STMMW_25191,ppx,2641389,2642930,1,300,0.0888456549935149,1542,137,exopolyphosphatase,not required
STMMW_25201,STMMW_25201,2642966,2645179,-1,1234,0.188798554652213,2214,418,putative membrane protein,not required
STMMW_25211,STMMW_25211,2645276,2645413,-1,1,0.0072463768115942,138,1,conserved hypothetical protein,required
STMMW_25221,STMMW_25221,2645484,2645723,-1,307,0.429166666666667,240,103,hypothetical protein,not required
STMMW_25231,STMMW_25231,2645592,2645783,1,173,0.25,192,48,putative inner membrane protein,not required
STMMW_25241,STMMW_25241,2645862,2646098,-1,225,0.270042194092827,237,64,conserved hypothetical inner membrane protein,not required
STMMW_25251,STMMW_25251,2646324,2646653,1,201,0.275757575757576,330,91,conserved hypothetical protein,not required
STMMW_25261,STMMW_25261,2646673,2647029,-1,254,0.266106442577031,357,95,putative transposase,not required
STMMW_25271,guaA,2647186,2648763,-1,45,0.00887198986058302,1578,14,GMP synthase (glutamine-hydrolyzing),required
STMMW_25281,guaB,2648833,2650299,-1,5,0.0027266530334015,1467,4,inosine-5'-monophosphate dehydrogenase,required
STMMW_25291,xseA,2650460,2651809,1,451,0.126666666666667,1350,171,Exonuclease VII large subunit,not required
STMMW_25301,shdA,2651971,2658090,-1,6163,0.269281045751634,6120,1648,host colonisation factor (ShdA),not required
STMMW_25311,ratB,2658787,2666090,-1,7495,0.268619934282585,7304,1962,putative outer membrane protein (RatB) (pseudogene),not required
STMMW_25321,ratA,2666256,2671853,-1,5629,0.286530903894248,5598,1604,putative exported protein (RatA),not required
STMMW_25331,sinI,2671973,2672932,-1,759,0.241666666666667,960,232,putative exported protein,not required
STMMW_25341,sinH,2672990,2675182,-1,1118,0.151390788873689,2193,332,intimin,not required
STMMW_25351,yfgJ,2675528,2675749,-1,138,0.261261261261261,222,58,conserved hypothetical protein,not required
STMMW_25361,engA,2675838,2677310,-1,9,0.00475220638153428,1473,7,GTP-binding protein engA,required
STMMW_25371,yfgL,2677429,2678607,-1,19,0.0101781170483461,1179,12,putative lipoprotein,required
STMMW_25381,yfgM,2678618,2679238,-1,31,0.0322061191626409,621,20,putative membrane protein,required
STMMW_25391,hisS,2679252,2680526,-1,291,0.0352941176470588,1275,45,HisRS,required
STMMW_25401,gcpE,2680637,2681755,-1,5,0.00357462019660411,1119,4,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,required
STMMW_25411,yfgA,2681782,2682786,-1,217,0.103482587064677,1005,104,putative DNA-binding protein,not required
STMMW_25421,yfgB,2683078,2684244,-1,1200,0.280205655526992,1167,327,conserved hypothetical protein,not required
STMMW_25431,ndk,2684451,2684882,-1,94,0.106481481481481,432,46,NDK,not required
STMMW_25441,STMMW_25441,2685003,2685866,-1,484,0.15162037037037,864,131,putative polyferredoxin,not required
STMMW_25451,STMMW_25451,2685866,2686675,-1,562,0.198765432098765,810,161,putative anaerobic reductase component,not required
STMMW_25461,STMMW_25461,2686668,2687297,-1,398,0.187301587301587,630,118,putative anaerobic reductase component,not required
STMMW_25471,STMMW_25471,2687294,2689699,-1,1433,0.149210307564422,2406,359,dimethyl sulfoxide reductase,not required
STMMW_25481,pbpC,2689828,2692143,-1,1008,0.169257340241796,2316,392,penicillin-binding protein 1C,not required
STMMW_25491,STMMW_25491,2692144,2697078,-1,2663,0.179533941236069,4935,886,putative lipoprotein,not required
STMMW_25501,STMMW_25501,2697287,2698129,1,288,0.0925266903914591,843,78,putative thiosulfate sulfurtransferase,not required
STMMW_25511,STMMW_25511,2698376,2699044,1,440,0.304932735426009,669,204,hypothetical protein,not required
STMMW_25521,sseBb,2699613,2700398,-1,92,0.0521628498727735,786,41,SseB protein,ambiguous
STMMW_25531,pepB,2700499,2701782,-1,386,0.131619937694704,1284,169,Aminopeptidase B,not required
STMMW_25541,yfhJ,2702029,2702229,-1,27,0.0746268656716418,201,15,conserved hypothetical protein,ambiguous
STMMW_25551,fdx,2702241,2702576,-1,189,0.0297619047619048,336,10,ferredoxin,required
STMMW_25561,hscA,2702578,2704428,-1,2,0.00108049702863317,1851,2,Hsc66. Chaperone protein hscA homolog,required
STMMW_25571,hscB,2704441,2704956,-1,9,0.0155038759689922,516,8,chaperone protein HscB,required
STMMW_25581,iscA,2705152,2705475,-1,280,0.0277777777777778,324,9,conserved hypothetical protein,required
STMMW_25591,nifU,2705504,2705890,-1,0,0,387,0,NifU-like protein,required
STMMW_25601,iscS,2705918,2707132,-1,9,0.00576131687242798,1215,7,cysteine desulfurase,required
STMMW_25611,yfhP,2707313,2707807,-1,66,0.0181818181818182,495,9,conserved hypothetical protein,required
STMMW_25621,STMMW_25621,2707967,2708698,-1,291,0.154371584699454,732,113,putative RNA methyltransferase,not required
STMMW_25631,suhB,2708817,2709620,1,76,0.0124378109452736,804,10,extragenic suppressor protein SuhB,required
STMMW_25641,STMMW_25641,2709765,2710643,1,784,0.251422070534699,879,221,putative membrane protein,not required
STMMW_25651,asrA,2710825,2711868,1,483,0.21264367816092,1044,222,anaerobic sulfite reductase subunit A,not required
STMMW_25661,asrB,2711872,2712690,1,366,0.133089133089133,819,109,anaerobic sulfite reductase subunit B,not required
STMMW_25671,asrC,2712701,2713714,1,488,0.179487179487179,1014,182,anaerobic sulfite reductase subunit C,not required
STMMW_25681,STMMW_25681,2713715,2714701,-1,600,0.2016210739615,987,199,putative inner membrane protein,not required
STMMW_25691,STMMW_25691,2714692,2715330,-1,323,0.181533646322379,639,116,putative exported protein,not required
STMMW_25701,csiE,2715456,2716733,1,670,0.182316118935837,1278,233,stationary phase inducible protein CsiE,not required
STMMW_25711,hcaT,2716728,2717867,-1,567,0.16140350877193,1140,184,putative 3-phenylpropionate permease,not required
STMMW_25721,glyA,2718063,2719316,-1,201,0.025518341307815,1254,32,SHMT,required
STMMW_25731,hmpA,2719641,2720831,1,575,0.157010915197313,1191,187,flavohemoprotein (haemoglobin-like protein),not required
STMMW_25741,cadC,2721013,2722557,1,1868,0.262783171521036,1545,406,transcriptional activator cadC,not required
STMMW_25751,cadB,2722918,2724249,1,907,0.254504504504505,1332,339,probable cadaverine/lysine antiporter,not required
STMMW_25761,cadA,2724395,2726476,1,1425,0.206051873198847,2082,429,lysine decarboxylase,not required
STMMW_25771,yjdL,2726532,2727992,1,915,0.201916495550992,1461,295,putative transmembrane transport protein,not required
STMMW_25781,glnB,2728041,2728379,-1,187,0.176991150442478,339,60,nitrogen regulatory protein P-II,not required
STMMW_25791,yfhA,2728456,2729793,-1,868,0.20254110612855,1338,271,putative transcriptional regulator,not required
STMMW_25801,yfhG,2729790,2730554,-1,648,0.231372549019608,765,177,putative membrane protein,not required
STMMW_25811,yfhK,2730556,2731998,-1,860,0.185031185031185,1443,267,putative sensor kinase protein,not required
STMMW_25821,purG,2732636,2736523,-1,158,0.00797325102880658,3888,31,FGAM synthase,required
STMMW_25831,yfhD,2736779,2738323,1,693,0.150161812297735,1545,232,putative exported protein,not required
STMMW_25841,yfhC,2738374,2738925,-1,28,0.016304347826087,552,9,conserved hypothetical protein,required
STMMW_25851,yfhB,2738950,2739585,-1,320,0.187106918238994,636,119,putative membrane protein,not required
STMMW_25861,STMMW_25861,2739589,2740950,-1,608,0.142437591776799,1362,194,putative PTS system IIBC component,not required
STMMW_25871,murQ,2740961,2741854,-1,259,0.0950782997762864,894,85,putative phophosugar binding protein,not required
STMMW_25881,yfhH,2741970,2742818,1,210,0.111896348645465,849,95,putative transcriptional regulator,not required
STMMW_25891,STMMW_25891,2742857,2743723,-1,1500,0.401384083044983,867,348,putative oxidoreductase,not required
STMMW_25901,STMMW_25901,2743796,2744992,-1,471,0.182121971595656,1197,218,putative transmembrane transport protein,not required
STMMW_25911,STMMW_25911,2745108,2746034,1,706,0.276159654800431,927,256,putative transcriptional regulator,not required
STMMW_25921,yfhL,2746072,2746332,1,182,0.172413793103448,261,45,putative ferredoxin,not required
STMMW_25931,acpS,2746444,2746824,-1,1,0.0026246719160105,381,1,4'-phosphopantetheinyl transferase acpS,required
STMMW_25941,pdxJ,2746824,2747555,-1,6,0.00273224043715847,732,2,PNP synthase,required
STMMW_25951,recO,2747567,2748295,-1,161,0.083676268861454,729,61,DNA repair protein RecO,not required
STMMW_25961,era,2748307,2749212,-1,38,0.0187637969094923,906,17,GTP-binding protein,required
STMMW_25971,rnc,2749209,2749889,-1,0,0,681,0,RNase III,required
STMMW_25981,lepB,2750163,2751137,-1,12,0.00923076923076923,975,9,signal peptidase I,required
STMMW_25991,lepA,2751154,2752953,-1,110,0.0255555555555556,1800,46,GTP-binding protein LepA,required
STMMW_26001,gogB,2753358,2754851,1,128,0.0180722891566265,1494,27,leucine-rich repeat protein,required
STMMW_26011,STMMW_26011,2755714,2756259,1,434,0.338827838827839,546,185,putative prophage protein,not required
STMMW_26021,STMMW_26021,2756180,2756299,-1,204,0.591666666666667,120,71,"integrase, catalytic region",not required
STMMW_26022,STMMW_26022,2756374,2756559,1,312,0.510752688172043,186,95,transposase,not required
STMMW_26031,STMMW_26031,2757052,2757264,-1,271,0.28169014084507,213,60,putative prophage protein,not required
STMMW_26041,STMMW_26041,2757428,2757598,1,9,0.00584795321637427,171,1,putative prophage protein,required
STMMW_26061,STMMW_26061,2757695,2758273,-1,280,0.176165803108808,579,102,Phage tail fibre assembly protein,not required
STMMW_26071,STMMW_26071,2758263,2759087,-1,948,0.357575757575758,825,295,Phage tail assembly protein,not required
STMMW_26081,STMMW_26081,2759084,2761456,-1,2152,0.260429835651075,2373,618,prophage side tail fiber protein,not required
STMMW_26082,STMMW_26082,2761510,2761752,-1,198,0.333333333333333,243,81,putative prophage protein,not required
STMMW_26091,STMMW_26091,2761791,2765153,-1,3697,0.299435028248588,3363,1007,"phage tail protein, host specificity factor",not required
STMMW_26101,STMMW_26101,2765215,2765862,-1,673,0.297839506172839,648,193,prophage tail assembly protein,not required
STMMW_26111,STMMW_26111,2765760,2766497,-1,713,0.303523035230352,738,224,prophage tail assembly protein,not required
STMMW_26121,STMMW_26121,2766504,2767202,-1,660,0.293276108726753,699,205,prophage minor tail protein,not required
STMMW_26131,STMMW_26131,2767212,2767541,-1,204,0.239393939393939,330,79,phage minor tail protein,not required
STMMW_26141,STMMW_26141,2767544,2770639,-1,3034,0.295219638242894,3096,914,tape measure protein,not required
STMMW_26151,STMMW_26151,2770611,2770925,-1,275,0.279365079365079,315,88,putative prophage protein,not required
STMMW_26161,STMMW_26161,2770946,2771341,-1,561,0.366161616161616,396,145,putative prophage protein,not required
STMMW_26171,STMMW_26171,2771392,2772138,-1,830,0.29718875502008,747,222,putative prophage protein,not required
STMMW_26181,STMMW_26181,2772146,2772547,-1,350,0.325870646766169,402,131,phage minor tail protein,not required
STMMW_26191,gipA,2772536,2773786,1,708,0.190247801758593,1251,238,transposase (IS605 family),not required
STMMW_26201,STMMW_26201,2773835,2774413,-1,276,0.186528497409326,579,108,prophage minor tail protein,not required
STMMW_26211,STMMW_26211,2774441,2774824,-1,215,0.205729166666667,384,79,Head-tail attachment protein,not required
STMMW_26221,STMMW_26221,2774835,2775194,-1,1029,0.327777777777778,360,118,putative prophage protein,not required
STMMW_26231,STMMW_26231,2775252,2776280,-1,661,0.215743440233236,1029,222,phage major capsid protein,not required
STMMW_26241,STMMW_26241,2776335,2776682,-1,348,0.295977011494253,348,103,putative head decoration protein,not required
STMMW_26251,STMMW_26251,2776695,2778191,-1,1127,0.249832999331997,1497,374,capsid assembly protein,not required
STMMW_26261,STMMW_26261,2778181,2779761,-1,935,0.203668564199874,1581,322,phage portal protein,not required
STMMW_26271,STMMW_26271,2779758,2779961,-1,96,0.17156862745098,204,35,Head-to-tail joining protein,not required
STMMW_26281,STMMW_26281,2779945,2781876,-1,952,0.172360248447205,1932,333,phage terminase large subunit,not required
STMMW_26291,STMMW_26291,2781848,2782393,-1,336,0.177655677655678,546,97,putative DNA packaging protein,not required
STMMW_26301,STMMW_26301,2782680,2783081,1,183,0.126865671641791,402,51,putative prophage protein,not required
STMMW_26311,STMMW_26311,2783317,2783790,-1,189,0.179324894514768,474,85,phage lysozyme,not required
STMMW_26321,STMMW_26321,2783787,2784239,-1,390,0.271523178807947,453,123,phage lysozyme,not required
STMMW_26322,STMMW_26322,2784223,2784567,-1,498,0.330434782608696,345,114,putative bacteriophage holin,not required
STMMW_26331,STMMW_26331,2784828,2785514,1,1082,0.461426491994178,687,317,putative putative bacteriophage encoded virulence protein,not required
STMMW_26341,STMMW_26341,2786424,2786987,-1,166,0.0975177304964539,564,55,putative putative bacteriophage protein,not required
STMMW_26361,STMMW_26361,2787260,2787937,-1,269,0.162241887905605,678,110,putative antitermination protein,not required
STMMW_26362,STMMW_26362,2787934,2788074,-1,35,0.0567375886524823,141,8,hypothetical protein,ambiguous
STMMW_26371,STMMW_26371,2788071,2788682,-1,286,0.145424836601307,612,89,putative prophage protein (ninG-related),not required
STMMW_26381,STMMW_26381,2788891,2789493,-1,333,0.218905472636816,603,132,putative bacteriophage protein,not required
STMMW_26391,STMMW_26391,2789528,2789776,-1,261,0.389558232931727,249,97,putative prophage protein,not required
STMMW_26401,STMMW_26401,2789893,2790126,-1,194,0.290598290598291,234,68,putative prophage protein,not required
STMMW_26411,STMMW_26411,2790369,2791001,-1,168,0.113744075829384,633,72,putative prophage protein,not required
STMMW_26421,STMMW_26421,2791109,2791807,-1,317,0.194563662374821,699,136,putative prophage protein,not required
STMMW_26431,gpP,2791821,2792516,-1,221,0.132183908045977,696,92,phage replication protein,not required
STMMW_26441,STMMW_26441,2792513,2793397,-1,196,0.096045197740113,885,85,phage replication protein,not required
STMMW_26451,cIIa,2793489,2793863,-1,74,0.0773333333333333,375,29,transcriptional activator-regulatory protein cI,not required
STMMW_26461,STMMW_26461,2794165,2794560,1,9,0.0101010101010101,396,4,putative prophage protein,required
STMMW_26471,STMMW_26471,2794619,2795458,1,1127,0.244047619047619,840,205,putative prophage protein,not required
STMMW_26481,STMMW_26481,2795451,2795837,1,1,0.00258397932816537,387,1,putative prophage protein,required
STMMW_26491,STMMW_26491,2795837,2796499,1,242,0.0950226244343891,663,63,putative prophage protein,not required
STMMW_26501,STMMW_26501,2796808,2796963,1,58,0.0897435897435897,156,14,,not required
STMMW_26511,STMMW_26511,2796956,2797114,1,89,0.169811320754717,159,27,putative prophage protein,not required
STMMW_26521,STMMW_26521,2797136,2797486,1,171,0.219373219373219,351,77,putative prophage protein,not required
STMMW_26531,recEb,2797613,2800540,1,2339,0.277322404371585,2928,812,exodeoxyribonuclease VIII,not required
STMMW_26532,STMMW_26532,2800551,2801660,1,1368,0.345945945945946,1110,384,putative prophage protein,not required
STMMW_26541,STMMW_26541,2801703,2801942,1,199,0.25,240,60,putative prophage protein,not required
STMMW_26551,STMMW_26551,2801983,2802267,1,88,0.147368421052632,285,42,putative prophage protein,not required
STMMW_26561,STMMW_26561,2802245,2803474,-1,578,0.157723577235772,1230,194,phage integrase,not required
STMMW_26571,rseC,2803972,2804451,-1,73,0.075,480,36,sigma-E factor regulatory protein RseC,not required
STMMW_26581,rseB,2804448,2805404,-1,206,0.0919540229885057,957,88,sigma-E factor regulatory protein RseB precursor,not required
STMMW_26591,rseA,2805404,2806054,-1,73,0.0599078341013825,651,39,sigma-E factor negative regulatory protein,ambiguous
STMMW_26601,rpoE,2806086,2806661,-1,22,0.0208333333333333,576,12,RNA polymerase sigma-E factor (sigma-24),required
STMMW_26611,nadB,2807086,2808708,1,41,0.00862600123228589,1623,14,L-aspartate oxidase (quinolinate synthetase B),required
STMMW_26621,yfiC,2808693,2809430,-1,393,0.188346883468835,738,139,conserved hypothetical protein,not required
STMMW_26631,srmB,2809561,2810895,1,316,0.107865168539326,1335,144,ATP-dependent RNA helicase SrmB,not required
STMMW_26641,yfiE,2810913,2811812,-1,432,0.206666666666667,900,186,LysR-family transcriptional regulator,not required
STMMW_26651,yfiK,2811915,2812502,1,267,0.187074829931973,588,110,putative membrane protein,not required
STMMW_26661,yfiD,2812564,2812947,-1,142,0.182291666666667,384,70,conserved hypothetical protein,not required
STMMW_26671,ung,2813266,2813955,1,477,0.204347826086957,690,141,UDG,not required
STMMW_26681,yfiF,2814071,2815108,-1,590,0.170520231213873,1038,177,putative RNA methyltransferase,not required
STMMW_26691,trxC,2815312,2815731,1,161,0.142857142857143,420,60,thioredoxin 2,not required
STMMW_26701,yfiP,2815804,2816484,1,107,0.066079295154185,681,45,conserved hypothetical protein,ambiguous
STMMW_26711,yfiQ,2816538,2819198,1,796,0.110860578729801,2661,295,putative acyl-CoA synthetase,not required
STMMW_26721,pssA,2819313,2820668,1,2,0.00147492625368732,1356,2,CDP-diacylglycerol-serine O- phosphatidyltransferase,required
STMMW_26731,yfiM,2820713,2821036,1,94,0.123456790123457,324,40,conserved hypothetical protein,not required
STMMW_26741,kgtP,2821033,2822334,-1,179,0.0552995391705069,1302,72,alpha-ketoglutarate permease,ambiguous
STMMW_26751,STMMW_26751,2822438,2822893,-1,56,0.0460526315789474,456,21,conserved hypothetical protein,required
STMMW_26761,clpB,2828774,2831347,-1,71,0.0182595182595183,2574,47,ClpB protein (heat shock protein f84.1),required
STMMW_26771,yfiH,2831477,2832208,-1,263,0.144808743169399,732,106,conserved hypothetical protein,not required
STMMW_26781,rluD,2832205,2833185,-1,249,0.119266055045872,981,117,ftsH suppressor protein SfhB,not required
STMMW_26791,yfiO,2833317,2834054,1,2,0.002710027100271,738,2,putative lipoprotein,required
STMMW_26801,yfiA,2834326,2834664,1,91,0.0825958702064897,339,28,putative sigma(54) modulation protein,not required
STMMW_26811,pheA,2834915,2836075,1,140,0.0310077519379845,1161,36,chorismate mutase-P/prephenate dehydratase,required
STMMW_26821,STMMW_26821,2836036,2836944,-1,295,0.101210121012101,909,92,conserved hypothetical protein,not required
STMMW_26831,tyrA,2837002,2838069,-1,5,0.00468164794007491,1068,5,chorismate mutase/prephenate dehydrogenase,required
STMMW_26841,aroF,2838133,2839203,-1,62,0.0336134453781513,1071,36,"phospho-2-dehydro-3-deoxyheptonate aldolase, tyr- sensitive",required
STMMW_26851,yfiR,2839643,2840161,1,1097,0.522157996146435,519,271,putative exported protein,not required
STMMW_26861,yfiN,2840154,2841374,1,1126,0.302211302211302,1221,369,putative membrane protein,not required
STMMW_26871,rpl19,2841531,2841878,-1,13,0.0114942528735632,348,4,50S ribosomal subunit protein L19,required
STMMW_26881,trmD,2841919,2842686,-1,0,0,768,0,Guanine-N1--methyltransferase EC 2.1.1.31,required
STMMW_26891,rimM,2842731,2843279,-1,1,0.00182149362477231,549,1,16S rRNA processing protein,required
STMMW_26901,rps16,2843298,2843546,-1,0,0,249,0,30S ribosomal subunit protein S16,required
STMMW_26911,ffh,2843860,2845221,-1,15,0.00807635829662261,1362,11,signal recognition particle protein,required
STMMW_26921,corE,2845387,2846178,1,2080,0.523989898989899,792,415,putative membrane protein,not required
STMMW_26931,corB,2846285,2847484,1,858,0.240833333333333,1200,289,putative membrane protein,not required
STMMW_26941,STMMW_26941,2847605,2848208,1,308,0.208609271523179,604,126,conserved hypothetical protein (pseudogene),not required
STMMW_26951,grpE,2848246,2848836,-1,14,0.011844331641286,591,7,heat shock protein GrpE (heat shock protein b25.3) (hsp24),required
STMMW_26971,ppnK,2848959,2849837,1,89,0.0455062571103527,879,40,conserved hypothetical protein,required
STMMW_26981,recN,2849923,2851584,1,323,0.0824308062575211,1662,137,DNA repair protein,not required
STMMW_26991,smpA,2851733,2852071,1,33,0.0471976401179941,339,16,small protein A,required
STMMW_27001,rnfH,2852237,2852527,-1,22,0.0309278350515464,291,9,conserved hypothetical protein,required
STMMW_27011,yfjG,2852520,2852972,-1,19,0.0264900662251656,453,12,conserved hypothetical protein,required
STMMW_27021,smpB,2853143,2853625,1,34,0.0248447204968944,483,12,SsrA (tmRNA)-binding protein,required
STMMW_27031,bapA,2854239,2865713,1,12070,0.282352941176471,11475,3240,large repetitive protein,not required
STMMW_27041,STMMW_27041,2865778,2867187,1,1121,0.233333333333333,1410,329,putative type I secretion protein,not required
STMMW_27051,STMMW_27051,2867184,2869364,1,1309,0.184777624942687,2181,403,"putative type I secretion protein, ATP-binding protein",not required
STMMW_27061,STMMW_27061,2869372,2870535,1,196,0.0747422680412371,1164,87,putative type I secretion protein,ambiguous
STMMW_27071,STMMW_27071,2871136,2872381,1,284,0.0858747993579454,1246,107,prophage integrase (pseudogene),not required
STMMW_27081,STMMW_27081,2872383,2873021,1,153,0.07981220657277,639,51,conserved hypothetical protein,not required
STMMW_27091,STMMW_27091,2873411,2874604,1,813,0.171691792294807,1194,205,conserved hypothetical protein,not required
STMMW_27101,STMMW_27101,2874939,2875766,-1,171,0.120772946859903,828,100,conserved hypothetical protein,not required
STMMW_27111,STMMW_27111,2876217,2876432,1,80,0.175925925925926,216,38,conserved hypothetical protein,not required
STMMW_27121,STMMW_27121,2876468,2878537,1,1484,0.193236714975845,2070,400,putative inner membrane protein,not required
STMMW_27122,STMMW_27122,2878657,2878782,1,76,0.134920634920635,126,17,conserved hypothetical protein,not required
STMMW_27131,STMMW_27131,2879040,2880323,1,33,0.00856697819314642,1284,11,putative ATPase,required
STMMW_27141,STMMW_27141,2880320,2881186,1,22,0.0126874279123414,867,11,conserved hypothetical protein,required
STMMW_27151,STMMW_27151,2881340,2881696,-1,161,0.207282913165266,357,74,putative transcriptional regulator,not required
STMMW_27161,STMMW_27161,2881791,2882075,1,83,0.0982456140350877,285,28,regulator for maltose metabolism,not required
STMMW_27171,STMMW_27171,2882188,2882709,1,142,0.0938697318007663,522,49,glucitol/sorbitol permease IIC component,not required
STMMW_27181,STMMW_27181,2882706,2883080,1,157,0.130666666666667,375,49,putative PTS enzyme III glucitol,not required
STMMW_27191,STMMW_27191,2883077,2884057,1,373,0.114169215086646,981,112,glucitol/sorbitol-specific phosphotransferase enzyme IIB component,not required
STMMW_27201,STMMW_27201,2884068,2885081,1,434,0.136094674556213,1014,138,putative dehydrogenase,not required
STMMW_27211,STMMW_27211,2885376,2886578,1,70,0.0307564422277639,1203,37,putative hexulose 6 phosphate synthase,required
STMMW_27231,hxlA,2886652,2887287,-1,290,0.182389937106918,636,116,3-hexulose-6-phosphate synthase,not required
STMMW_27241,hxlB,2887311,2887874,-1,137,0.101063829787234,564,57,6-phospho 3-hexuloisomerase,not required
STMMW_27251,STMMW_27251,2887874,2888716,-1,405,0.151838671411625,843,128,putative glucose-6-phosphate isomerase,not required
STMMW_27261,STMMW_27261,2888846,2890387,-1,636,0.138132295719844,1542,213,"PTS system, glucose-specific IIBC component",not required
STMMW_27271,STMMW_27271,2890610,2892289,1,626,0.133333333333333,1680,224,Putative solute-binding protein,not required
STMMW_27281,STMMW_27281,2893406,2894281,1,405,0.13013698630137,876,114,DNA-binding prophage protein,not required
STMMW_27291,STMMW_27291,2894447,2896321,1,22,0.00586666666666667,1875,11,putative inner membrane protein,required
STMMW_27301,STMMW_27301,2896581,2897864,-1,10,0.00545171339563863,1284,7,putative inner membrane protein,required
STMMW_27311,STMMW_27311,2898401,2899312,1,414,0.163377192982456,912,149,phage integrase protein (pseudogene),not required
STMMW_27312,STMMW_27312,2899308,2899906,-1,116,0.10016694490818,599,60,putative transposase (pseudogene),not required
STMMW_27321,STMMW_27321,2900053,2900319,-1,66,0.0861423220973783,267,23,putative transposase,not required
STMMW_27331,STMMW_27331,2900772,2901410,-1,33,0.0391236306729265,639,25,conserved hypothetical protein,required
STMMW_27341,STMMW_27341,2901407,2903389,-1,236,0.0786686838124055,1983,156,putative DNA/RNA helicase,not required
STMMW_27351,STMMW_27351,2903668,2903967,1,63,0.1,300,30,IS3 transposase,not required
STMMW_27361,STMMW_27361,2903964,2904830,1,643,0.205305651672434,867,178,putative IS3 transposase orfB,not required
STMMW_27371,fljA,2905610,2906149,-1,168,0.0833333333333333,540,45,repressor of phase 1 flagellin gene,not required
STMMW_27381,fljB,2906217,2907737,-1,1194,0.279421433267587,1521,425,flagellin,not required
