"","genes","logFC","logCPM","LR","PValue","padjFilter","FDR","gene_name","gene_function","old_locus","SL1344_tag","type","SPI","DE"
"STM14_2790","STM14_2790",0.790805795018943,5.20042275713105,1.28398479524096,0.303102019228357,0.498436642913606,0.498436642913606,"napF","ferredoxin-type protein","STM14_2790","SL1344_2231","protein_coding","-","FDR>=0.1"
"IsrI","IsrI",-0.423393670116193,7.14028764145958,1.28251650079753,0.303352493999199,0.498684818655066,0.498684818655066,"IsrI","Overlap","IsrI","ncRNA0035",NA,"-","FDR>=0.1"
"STM14_0171","STM14_0171",-0.335109231511243,8.02018009148317,1.28174842269537,0.303483647039529,0.498736741476706,0.498736741476706,"hofB","hypothetical protein","STM14_0171","SL1344_0143","protein_coding","-","FDR>=0.1"
"STM14_3950","STM14_3950",0.359681561247111,7.37709530098127,1.28099051678846,0.303613149034728,0.498785917846819,0.498785917846819,"yraR","putative nucleoside-diphosphate-sugar epimerase","STM14_3950","SL1344_3241","protein_coding","-","FDR>=0.1"
"STM14_4859","STM14_4859",-0.403696031988845,5.93985285218433,1.27937939668339,0.303888722066858,0.498907304291626,0.498907304291626,"-","putative inner membrane protein","STM14_4859","SL1344_3989","protein_coding","-","FDR>=0.1"
"STM14_3025","STM14_3025",0.439605552584459,6.62520599610191,1.27789733372283,0.304142562144952,0.498907304291626,0.498907304291626,"eutT","putative cobalamin adenosyltransferase","STM14_3025","SL1344_2430","protein_coding","-","FDR>=0.1"
"STM14_2655","STM14_2655",-0.941836831331838,2.04960667284122,1.4047828275726,0.304151917821261,0.498907304291626,0.498907304291626,"stcA","putative fimbrial-like protein","STM14_2655","SL1344_2129","protein_coding","-","FDR>=0.1"
"STM14_5247","STM14_5247",-0.52712908771604,5.33328245424964,1.27752849296479,0.304205786221177,0.498907304291626,0.498907304291626,"-","hypothetical protein","STM14_5247","STM14_5247",NA,"-","FDR>=0.1"
"STM14_1651","STM14_1651",0.529676279385002,8.07738398594835,1.27743966654605,0.304221015254041,0.498907304291626,0.498907304291626,"ydiN","putative transport protein","STM14_1651","SL1344_1294","protein_coding","-","FDR>=0.1"
"STM14_3019","STM14_3019",0.687994292528517,6.27169262252546,1.27677974738911,0.304334193404141,0.498907304291626,0.498907304291626,"eutG","putative transport protein","STM14_3019","SL1344_2424","protein_coding","-","FDR>=0.1"
"STM14_3152","STM14_3152",0.503050960134387,6.26908074880893,1.27622748938303,0.304428957382804,0.498907304291626,0.498907304291626,"yfhH","putative DNA-binding transcriptional regulator","STM14_3152","SL1344_2534","protein_coding","-","FDR>=0.1"
"STM14_5487","STM14_5487",0.301432143072244,7.70703099028726,1.27590768353534,0.304483854905071,0.498907304291626,0.498907304291626,"deoC","deoxyribose-phosphate aldolase","STM14_5487","SL1344_4494","protein_coding","-","FDR>=0.1"
"STM14_0694","STM14_0694",-0.429546840162484,8.78775442109052,1.27527348677553,0.304592765717041,0.49892255182363,0.49892255182363,"entE","enterobactin synthase subunit E","STM14_0694","SL1344_0584","protein_coding","-","FDR>=0.1"
"STM14_4717","STM14_4717",-0.288762062437836,8.35762040264802,1.27288047565046,0.30500426133377,0.499433260876383,0.499433260876383,"wzzE","lipopolysaccharide biosynthesis protein WzzE","STM14_4717","SL1344_3878","protein_coding","-","FDR>=0.1"
"STM14_0395","STM14_0395",-1.37380644343311,6.29339636561873,1.27127193126379,0.305281345702027,0.499723614582174,0.499723614582174,"stbB","putative fimbrial chaperone","STM14_0395","SL1344_0334","protein_coding","-","FDR>=0.1"
"STM14_1730","STM14_1730",-1.50909510163702,6.13145439516656,1.26904250627388,0.305666026088883,0.500037066637099,0.500037066637099,"ydhO","putative cell wall-associated hydrolase","STM14_1730","SL1344_1364","protein_coding","-","FDR>=0.1"
"STnc4250","STnc4250",-0.643674757646953,3.54636377904243,1.41684444361305,0.305813943135818,0.500037066637099,0.500037066637099,"STnc4250","Overlap","STnc4250","ncRNA0374",NA,"-","FDR>=0.1"
"STM14_1660","STM14_1660",0.451672736701665,6.48837707338431,1.26783971326698,0.305873875925689,0.500037066637099,0.500037066637099,"-","hypothetical protein","STM14_1660","SL1344_1300","protein_coding","-","FDR>=0.1"
"STM14_2249","STM14_2249",-0.673363785902928,6.92508427246102,1.26747351721199,0.305937200240448,0.500037066637099,0.500037066637099,"-","putative acetyltransferase","STM14_2249","SL1344_1787","protein_coding","-","FDR>=0.1"
"STM14_0509","STM14_0509",-0.395967400378462,5.12787331734128,1.2672724849432,0.305971972298405,0.500037066637099,0.500037066637099,"-","hypothetical protein","STM14_0509","STM14_0509",NA,"-","FDR>=0.1"
"STM14_0669","STM14_0669",0.303686475874938,7.53387186300726,1.26335915361519,0.306650072340972,0.500981804421373,0.500981804421373,"-","putative inner membrane protein","STM14_0669","SL1344_0561","protein_coding","-","FDR>=0.1"
"STM14_4908","STM14_4908",-0.80842455632239,4.80543412815732,1.41070238198596,0.306815111898339,0.500994185196686,0.500994185196686,"yiiR","putative inner membrane protein","STM14_4908","SL1344_4032","protein_coding","-","FDR>=0.1"
"STM14_5481","STM14_5481",-0.456211544053574,6.05720591031538,1.26216367612166,0.306857688197931,0.500994185196686,0.500994185196686,"-","hypothetical protein","STM14_5481","STM14_5481","protein_coding","-","FDR>=0.1"
"STM14_3635","STM14_3635",-1.21584244441178,5.57345502199638,1.2593924167085,0.307339804795454,0.501617817601965,0.501617817601965,"-","conserved hypothetical protein","STM14_3635","STM14_3635",NA,"-","FDR>=0.1"
"STM14_2068","STM14_2068",-0.931675834228896,5.72546339262766,1.25832497124295,0.307525821673857,0.501757928587737,0.501757928587737,"pgpB","phosphatidylglycerophosphatase B","STM14_2068","SL1344_1642","protein_coding","-","FDR>=0.1"
"STM14_1600","STM14_1600",0.393369591976126,8.49099401403981,1.25670092728987,0.307809168266629,0.502056699396791,0.502056699396791,"katE","hydroperoxidase II","STM14_1600","SL1344_1253","protein_coding","-","FDR>=0.1"
"STM14_4388","STM14_4388",-0.836480333564793,4.60742963032433,1.39968243858022,0.308438122949325,0.502883024037998,0.502883024037998,"-","hypothetical protein","STM14_4388","STM14_4388",NA,"-","FDR>=0.1"
"STM14_3206","STM14_3206",-0.730197667835746,3.66028762864115,1.39805176672112,0.308599843883164,0.502883024037998,0.502883024037998,"-","hypothetical protein","STM14_3206","STM14_3206","protein_coding","-","FDR>=0.1"
"STnc1480","STnc1480",-0.422959029555901,5.73037326014614,1.25201714318962,0.308628617772133,0.502883024037998,0.502883024037998,"STnc1480","Overlap","STnc1480","STnc1480",NA,"-","FDR>=0.1"
"STM14_1949","STM14_1949",-0.397360083895529,7.62727599126884,1.25151102179916,0.308717368520033,0.502883024037998,0.502883024037998,"rimL","ribosomal-protein-L7/L12-serine acetyltransferase","STM14_1949","SL1344_1541","protein_coding","-","FDR>=0.1"
"STM14_3808","STM14_3808",-0.913903807315497,2.7860055230483,1.38837975718264,0.308942036043759,0.502977280513237,0.502977280513237,"hypA_2","hydrogenase nickel incorporation protein HybF","STM14_3808","SL1344_3118","protein_coding","-","FDR>=0.1"
"STM14_4696","STM14_4696",-0.736408653875582,5.36867936066495,1.39606776819844,0.308976061517115,0.502977280513237,0.502977280513237,"-","hypothetical protein","STM14_4696","STM14_4696",NA,"-","FDR>=0.1"
"STM14_0713","STM14_0713",0.729000641935782,5.20598150351411,1.39469912997752,0.309179442688195,0.50314484354294,0.50314484354294,"ybdQ","putative universal stress protein","STM14_0713","SL1344_0602","protein_coding","-","FDR>=0.1"
"STM14_1017","STM14_1017",-0.531049643825942,6.87502215872859,1.2454778622003,0.309778367637685,0.503955778985763,0.503955778985763,"-","putative hydrolase","STM14_1017","SL1344_0843","protein_coding","-","FDR>=0.1"
"STM14_1344","STM14_1344",0.650901102102559,4.963143858102,1.38637778415631,0.310420772871624,0.504836899777261,0.504836899777261,"-","flagellar basal body P-ring biosynthesis protein FlgA","STM14_1344","STM14_1344",NA,"-","FDR>=0.1"
"STM14_1983","STM14_1983",-0.343826642622609,7.19506345244576,1.23680792538324,0.311313016075928,0.506123627888453,0.506123627888453,"cybB","cytochrome b561","STM14_1983","SL1344_1569","protein_coding","-","FDR>=0.1"
"STM14_4738","STM14_4738",-0.758497168849792,2.33404918447542,1.36293783140603,0.311801353539808,0.506565349367369,0.506565349367369,"-","hypothetical protein","STM14_4738","STM14_4738",NA,"-","FDR>=0.1"
"STM14_1609","STM14_1609",0.394471463553132,6.05061148316362,1.23349815641935,0.31190198904281,0.506565349367369,0.506565349367369,"ydiZ","putative cytoplasmic protein","STM14_1609","SL1344_1260","protein_coding","-","FDR>=0.1"
"STM14_1381","STM14_1381",-0.367564715289607,5.27761019795542,1.23302754587428,0.311985874777154,0.506565349367369,0.506565349367369,"ycfM","putative outer membrane lipoprotein","STM14_1381","SL1344_1144","protein_coding","-","FDR>=0.1"
"STM14_1351","STM14_1351",-1.37272231619732,5.0080496968858,1.23300867101938,0.311989239927796,0.506565349367369,0.506565349367369,"flgH","flagellar basal body L-ring protein","STM14_1351","SL1344_1117","protein_coding","-","FDR>=0.1"
"STM14_4789","STM14_4789",0.473661421719574,8.90848891197324,1.23213888213826,0.312144373657668,0.506605681117199,0.506605681117199,"fadB","multifunctional fatty acid oxidation complex subunit alpha","STM14_4789","SL1344_3936","protein_coding","-","FDR>=0.1"
"STM14_3771","STM14_3771",0.338746032424083,9.27653335521102,1.23173551509876,0.31221635807722,0.506605681117199,0.506605681117199,"-","putative arylsulfatase","STM14_3771","SL1344_3096","protein_coding","SPI-13","FDR>=0.1"
"STM14_0085","STM14_0085",0.257807059852525,8.43436918125105,1.22882582625677,0.312736383533756,0.50728515062195,0.50728515062195,"caiB","crotonobetainyl-CoA:carnitine CoA-transferase","STM14_0085","SL1344_0073","protein_coding","-","FDR>=0.1"
"STM14_3451","STM14_3451",-0.449364691628062,6.59985963456897,1.2278073838794,0.312918719997847,0.507416597108843,0.507416597108843,"hypB","hydrogenase nickel incorporation protein HypB","STM14_3451","SL1344_2835","protein_coding","-","FDR>=0.1"
"STM14_1241","STM14_1241",0.250736111522185,8.05724721617492,1.22647646372522,0.313157250243867,0.507639050638035,0.507639050638035,"copS","copper resistance protein","STM14_1241","SL1344_1034","protein_coding","-","FDR>=0.1"
"STM14_2073","STM14_2073",-1.07053949317213,5.87030889373603,1.2245131942738,0.313509628351233,0.508045851960959,0.508045851960959,"-","hypothetical protein","STM14_2073","STM14_2073",NA,"-","FDR>=0.1"
"STM14_2907","STM14_2907",0.276256625115516,9.14243613285614,1.22112878067711,0.314118531938199,0.50886795811075,0.50886795811075,"-","putative diaminopimelate decarboxylase","STM14_2907","SL1344_2329","protein_coding","-","FDR>=0.1"
"STM14_2161","STM14_2161",-0.351843664402857,6.83070443456382,1.21984789004574,0.314349462654762,0.509077419475494,0.509077419475494,"-","hydrogenase-1 small subunit","STM14_2161","SL1344_1714","protein_coding","-","FDR>=0.1"
"STM14_5008","STM14_5008",-1.460856195831,4.82550558272415,1.27057182702264,0.3146713692477,0.509434029916525,0.509434029916525,"hemE","uroporphyrinogen decarboxylase","STM14_5008","SL1344_4106","protein_coding","-","FDR>=0.1"
"STM14_2425","STM14_2425",-0.705594957928956,4.74140831548839,1.35375342040525,0.315369857587724,0.510399876141166,0.510399876141166,"-","hypothetical protein","STM14_2425","STM14_2425",NA,"-","FDR>=0.1"
"STM14_2714","STM14_2714",0.744871256425514,5.16878359080807,1.20932217508982,0.316257195976209,0.511670637805179,0.511670637805179,"-","hypothetical protein","STM14_2714","STM14_2714",NA,"-","FDR>=0.1"
"STM14_1316","STM14_1316",0.91162717215219,6.44100874479471,1.20870223473774,0.316370119604098,0.511688062349669,0.511688062349669,"-","hypothetical protein","STM14_1316","STM14_1316",NA,"-","FDR>=0.1"
"STM14_5185","STM14_5185",-0.721480960699217,5.3159255008746,1.34421166899284,0.316843730296581,0.512288652374298,0.512288652374298,"-","hypothetical protein","STM14_5185","SL1344_4248","protein_coding","-","FDR>=0.1"
"STM14_1882","STM14_1882",0.501209225059028,8.79360761440514,1.20329702341049,0.317357363156433,0.5129535437401,0.5129535437401,"-","putative glycosyl hydrolase","STM14_1882","SL1344_1489","protein_coding","-","FDR>=0.1"
"STM14_0832","STM14_0832",-0.5634071487316,7.66497393304162,1.19802239705825,0.318325400164433,0.51435223529795,0.51435223529795,"ybgK","putative carboxylase","STM14_0832","SL1344_0694","protein_coding","-","FDR>=0.1"
"STnc500","STnc500",0.512340284637728,5.82022718150394,1.19521155375127,0.318843151433443,0.514898529549758,0.514898529549758,"STnc500","Intergenic","STnc500","ncRNA0177",NA,"-","FDR>=0.1"
"STM14_957","STM14_957",-0.485377584334268,5.8912007604976,1.19500058521699,0.318882064465619,0.514898529549758,0.514898529549758,"ybiI","hypothetical protein","STM14_957","SL1344_0800","protein_coding","-","FDR>=0.1"
"STM14_0908","STM14_0908",0.296065369200476,7.37411829370904,1.19451381086697,0.318971878058075,0.514898529549758,0.514898529549758,"modB","molybdate ABC transporter permease protein","STM14_0908","SL1344_0759","protein_coding","-","FDR>=0.1"
"STM14_2743","STM14_2743",-0.808121559006344,6.9271065995681,1.19371583667547,0.319119195963365,0.514970377764335,0.514970377764335,"yejF","putative ABC-type transport system ATPase component","STM14_2743","SL1344_2196","protein_coding","-","FDR>=0.1"
"STM14_4745","STM14_4745",0.416563550443154,7.48106056556521,1.19280765468021,0.319286989316253,0.515075210784254,0.515075210784254,"-","putative inner membrane protein","STM14_4745","SL1344_3899","protein_coding","-","FDR>=0.1"
"STM14_3096","STM14_3096",1.03285477868066,6.02123889708082,1.19067824662552,0.3196809545507,0.515544720329831,0.515544720329831,"-","type IV pilus biogenesis/stability protein PilW","STM14_3096","STM14_3096",NA,"-","FDR>=0.1"
"FnrS","FnrS",0.692656778524928,3.50882642446093,1.32489601620513,0.319855086195887,0.515659519393369,0.515659519393369,"FnrS","Intergenic","FnrS","ncRNA0015",NA,"-","FDR>=0.1"
"STM14_1501","STM14_1501",-0.722053726020743,5.28367711503385,1.18764617974704,0.320243235518376,0.516034701683509,0.516034701683509,"pagC","virulence membrane protein PAGC precursor","STM14_1501","SL1344_1184","protein_coding","-","FDR>=0.1"
"STM14_5300","STM14_5300",0.276036415490219,8.37089729757694,1.18737366036493,0.320293848579363,0.516034701683509,0.516034701683509,"-","putative metallo-dependent hydrolase","STM14_5300","SL1344_4346","protein_coding","-","FDR>=0.1"
"STM14_0467","STM14_0467",-0.288951389475138,8.15397895334134,1.18633616152866,0.320486650334874,0.516179302741925,0.516179302741925,"sbcC","exonuclease subunit SbcC","STM14_0467","SL1344_0390","protein_coding","-","FDR>=0.1"
"STM14_2271","STM14_2271",0.545422039417638,4.30763874319138,1.18547920921229,0.320646037538579,0.516270010295963,0.516270010295963,"-","hypothetical protein","STM14_2271","STM14_2271",NA,"-","FDR>=0.1"
"STnc1880","STnc1880",-0.611957968491685,4.56970798332751,1.18120527952543,0.321442814571396,0.517386586821376,0.517386586821376,"STnc1880","Overlap","STnc1880","ncRNA0271",NA,"-","FDR>=0.1"
"STM14_3262","STM14_3262",-0.46364781416946,5.43171227326231,1.17918649567652,0.321820249474203,0.517827699844614,0.517827699844614,"yfiH","hypothetical protein","STM14_3262","SL1344_2621","protein_coding","-","FDR>=0.1"
"STM14_0727","STM14_0727",-0.243531931863001,8.32922214423017,1.17420555398979,0.322754469427356,0.519055264032158,0.519055264032158,"dpiB","sensory histidine kinase","STM14_0727","SL1344_0613","protein_coding","-","FDR>=0.1"
"STM14_1923","STM14_1923",0.777424809237298,5.33993807840598,1.30645631548124,0.322790406759866,0.519055264032158,0.519055264032158,"-","hypothetical protein","STM14_1923","STM14_1923",NA,"-","FDR>=0.1"
"STM14_0504","STM14_0504",0.318451154365593,6.98143284612356,1.1729303286085,0.322994332777733,0.519216499641741,0.519216499641741,"phnV","2-aminoethylphosphonate transporter","STM14_0504","SL1344_0420","protein_coding","-","FDR>=0.1"
"STM14_2794","STM14_2794",-0.365428691931461,4.9065890589393,1.16995694940419,0.323554697026902,0.519950425860684,0.519950425860684,"alkB","DNA repair system protein","STM14_2794","SL1344_2234","protein_coding","-","FDR>=0.1"
"STM14_3599","STM14_3599",-0.714933661916451,4.45917466743167,1.30069184605036,0.32371243053603,0.520037063680236,0.520037063680236,"ygdK","putative FeS center assembly protein","STM14_3599","SL1344_2965","protein_coding","-","FDR>=0.1"
"STM14_1844","STM14_1844",0.378445344945455,6.39149778402833,1.16811557421512,0.32390248828124,0.520175557486609,0.520175557486609,"yneG","putative cytoplasmic protein","STM14_1844","SL1344_1456","protein_coding","-","FDR>=0.1"
"STM14_2773","STM14_2773",-0.733155503076626,5.67605256381647,1.29834509633856,0.324092989914877,0.520234568676578,0.520234568676578,"-","putative outer membrane protein","STM14_2773","SL1344_2221","protein_coding","SPI-12","FDR>=0.1"
"STM14_2995","STM14_2995",-1.5982339353284,5.9569711953628,1.21600091132303,0.324146953252066,0.520234568676578,0.520234568676578,"yfeJ","glutamine amidotransferase","STM14_2995","SL1344_2400","protein_coding","-","FDR>=0.1"
"STM14_3164","STM14_3164",-0.601638469250862,6.90022324645728,1.16622783958732,0.324259644981362,0.520239088718865,0.520239088718865,"gogB","leucine-rich repeat-containing protein","STM14_3164","SL1344_2546","protein_coding","SPI-2","FDR>=0.1"
"STM14_1389","STM14_1389",-0.392484287273186,8.38892074090288,1.16571124670606,0.32435749132941,0.520239088718865,0.520239088718865,"ycfS","putative periplasmic protein","STM14_1389","SL1344_1152","protein_coding","-","FDR>=0.1"
"STM14_4801","STM14_4801",-0.630150684695861,3.48934939595723,1.29209284420145,0.324985822585954,0.521080020913266,0.521080020913266,"-","conserved hypothetical protein","STM14_4801","STM14_4801",NA,"-","FDR>=0.1"
"STM14_0873","STM14_0873",0.702510081354506,7.02013069266154,1.16037232447455,0.325371441841012,0.521531376698121,0.521531376698121,"-","hypothetical protein","STM14_0873","STM14_0873",NA,"-","FDR>=0.1"
"STnc1080","STnc1080",0.617290487734887,4.18414890699873,1.15962838409337,0.325513123611439,0.521591566273096,0.521591566273096,"STnc1080","Intergenic","STnc1080","STnc1080",NA,"-","FDR>=0.1"
"STM14_3131","STM14_3131",0.344126029688346,7.83189335342789,1.1575574978768,0.32590803006701,0.522057346532029,0.522057346532029,"csiE","stationary phase inducible protein CsiE","STM14_3131","SL1344_2515","protein_coding","-","FDR>=0.1"
"STM14_0367","STM14_0367",-0.613734097669602,6.36689621463747,1.15480612987583,0.32643386635623,0.522520900990681,0.522520900990681,"yafJ","putative glutamine amidotransferase","STM14_0367","SL1344_0307","protein_coding","-","FDR>=0.1"
"STM14_3735","STM14_3735",-0.393038368100968,7.04145294561233,1.15441700341696,0.326508343110339,0.522520900990681,0.522520900990681,"galP","galactose/proton symporter","STM14_3735","SL1344_3066","protein_coding","-","FDR>=0.1"
"STM14_1178","STM14_1178",0.311919582368288,8.50949370121556,1.1544064394912,0.326510365362514,0.522520900990681,0.522520900990681,"-","major tail protein","STM14_1178","SL1344_0977","protein_coding","-","FDR>=0.1"
"STM14_5501","STM14_5501",0.252042219919881,8.05289634299507,1.15172961398174,0.32702342549226,0.523174812612816,0.523174812612816,"nadR","nicotinamide-nucleotide adenylyltransferase","STM14_5501","SL1344_4507","protein_coding","-","FDR>=0.1"
"Ig2335","Ig2335",-0.861151585982273,2.41096410055793,1.26370390343058,0.327723268221793,0.523966128578035,0.523966128578035,"Ig2335","Overlap","Ig2335","Ig2335",NA,"-","FDR>=0.1"
"STM14_1695","STM14_1695",0.563331387720118,6.82428388785099,1.14779801917047,0.327779286214229,0.523966128578035,0.523966128578035,"sscA","secretion system chaparone","STM14_1695","SL1344_1333","protein_coding","SPI-2","FDR>=0.1"
"STM14_1195","STM14_1195",-0.859673478019161,6.37557415724161,1.14752502586479,0.327831872023071,0.523966128578035,0.523966128578035,"-","hypothetical protein","STM14_1195","SL1344_0993","protein_coding","-","FDR>=0.1"
"STM14_4597","STM14_4597",0.422599063054754,7.97897120584072,1.14474891199563,0.328367380738539,0.524654612478259,0.524654612478259,"yidE","hypothetical protein","STM14_4597","SL1344_3774","protein_coding","-","FDR>=0.1"
"STM14_4854","STM14_4854",0.486524773802397,6.70930146800304,1.14146114618939,0.32900336992304,0.525503150492508,0.525503150492508,"-","hypothetical protein","STM14_4854","STM14_4854",NA,"-","FDR>=0.1"
"STM14_3306","STM14_3306",-0.727358325285837,5.92630883339573,1.26419602953959,0.32967757165404,0.52641216334558,0.52641216334558,"-","putative cytoplasmic protein","STM14_3306","SL1344_2727","protein_coding","-","FDR>=0.1"
"STM14_3047","STM14_3047",-0.522828783871988,3.03648347288768,1.13713991473975,0.329842229751857,0.526507243093388,0.526507243093388,"-","hypothetical protein","STM14_3047","SL1344_2447","protein_coding","-","FDR>=0.1"
"STM14_2793","STM14_2793",0.283176442560908,8.48632684987531,1.13514982112343,0.330229691306079,0.526957796671598,0.526957796671598,"yojI","multidrug transporter membrane component/ATP-binding component","STM14_2793","SL1344_2233","protein_coding","-","FDR>=0.1"
"STM14_4476","STM14_4476",-1.16402514017509,4.71574265851095,1.13177771196298,0.330887865027832,0.527494333268342,0.527494333268342,"rfaZ","lipopolysaccharide core biosynthesis protein","STM14_4476","SL1344_3681","protein_coding","-","FDR>=0.1"
"STM14_1825","STM14_1825",0.487352749296155,6.67732566008562,1.13152300993912,0.330937662211535,0.527494333268342,0.527494333268342,"ydfG","3-hydroxy acid dehydrogenase","STM14_1825","SL1344_1441","protein_coding","-","FDR>=0.1"
"STM14_1969","STM14_1969",-0.771699056176729,3.73719579019444,1.25607374880147,0.330965228898859,0.527494333268342,0.527494333268342,"-","putative cytoplasmic protein","STM14_1969","SL1344_1558","protein_coding","-","FDR>=0.1"
"STM14_4049","STM14_4049",0.60093405727688,7.36074106473779,1.13126989404508,0.330987161002675,0.527494333268342,0.527494333268342,"-","putative regulatory protein","STM14_4049","SL1344_3329","protein_coding","-","FDR>=0.1"
"STM14_3916","STM14_3916",-0.394694793225538,6.20973543470566,1.13009290914625,0.331217483118681,0.527693502843981,0.527693502843981,"yhaH","putative inner membrane protein","STM14_3916","SL1344_3206","protein_coding","-","FDR>=0.1"
"STM14_4618","STM14_4618",0.31847136190533,9.30503013583318,1.12829980835415,0.331568858363529,0.527949300658003,0.527949300658003,"torS","hybrid sensory histidine kinase TorS","STM14_4618","SL1344_3792","protein_coding","-","FDR>=0.1"
"STM14_0903","STM14_0903",1.12987640915317,4.47934153988142,1.12814310226232,0.331599594373214,0.527949300658003,0.527949300658003,"-","hypothetical protein","STM14_0903","STM14_0903",NA,"-","FDR>=0.1"
"STM14_1383","STM14_1383",0.587809442735775,7.6317183203748,1.12750792272062,0.331724223250968,0.527949300658003,0.527949300658003,"nagZ","beta-hexosaminidase","STM14_1383","SL1344_1146","protein_coding","-","FDR>=0.1"
"STnc1990","STnc1990",1.23946659830688,5.0397205373974,1.12661688239261,0.331899179359491,0.527949300658003,0.527949300658003,"STnc1990","overlap","STnc1990","ncRNA0274",NA,"-","FDR>=0.1"
"STM14_0219","STM14_0219",-0.38385985049017,7.09932263806648,1.1265870449086,0.331905040481543,0.527949300658003,0.527949300658003,"yadB","glutamyl-Q tRNA(Asp) synthetase","STM14_0219","SL1344_0186","protein_coding","-","FDR>=0.1"
"STM14_4571","STM14_4571",-1.2629654845415,6.66370124251555,1.12560730113512,0.332097587138629,0.527952115941573,0.527952115941573,"uhpA","DNA-binding transcriptional activator UhpA","STM14_4571","SL1344_3756","protein_coding","-","FDR>=0.1"
"STM14_2695","STM14_2695",-0.262781658423332,7.86470897977775,1.1255054604231,0.332117611765202,0.527952115941573,0.527952115941573,"mglC","beta-methylgalactoside transporter inner membrane component","STM14_2695","SL1344_2165","protein_coding","-","FDR>=0.1"
"STM14_2190","STM14_2190",0.288303448874733,7.3345349339459,1.12438451729389,0.332338145429275,0.52813507945915,0.52813507945915,"ycgN","hypothetical protein","STM14_2190","SL1344_1739","protein_coding","-","FDR>=0.1"
"STM14_1849","STM14_1849",0.417860699200531,5.94288135425851,1.11914079305504,0.333372871433169,0.529611390107435,0.529611390107435,"-","putative hydrogenase","STM14_1849","SL1344_1460","protein_coding","-","FDR>=0.1"
"STM14_1213","STM14_1213",-0.332126284265445,6.68763216038006,1.11805593559517,0.333587578252333,0.529784457661996,0.529784457661996,"ycbG","hypothetical protein","STM14_1213","SL1344_1009","protein_coding","-","FDR>=0.1"
"STM14_1756","STM14_1756",0.364691368119135,7.70131423304835,1.11690980811977,0.333814648757539,0.529977044572588,0.529977044572588,"-","electron transport complex protein RnfC","STM14_1756","SL1344_1389","protein_coding","-","FDR>=0.1"
"STM14_5087","STM14_5087",-0.292194513727312,9.06623432200447,1.11520156649917,0.334153539098653,0.530346982682241,0.530346982682241,"lamB","maltoporin","STM14_5087","SL1344_4168","protein_coding","-","FDR>=0.1"
"STM14_0907","STM14_0907",0.583017632926531,7.00108327493601,1.11422131437203,0.334348252680702,0.530487930844991,0.530487930844991,"modA","molybdate transporter periplasmic protein","STM14_0907","SL1344_0758","protein_coding","-","FDR>=0.1"
"STM14_2211","STM14_2211",0.372093085141996,6.21295269492175,1.11338479517625,0.334514557676631,0.530583730019711,0.530583730019711,"-","putative cytoplasmic protein","STM14_2211","STM14_2211",NA,"-","FDR>=0.1"
"STM14_3643","STM14_3643",-0.237494710153192,8.31360095538693,1.11214912915801,0.334760455001386,0.530805672396943,0.530805672396943,"kduD","2-deoxy-D-gluconate 3-dehydrogenase","STM14_3643","SL1344_2995","protein_coding","-","FDR>=0.1"
"STM14_2421","STM14_2421",0.421909158228559,2.41545492922041,1.11140415967648,0.334908842037408,0.5308729081536,0.5308729081536,"-","hypothetical protein","STM14_2421","STM14_2421",NA,"-","FDR>=0.1"
"STM14_5374","STM14_5374",-0.359001747923085,6.25544321456025,1.1092067359557,0.335347143715478,0.531332084159793,0.531332084159793,"-","putative cytoplasmic protein","STM14_5374","STM14_5374",NA,"-","FDR>=0.1"
"STM14_0682","STM14_0682",0.293127616256065,10.2936342997321,1.1088886203189,0.335410670815186,0.531332084159793,0.531332084159793,"fepA","outer membrane receptor FepA","STM14_0682","SL1344_0573","protein_coding","-","FDR>=0.1"
"STM14_2688","STM14_2688",-0.387338083700919,6.92818418564542,1.10716352742927,0.335755500742742,0.531561365269401,0.531561365269401,"yohJ","hypothetical protein","STM14_2688","SL1344_2158","protein_coding","-","FDR>=0.1"
"STM14_5393","STM14_5393",0.259148387524622,9.65423680743333,1.10710279821902,0.335767650172167,0.531561365269401,0.531561365269401,"-","putative DNA repair ATPase","STM14_5393","SL1344_4425","protein_coding","-","FDR>=0.1"
"STM14_0104","STM14_0104",-1.69133169462568,5.85039210518159,1.10153578447251,0.336884347167191,0.533034301679288,0.533034301679288,"kefC","glutathione-regulated potassium-efflux system protein KefC","STM14_0104","SL1344_0087","protein_coding","-","FDR>=0.1"
"STM14_3362","STM14_3362",-0.315415488218601,7.20339888065056,1.10140386620947,0.336910880238895,0.533034301679288,0.533034301679288,"-","tricarboxylic transport","STM14_3362","SL1344_2771","protein_coding","-","FDR>=0.1"
"STnc2130","STnc2130",-0.440404919991467,5.64390896676805,1.09920893940487,0.337352838338523,0.533559002392839,0.533559002392839,"STnc2130","Overlap","STnc2130","STnc2130",NA,"-","FDR>=0.1"
"STM14_4894","STM14_4894",0.686857438117993,4.31347344867675,1.09869941935838,0.337455563901081,0.533559002392839,0.533559002392839,"-","putative cytoplasmic protein","STM14_4894","SL1344_4019","pseudogene","-","FDR>=0.1"
"STM14_2368","STM14_2368",-1.54500919822079,5.88750890904085,1.13980726859024,0.338175698199762,0.534443805871116,0.534443805871116,"sdiA","DNA-binding transcriptional activator SdiA","STM14_2368","SL1344_1879","protein_coding","-","FDR>=0.1"
