## Thu Feb  2 18:08:01 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_k4bajabd --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_k4bajabd --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_k4bajabd/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence all --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
SL1344_0002	90371.CY43_00005	0.0	1596.0	COG0460@1|root,COG0527@1|root,COG0460@2|Bacteria,COG0527@2|Bacteria,1MW3H@1224|Proteobacteria,1RN1G@1236|Gammaproteobacteria,3ZK6B@590|Salmonella	1236|Gammaproteobacteria	E	ACT domain	thrA	GO:0000166,GO:0003674,GO:0003824,GO:0004072,GO:0004412,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006553,GO:0006566,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009070,GO:0009085,GO:0009088,GO:0009089,GO:0009090,GO:0009092,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016772,GO:0016774,GO:0017076,GO:0019202,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046451,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.1.1.3,2.7.2.4	ko:K12524,ko:K12525	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00017,M00018,M00526,M00527	R00480,R01773,R01775	RC00002,RC00043,RC00087	ko00000,ko00001,ko00002,ko01000	-	-	iECDH1ME8569_1439.ECDH1ME8569_0002,iEcDH1_1363.EcDH1_3594,iSFV_1184.SFV_0001	AA_kinase,ACT,ACT_7,Homoserine_dh,NAD_binding_3
SL1344_1924	90371.CY43_10500	1.47e-45	146.0	COG1278@1|root,COG1278@2|Bacteria,1N6Q5@1224|Proteobacteria,1SCA7@1236|Gammaproteobacteria,3ZNBY@590|Salmonella	1236|Gammaproteobacteria	K	Cold shock protein domain	cspG	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009409,GO:0009628,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141	-	ko:K03704	-	-	-	-	ko00000,ko03000	-	-	iECW_1372.ECW_m0678,iWFL_1372.ECW_m0678	CSD
SL1344_1925	90371.CY43_10505	4.62e-313	852.0	COG0389@1|root,COG0389@2|Bacteria,1MUUH@1224|Proteobacteria,1RMT1@1236|Gammaproteobacteria,3ZJKZ@590|Salmonella	1236|Gammaproteobacteria	L	Domain of unknown function (DUF4113)	umuC	-	-	ko:K03502	-	-	-	-	ko00000,ko03400	-	-	-	DUF4113,IMS,IMS_C,IMS_HHH
SL1344_1926	90371.CY43_10510	1.51e-95	278.0	COG1974@1|root,COG1974@2|Bacteria,1MZFA@1224|Proteobacteria,1S5X5@1236|Gammaproteobacteria,3ZM62@590|Salmonella	1236|Gammaproteobacteria	KT	Peptidase S24-like	umuD	GO:0000731,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003824,GO:0003887,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006301,GO:0006355,GO:0006508,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008094,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009058,GO:0009059,GO:0009355,GO:0009432,GO:0009605,GO:0009889,GO:0009987,GO:0009991,GO:0010468,GO:0010556,GO:0016462,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017171,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019985,GO:0031323,GO:0031326,GO:0031668,GO:0032991,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0042575,GO:0042623,GO:0042802,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0061695,GO:0065007,GO:0070011,GO:0071496,GO:0071704,GO:0071897,GO:0080090,GO:0090304,GO:0097159,GO:0140096,GO:0140097,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1902494,GO:1903506,GO:1990234,GO:2000112,GO:2001141	-	ko:K03503	-	-	-	-	ko00000,ko01000,ko01002,ko03400	-	-	-	Peptidase_S24
SL1344_1927B	155864.EDL933_0288	2.15e-16	75.9	COG1961@1|root,COG1961@2|Bacteria,1MXXT@1224|Proteobacteria,1S08N@1236|Gammaproteobacteria,3XR8C@561|Escherichia	1236|Gammaproteobacteria	L	Helix-turn-helix domain of resolvase	-	-	-	ko:K14060	-	-	-	-	ko00000	-	-	-	HTH_7,Resolvase
SL1344_1928	90371.CY43_11510	1.89e-167	474.0	28IS8@1|root,2Z8RE@2|Bacteria,1R7XF@1224|Proteobacteria,1RZE4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1929	175950.Q8HAB3_9CAUD	3.44e-137	388.0	4QAIQ@10239|Viruses	10239|Viruses	S	Caudovirales tail fibre assembly protein	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019012,GO:0019058,GO:0019062,GO:0019068,GO:0022610,GO:0030260,GO:0030430,GO:0033643,GO:0033646,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217,GO:0044403,GO:0044406,GO:0044409,GO:0044419,GO:0044423,GO:0044650,GO:0046718,GO:0046813,GO:0051701,GO:0051704,GO:0051806,GO:0051828,GO:0098003,GO:0098004,GO:0098015,GO:0098024,GO:0098671,GO:0098678	-	-	-	-	-	-	-	-	-	-	-
SL1344_1930	175950.Q8HAB4_9CAUD	0.0	1000.0	4QGX7@10239|Viruses,4R02W@35237|dsDNA viruses  no RNA stage,4QTPW@28883|Caudovirales	28883|Caudovirales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1931	90371.CY43_10545	2.56e-146	411.0	COG3778@1|root,COG3778@2|Bacteria,1N3CF@1224|Proteobacteria,1S3EK@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Uncharacterised protein conserved in bacteria (DUF2313)	ymfQ	-	-	-	-	-	-	-	-	-	-	-	DUF2313
SL1344_1932	90371.CY43_10550	2.48e-118	345.0	COG3299@1|root,COG3299@2|Bacteria,1PYEJ@1224|Proteobacteria,1RU76@1236|Gammaproteobacteria,3ZNDY@590|Salmonella	1236|Gammaproteobacteria	S	Baseplate J-like protein	-	-	-	-	-	-	-	-	-	-	-	-	Baseplate_J
SL1344_1933	175950.Q8HAB7_9CAUD	2.49e-128	364.0	4QAMU@10239|Viruses,4QV4U@35237|dsDNA viruses  no RNA stage,4QPEV@28883|Caudovirales	28883|Caudovirales	S	Baseplate J-like protein	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019012,GO:0019058,GO:0019068,GO:0030430,GO:0033643,GO:0033646,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217,GO:0044403,GO:0044419,GO:0044423,GO:0051704,GO:0098003,GO:0098015,GO:0098025	-	-	-	-	-	-	-	-	-	-	-
SL1344_1934	175950.Q8HAB8_9CAUD	3.31e-98	285.0	4QFCQ@10239|Viruses,4QZID@35237|dsDNA viruses  no RNA stage,4QRCT@28883|Caudovirales	28883|Caudovirales	S	Phage protein GP46	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019012,GO:0019058,GO:0019068,GO:0030430,GO:0033643,GO:0033646,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217,GO:0044403,GO:0044419,GO:0044423,GO:0051704,GO:0098003,GO:0098015,GO:0098025	-	-	-	-	-	-	-	-	-	-	-
SL1344_1935	175950.Q8HAB9_9CAUD	8.39e-125	355.0	4QCC2@10239|Viruses,4QWJ2@35237|dsDNA viruses  no RNA stage,4QRVP@28883|Caudovirales	28883|Caudovirales	S	Bacteriophage Mu Gp45 protein	-	GO:0003674,GO:0005488,GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019012,GO:0019058,GO:0019068,GO:0030260,GO:0030430,GO:0033643,GO:0033646,GO:0039678,GO:0043167,GO:0043169,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217,GO:0044403,GO:0044409,GO:0044419,GO:0044423,GO:0046718,GO:0046872,GO:0051701,GO:0051704,GO:0051806,GO:0051828,GO:0098003,GO:0098015,GO:0098025,GO:0099000	-	-	-	-	-	-	-	-	-	-	-
SL1344_1936	175950.Q8HAC0_9CAUD	3.42e-259	709.0	4QGWB@10239|Viruses,4QVEP@35237|dsDNA viruses  no RNA stage,4QPXG@28883|Caudovirales	28883|Caudovirales	-	-	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019012,GO:0019058,GO:0019068,GO:0030260,GO:0030430,GO:0033643,GO:0033646,GO:0039678,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217,GO:0044403,GO:0044409,GO:0044419,GO:0044423,GO:0046718,GO:0051701,GO:0051704,GO:0051806,GO:0051828,GO:0098003,GO:0098015,GO:0098025,GO:0099000	-	-	-	-	-	-	-	-	-	-	-
SL1344_1937	90371.CY43_10570	0.0	873.0	COG4228@1|root,COG4228@2|Bacteria,1PW1M@1224|Proteobacteria,1RU2D@1236|Gammaproteobacteria,3ZNF7@590|Salmonella	1236|Gammaproteobacteria	S	DNA circularisation protein N-terminus	-	-	-	-	-	-	-	-	-	-	-	-	DNA_circ_N
SL1344_1938	175950.Q8HAC2_9CAUD	0.0	1173.0	4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales	28883|Caudovirales	S	N-acetylmuramoyl-L-alanine amidase activity	-	GO:0008150,GO:0016032,GO:0019058,GO:0019068,GO:0044403,GO:0044419,GO:0051704,GO:0098003	-	-	-	-	-	-	-	-	-	-	-
SL1344_1939	175950.Q8HAC3_9CAUD	4.77e-69	209.0	4QDWB@10239|Viruses,4QXAA@35237|dsDNA viruses  no RNA stage,4QRZ6@28883|Caudovirales	28883|Caudovirales	S	Pfam:Phage_TAC_7	-	GO:0008150,GO:0016032,GO:0019058,GO:0019068,GO:0044403,GO:0044419,GO:0051704,GO:0098003	-	-	-	-	-	-	-	-	-	-	-
SL1344_1940	90371.CY43_10585	9.76e-82	241.0	2DP11@1|root,33031@2|Bacteria,1NAU1@1224|Proteobacteria,1S3T4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	phage tail	-	-	-	-	-	-	-	-	-	-	-	-	Tail_tube
SL1344_1941	175950.Q8HAC5_9CAUD	0.0	961.0	4QAZ6@10239|Viruses,4QUU8@35237|dsDNA viruses  no RNA stage,4QPHV@28883|Caudovirales	28883|Caudovirales	S	Phage tail sheath protein	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019012,GO:0019058,GO:0030260,GO:0030430,GO:0033643,GO:0033646,GO:0039678,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217,GO:0044403,GO:0044409,GO:0044419,GO:0044423,GO:0046718,GO:0051701,GO:0051704,GO:0051806,GO:0051828,GO:0098015,GO:0098027,GO:0099000	-	-	-	-	-	-	-	-	-	-	-
SL1344_1942	175950.Q8HAC7_9CAUD	1.74e-135	383.0	4QDXV@10239|Viruses,4QXQV@35237|dsDNA viruses  no RNA stage,4QTAN@28883|Caudovirales	28883|Caudovirales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1943	175950.Q8HAC8_9CAUD	1.93e-118	338.0	4QH9K@10239|Viruses,4QZTQ@35237|dsDNA viruses  no RNA stage,4QU52@28883|Caudovirales	28883|Caudovirales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1944	175950.Q8HAC9_9CAUD	4.94e-94	274.0	4QB12@10239|Viruses,4QV5M@35237|dsDNA viruses  no RNA stage,4QPN3@28883|Caudovirales	28883|Caudovirales	S	Phage head-tail joining protein	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1945	90371.CY43_10615	2.07e-71	214.0	2CY2P@1|root,32T3A@2|Bacteria,1N01K@1224|Proteobacteria,1SAJ7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Phage gp6-like head-tail connector protein	-	-	-	-	-	-	-	-	-	-	-	-	Phage_connect_1
SL1344_1946	175950.Q8HAD1_9CAUD	3.36e-38	127.0	4QE9Y@10239|Viruses,4QY09@35237|dsDNA viruses  no RNA stage,4QTEW@28883|Caudovirales	28883|Caudovirales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1947	175950.Q8HAD2_9CAUD	1.35e-283	775.0	4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales	28883|Caudovirales	S	N-acetylmuramoyl-L-alanine amidase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1948	175950.Q8HAD3_9CAUD	4.48e-161	451.0	4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales	28883|Caudovirales	S	N-acetylmuramoyl-L-alanine amidase activity	-	GO:0003674,GO:0003824,GO:0005575,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009987,GO:0016032,GO:0016043,GO:0016787,GO:0017171,GO:0019012,GO:0019058,GO:0019068,GO:0019069,GO:0019075,GO:0019538,GO:0022607,GO:0043170,GO:0044085,GO:0044238,GO:0044403,GO:0044419,GO:0046797,GO:0051704,GO:0070011,GO:0071704,GO:0071840,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	-
SL1344_1949	175950.Q8HAD4_9CAUD	1.53e-309	842.0	4QAYV@10239|Viruses,4QUZ7@35237|dsDNA viruses  no RNA stage,4QPU3@28883|Caudovirales	28883|Caudovirales	S	Phage portal protein	-	GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005575,GO:0006508,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0008233,GO:0016032,GO:0016787,GO:0019012,GO:0019028,GO:0019058,GO:0019538,GO:0030260,GO:0039678,GO:0043170,GO:0044238,GO:0044403,GO:0044409,GO:0044419,GO:0044423,GO:0044766,GO:0046718,GO:0046794,GO:0051179,GO:0051234,GO:0051701,GO:0051704,GO:0051806,GO:0051828,GO:0071704,GO:0097159,GO:0099000,GO:0099001,GO:0140096,GO:1901363,GO:1901564,GO:1902579	-	-	-	-	-	-	-	-	-	-	-
SL1344_1950	175950.Q8HAD6_9CAUD	0.0	1191.0	4QBV3@10239|Viruses,4QW0W@35237|dsDNA viruses  no RNA stage,4QPPJ@28883|Caudovirales	28883|Caudovirales	S	Phage Terminase	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1951	175950.Q8HAD7_9CAUD	2.47e-116	333.0	4QBS6@10239|Viruses,4QUNW@35237|dsDNA viruses  no RNA stage,4QPP2@28883|Caudovirales	28883|Caudovirales	S	Phage terminase, small subunit	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1952	175950.Q8HA82_9CAUD	3.16e-86	253.0	4QAKE@10239|Viruses,4QUP7@35237|dsDNA viruses  no RNA stage,4QPCE@28883|Caudovirales	28883|Caudovirales	S	endonuclease activity	-	GO:0003674,GO:0003676,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
SL1344_1953	218493.SBG_0919	3.38e-26	100.0	2EPK3@1|root,33H6Q@2|Bacteria,1NJEI@1224|Proteobacteria,1SISH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1954	218493.SBG_0917	1.91e-88	261.0	2DBPD@1|root,2ZA8M@2|Bacteria,1R6Q9@1224|Proteobacteria,1RSD1@1236|Gammaproteobacteria,3ZMHU@590|Salmonella	1236|Gammaproteobacteria	S	KilA-N	-	-	-	-	-	-	-	-	-	-	-	-	KilA-N
SL1344_1955	175950.Q8HA85_9CAUD	1.17e-105	305.0	4QB5H@10239|Viruses,4QV85@35237|dsDNA viruses  no RNA stage,4QPQR@28883|Caudovirales	28883|Caudovirales	S	Bacteriophage Rz lysis protein	-	GO:0003674,GO:0003824,GO:0005575,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009987,GO:0016020,GO:0016021,GO:0016032,GO:0016787,GO:0018995,GO:0019058,GO:0019076,GO:0019538,GO:0019835,GO:0020002,GO:0031224,GO:0033643,GO:0033644,GO:0035890,GO:0035891,GO:0040011,GO:0043170,GO:0043657,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044238,GO:0044279,GO:0044403,GO:0044419,GO:0044425,GO:0051701,GO:0051704,GO:0052126,GO:0052192,GO:0071704,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	-
SL1344_1956	175950.Q8HA86_9CAUD	1.07e-147	415.0	4QAVB@10239|Viruses,4QVAN@35237|dsDNA viruses  no RNA stage,4QQH3@28883|Caudovirales	28883|Caudovirales	S	chitinase activity	-	GO:0000270,GO:0001906,GO:0001907,GO:0003674,GO:0003824,GO:0005975,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0016032,GO:0016052,GO:0016787,GO:0019048,GO:0019058,GO:0019076,GO:0019835,GO:0030203,GO:0031640,GO:0035821,GO:0035890,GO:0035891,GO:0039633,GO:0040011,GO:0042742,GO:0043170,GO:0043207,GO:0044003,GO:0044004,GO:0044033,GO:0044035,GO:0044040,GO:0044041,GO:0044238,GO:0044278,GO:0044364,GO:0044403,GO:0044419,GO:0044659,GO:0044661,GO:0050896,GO:0051672,GO:0051701,GO:0051704,GO:0051707,GO:0051817,GO:0051818,GO:0051883,GO:0052126,GO:0052192,GO:0071704,GO:0098542,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575	-	-	-	-	-	-	-	-	-	-	-
SL1344_1957	175950.Q8HA87_9CAUD	7.83e-59	183.0	4QANN@10239|Viruses,4QWIF@35237|dsDNA viruses  no RNA stage,4QQKA@28883|Caudovirales	28883|Caudovirales	S	Pfam:Phage_holin_3_1	-	GO:0001906,GO:0001907,GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0008150,GO:0009987,GO:0015267,GO:0016020,GO:0016021,GO:0016032,GO:0018995,GO:0019048,GO:0019058,GO:0019076,GO:0019835,GO:0020002,GO:0022803,GO:0022857,GO:0031224,GO:0031640,GO:0033643,GO:0033644,GO:0034290,GO:0034291,GO:0035821,GO:0035890,GO:0035891,GO:0039633,GO:0040011,GO:0043657,GO:0044003,GO:0044004,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044279,GO:0044364,GO:0044403,GO:0044419,GO:0044425,GO:0044659,GO:0044660,GO:0044661,GO:0051179,GO:0051234,GO:0051701,GO:0051704,GO:0051817,GO:0051818,GO:0051883,GO:0052126,GO:0052192,GO:0055085	-	-	-	-	-	-	-	-	-	-	-
SL1344_1958	90371.CY43_10680	2.31e-35	123.0	297RN@1|root,2ZUYG@2|Bacteria,1P8IZ@1224|Proteobacteria,1SW2U@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1959	175950.Q8HA89_9CAUD	2.53e-152	427.0	4QBMG@10239|Viruses,4QZ2U@35237|dsDNA viruses  no RNA stage,4QTJ7@28883|Caudovirales	28883|Caudovirales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1960	90371.CY43_10690	1.54e-244	671.0	COG1403@1|root,COG1403@2|Bacteria,1N0FM@1224|Proteobacteria,1RP42@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	Protein of unknown function (DUF968)	ydfU	-	-	-	-	-	-	-	-	-	-	-	DUF968
SL1344_1961	175950.Q8HA92_9CAUD	6.14e-210	580.0	4QAQY@10239|Viruses,4QUWR@35237|dsDNA viruses  no RNA stage,4QPIN@28883|Caudovirales	28883|Caudovirales	S	KilA-N domain	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1962	90371.CY43_10705	3.51e-222	611.0	COG4725@1|root,COG4725@2|Bacteria,1R43Z@1224|Proteobacteria,1RP5C@1236|Gammaproteobacteria	1236|Gammaproteobacteria	KT	DNA N-6-adenine-methyltransferase (Dam)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0006139,GO:0006259,GO:0006304,GO:0006305,GO:0006306,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0009007,GO:0009008,GO:0009987,GO:0016740,GO:0016741,GO:0032259,GO:0032775,GO:0034641,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044728,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901363	-	-	-	-	-	-	-	-	-	-	Dam
SL1344_1963	175950.Q8HA95_9CAUD	6.74e-124	354.0	4QBHU@10239|Viruses,4QVDA@35237|dsDNA viruses  no RNA stage,4QPX1@28883|Caudovirales	28883|Caudovirales	S	PerC transcriptional activator	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1964	90371.CY43_10715	4.88e-196	543.0	COG0640@1|root,COG3756@1|root,COG0640@2|Bacteria,COG3756@2|Bacteria,1N0B6@1224|Proteobacteria,1S9GJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_36
SL1344_1965	90371.CY43_10725	1.37e-277	759.0	COG3646@1|root,COG3646@2|Bacteria,1N86G@1224|Proteobacteria,1S8Y9@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Phage regulatory protein, Rha family	Z012_01170	-	-	-	-	-	-	-	-	-	-	-	ORF11CD3,Phage_ASH,Phage_pRha
SL1344_1966	90371.CY43_10730	2.64e-129	369.0	29HZS@1|root,304WU@2|Bacteria,1RD9W@1224|Proteobacteria,1S51F@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	ymfL	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1967	175950.Q8HAA0_9CAUD	1.02e-163	458.0	4QAQV@10239|Viruses,4QUPK@35237|dsDNA viruses  no RNA stage,4QPCB@28883|Caudovirales	28883|Caudovirales	S	protein disulfide oxidoreductase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1968	175950.Q8HAA1_9CAUD	6.67e-83	248.0	4QE7W@10239|Viruses,4QYAK@35237|dsDNA viruses  no RNA stage,4QT0Y@28883|Caudovirales	28883|Caudovirales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1969	175950.Q8HAA2_9CAUD	2.51e-195	541.0	4QCC7@10239|Viruses,4QV9X@35237|dsDNA viruses  no RNA stage,4QPMT@28883|Caudovirales	28883|Caudovirales	S	Uncharacterized conserved protein (DUF2303)	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1970	90371.CY43_10765	2.14e-128	364.0	COG1896@1|root,COG1896@2|Bacteria,1RACF@1224|Proteobacteria,1S2SY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	5'-deoxynucleotidase activity	yfdR	GO:0002953,GO:0003674,GO:0003824,GO:0005488,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0046872,GO:0046914,GO:0050897	-	ko:K06952	-	-	-	-	ko00000	-	-	-	-
SL1344_1971	175950.Q8HAA5_9CAUD	9.17e-126	357.0	4QC3Q@10239|Viruses,4QVEE@35237|dsDNA viruses  no RNA stage,4QPSH@28883|Caudovirales	28883|Caudovirales	S	Protein of unknown function DUF262	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1972	101570.Q5G8U8_9CAUD	2.1e-39	143.0	4QB2V@10239|Viruses,4QV56@35237|dsDNA viruses  no RNA stage,4QPAK@28883|Caudovirales,4QKNR@10699|Siphoviridae	10699|Siphoviridae	S	Ead/Ea22-like protein	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1973	90371.CY43_10780	3.33e-110	323.0	COG1196@1|root,COG1196@2|Bacteria	2|Bacteria	D	nuclear chromosome segregation	-	-	-	ko:K21471	-	-	-	-	ko00000,ko01000,ko01002,ko01011	-	-	-	DUF4150,NLPC_P60
SL1344_1974	90371.CY43_10785	7.09e-141	397.0	COG0847@1|root,COG0847@2|Bacteria,1R9YS@1224|Proteobacteria,1S23K@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	3' exoribonuclease, RNase T-like	-	-	-	-	-	-	-	-	-	-	-	-	DUF5051
SL1344_1975	1115515.EV102420_11_00520	8.35e-42	137.0	2EK1Q@1|root,33DS6@2|Bacteria,1NGTR@1224|Proteobacteria,1SI4J@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Domain of unknown function (DUF4224)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4224
