seq,start,end,strand,locus_tag,com_id,type,description,locus_tag,WT_INPUT_R1,WT_INPUT_R2,WT_INPUT_R3,WT_OUTPUT_R1,WT_OUTPUT_R2,WT_OUTPUT_R3,WT_INPUT_R4,WT_OUTPUT_R4,WT_INPUT_R5,WT_OUTPUT_R5,WT_INPUT_R6,WT_OUTPUT_R6,WT_INPUT_R7,WT_OUTPUT_R7,WT_INPUT_R8,WT_OUTPUT_R8,WT_INPUT_R9,WT_OUTPUT_R9
FQ312003.1,2620007,2620364,-1,SL1344_2470,SL1344_2470,CDS,hypothetical transposase,SL1344_2470,625,695,660,497,374,417,532,375,583,423,509,274,642,410,714,456,713,448
FQ312003.1,2620520,2622098,-1,SL1344_2471,guaA,CDS,GMP synthase [glutamine-hydrolyzing],SL1344_2471,97,79,37,9,13,8,15,6,9,4,21,0,1,0,34,2,6,0
FQ312003.1,2622167,2623634,-1,SL1344_2472,guaB,CDS,inosine-5'-monophosphate dehydrogenase,SL1344_2472,510,294,193,39,36,34,196,18,107,32,137,15,109,19,164,32,138,22
FQ312003.1,2623794,2625144,1,SL1344_2473,xseA,CDS,Probable exodeoxyribonuclease VII large subunit,SL1344_2473,238,158,141,112,39,79,246,168,214,176,231,104,243,172,240,174,139,130
FQ312003.1,2625305,2631425,-1,SL1344_2474,shdA,CDS,host colonisation factor (ShdA),SL1344_2474,4363,3623,2962,3643,1922,2541,3681,2637,2970,2634,3744,1607,3815,2694,3964,2922,3957,2582
FQ312003.1,2632118,2639425,-1,SL1344_2475,ratB,pseudo,hypothetical outer membrane protein (RatB) (pseudogene),SL1344_2475,4096,3418,2786,3315,1723,2222,2953,2315,2903,2300,3346,1489,3300,2414,3528,2683,3701,2485
FQ312003.1,2639590,2645188,-1,SL1344_2477,ratA,CDS,hypothetical exported protein (RatA),SL1344_2477,3541,2731,2065,2897,1333,1839,2570,1904,2316,1958,2901,1220,2933,1811,3040,2191,2894,2057
FQ312003.1,2645307,2646267,-1,SL1344_2478,sinI,CDS,hypothetical exported protein,SL1344_2478,670,556,365,521,271,323,472,336,461,362,523,247,523,365,570,403,461,359
FQ312003.1,2646324,2648517,-1,SL1344_2479,sinH,CDS,intimin,SL1344_2479,1345,1347,1209,1126,686,1047,1081,844,1054,784,1318,446,1055,934,1307,974,1308,873
FQ312003.1,2648862,2649084,-1,SL1344_2480,yfgJ,CDS,conserved hypothetical protein,SL1344_2480,996,673,621,825,407,515,650,497,610,516,632,313,663,578,825,626,645,515
FQ312003.1,2649172,2650645,-1,SL1344_2481,engA,CDS,GTP-binding protein engA.,SL1344_2481,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FQ312003.1,2650763,2651942,-1,SL1344_2482,yfgL,CDS,hypothetical lipoprotein,SL1344_2482,17,14,12,6,1,10,14,1,13,18,9,7,10,4,15,13,46,28
FQ312003.1,2651952,2652573,-1,SL1344_2483,yfgM,CDS,hypothetical membrane protein,SL1344_2483,91,82,78,47,18,39,107,44,72,64,77,28,81,39,93,58,54,57
FQ312003.1,2652586,2653861,-1,SL1344_2484,hisS,CDS,Histidyl-tRNA synthetase,SL1344_2484,1,2,3,4,1,0,0,4,11,1,9,1,0,1,1,9,2,0
FQ312003.1,2653971,2655090,-1,SL1344_2485,gcpE,CDS,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,SL1344_2485,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FQ312003.1,2655116,2656121,-1,SL1344_2486,yfgA,CDS,hypothetical DNA-binding protein,SL1344_2486,670,483,349,387,153,185,467,270,399,284,475,153,602,250,574,315,640,223
FQ312003.1,2656412,2657579,-1,SL1344_2487,yfgB,CDS,conserved hypothetical protein,SL1344_2487,778,610,443,738,284,373,467,340,507,458,618,209,495,405,664,390,558,430
FQ312003.1,2657785,2658217,-1,SL1344_2488,ndk,CDS,nucleoside diphosphate kinase (ndk),SL1344_2488,83,74,67,79,58,72,44,26,48,32,75,27,71,25,39,40,28,59
FQ312003.1,2658337,2659201,-1,SL1344_2489,SL1344_2489,CDS,hypothetical polyferredoxin,SL1344_2489,582,472,391,610,276,358,523,329,363,394,601,211,475,382,648,384,457,371
FQ312003.1,2659200,2660010,-1,SL1344_2490,SL1344_2490,CDS,hypothetical anaerobic reductase component,SL1344_2490,635,553,386,564,278,282,466,309,418,349,486,245,444,396,547,431,567,380
FQ312003.1,2660002,2660632,-1,SL1344_2491,SL1344_2491,CDS,hypothetical anaerobic reductase component,SL1344_2491,478,385,383,421,215,273,256,292,249,270,376,166,410,313,397,308,387,292
FQ312003.1,2660628,2663007,-1,SL1344_2492,SL1344_2492,CDS,dimethyl sulfoxide reductase,SL1344_2492,1330,1830,1540,1070,981,1080,1290,970,1224,1009,1548,661,1474,1111,1622,1170,1428,1135
FQ312003.1,2663162,2665478,-1,SL1344_2493,pbpC,CDS,penicillin-binding protein 1C,SL1344_2493,898,866,663,733,480,540,807,624,782,608,808,403,848,668,897,705,879,609
FQ312003.1,2665478,2670413,-1,SL1344_2494,SL1344_2494,CDS,hypothetical lipoprotein,SL1344_2494,3093,2181,1677,2484,1155,1360,2198,1441,1785,1718,2235,975,2137,1555,2460,1810,2505,1731
FQ312003.1,2670621,2671464,1,SL1344_2495,SL1344_2495,CDS,hypothetical thiosulfate sulfurtransferase,SL1344_2495,971,751,587,784,387,552,683,438,680,582,764,352,667,584,942,603,739,585
FQ312003.1,2671710,2672379,1,SL1344_2496,SL1344_2496,CDS,hypothetical protein,SL1344_2496,938,1488,1161,670,699,842,949,701,897,794,1120,424,1102,676,1102,813,914,689
FQ312003.1,2672947,2673724,-1,SL1344_2497,sseBb,CDS,enhanced serine sensitivity protein,SL1344_2497,375,270,230,314,157,200,231,192,177,230,303,140,316,227,233,227,287,211
FQ312003.1,2673833,2675117,-1,SL1344_2498,pepB,CDS,Peptidase B,SL1344_2498,1065,785,622,878,424,520,819,565,621,569,831,349,863,522,857,662,784,548
FQ312003.1,2675363,2675564,-1,SL1344_2499,yfhJ,CDS,conserved hypothetical protein,SL1344_2499,373,306,259,368,207,188,387,203,283,230,340,165,286,215,356,243,305,177
FQ312003.1,2675575,2675911,-1,SL1344_2500,fdx,CDS,ferredoxin,SL1344_2500,3,4,0,5,1,0,0,5,7,8,1,3,6,3,2,0,12,11
FQ312003.1,2675912,2677763,-1,SL1344_2501,hscA,CDS,Chaperone protein hscA,SL1344_2501,201,156,115,139,48,89,183,95,118,137,217,61,162,116,197,148,173,117
FQ312003.1,2677775,2678291,-1,SL1344_2502,hscB,CDS,Co-chaperone protein hscB,SL1344_2502,76,52,41,27,16,20,32,17,54,34,27,15,41,42,31,35,34,23
FQ312003.1,2678486,2678810,-1,SL1344_2503,iscA,CDS,conserved hypothetical protein,SL1344_2503,39,57,36,42,19,35,56,27,12,39,60,18,36,43,48,52,13,54
FQ312003.1,2678838,2679225,-1,SL1344_2504,nifU,CDS,NifU-like protein,SL1344_2504,1,5,0,0,1,3,12,0,4,5,9,0,0,0,11,2,0,1
FQ312003.1,2679252,2680467,-1,SL1344_2505,iscS,CDS,Cysteine desulfurase,SL1344_2505,203,152,134,205,60,104,130,101,116,119,84,54,167,108,134,131,128,95
FQ312003.1,2680647,2681142,-1,SL1344_2506,yfhP,CDS,conserved hypothetical protein,SL1344_2506,73,69,54,126,65,56,79,55,73,69,58,36,91,60,41,60,84,52
FQ312003.1,2681301,2682033,-1,SL1344_2507,SL1344_2507,CDS,hypothetical RNA methyltransferase,SL1344_2507,508,358,298,454,211,246,383,397,280,310,380,187,372,342,491,371,423,290
FQ312003.1,2682151,2682955,1,SL1344_2508,suhB,CDS,extragenic suppressor protein SuhB,SL1344_2508,95,83,67,100,45,59,56,45,72,40,43,33,56,63,46,67,59,58
FQ312003.1,2683099,2683978,1,SL1344_2509,SL1344_2509,CDS,hypothetical membrane protein,SL1344_2509,1559,1526,1210,1238,804,984,1284,1031,1197,1071,1381,604,1393,1016,1489,1012,1471,950
FQ312003.1,2684159,2685203,1,SL1344_2510,asrA,CDS,anaerobic sulfite reductase subunit A,SL1344_2510,471,930,821,416,528,657,592,440,570,531,616,297,690,443,550,472,749,451
FQ312003.1,2685206,2686025,1,SL1344_2511,asrB,CDS,anaerobic sulfite reductase subunit B,SL1344_2511,658,592,501,595,301,348,529,413,394,422,686,247,515,386,644,432,529,385
FQ312003.1,2686035,2687049,1,SL1344_2512,asrC,CDS,anaerobic sulfite reductase subunit C,SL1344_2512,728,510,370,503,289,366,422,332,432,405,525,209,487,342,547,398,455,353
FQ312003.1,2687049,2688036,-1,SL1344_2513,SL1344_2513,CDS,hypothetical inner membrane protein,SL1344_2513,680,471,401,595,256,346,486,318,431,344,500,237,495,457,588,484,512,412
FQ312003.1,2688026,2688665,-1,SL1344_2514,SL1344_2514,CDS,hypothetical exported protein,SL1344_2514,407,277,253,294,149,148,225,210,210,187,343,105,293,190,230,241,277,174
FQ312003.1,2688790,2690068,1,SL1344_2515,csiE,CDS,stationary phase inducible protein CsiE,SL1344_2515,500,365,314,487,220,269,259,256,307,263,332,155,274,216,387,249,330,217
FQ312003.1,2690062,2691202,-1,SL1344_2516,hcaT,CDS,hypothetical 3-phenylpropionate permease,SL1344_2516,556,461,367,406,239,281,433,264,337,266,512,192,375,278,530,344,418,328
FQ312003.1,2691397,2692651,-1,SL1344_2517,glyA,CDS,serine hydroxymethyltransferase,SL1344_2517,192,175,102,184,62,103,157,86,115,139,158,66,119,111,148,102,84,81
FQ312003.1,2692975,2694166,1,SL1344_2518,hmpA,CDS,flavohemoprotein (haemoglobin-like protein),SL1344_2518,766,608,507,971,362,481,521,502,480,573,655,339,630,634,650,551,721,531
FQ312003.1,2694347,2695892,1,SL1344_2519,cadC,CDS,transcriptional activator cadC,SL1344_2519,4695,4985,3817,3673,2530,3111,3332,2622,3437,2781,3814,1750,3894,2812,4247,3022,4215,2869
FQ312003.1,2696252,2697584,1,SL1344_2520,cadB,CDS,probable cadaverine/lysine antiporter,SL1344_2520,1879,1940,1536,1522,996,1228,1451,1102,1314,1137,1582,651,1784,1217,1810,1372,1773,1238
FQ312003.1,2697729,2699811,1,SL1344_2521,cadA,CDS,lysine decarboxylase,SL1344_2521,1879,1703,1535,1646,888,1101,1310,1144,1185,1120,1491,607,1658,1066,1800,1308,1650,1101
FQ312003.1,2699866,2701327,1,SL1344_2522,yjdL,CDS,hypothetical transmembrane transport protein,SL1344_2522,691,474,413,551,288,292,451,347,465,378,477,212,561,387,481,428,520,371
FQ312003.1,2701375,2701714,-1,SL1344_2523,glnB,CDS,nitrogen regulatory protein p-II,SL1344_2523,63,40,47,97,28,46,72,59,39,51,37,28,43,41,52,68,59,40
FQ312003.1,2701790,2703128,-1,SL1344_2524,yfhA,CDS,hypothetical transcriptional regulator,SL1344_2524,723,483,409,728,280,456,698,571,470,665,781,278,655,541,783,706,632,466
FQ312003.1,2703124,2703889,-1,SL1344_2525,yfhG,CDS,hypothetical membrane protein,SL1344_2525,561,419,352,561,199,313,447,407,396,413,487,202,571,438,538,523,439,379
FQ312003.1,2703890,2705333,-1,SL1344_2526,yfhK,CDS,hypothetical sensor kinase protein,SL1344_2526,771,571,507,791,317,467,698,528,654,613,804,344,756,691,707,700,734,518
FQ312003.1,2705970,2709858,-1,SL1344_2527,purG,CDS,Phosphoribosylformylglycinamidine synthase,SL1344_2527,2109,1517,1283,275,241,178,1561,230,1331,312,1775,145,1888,261,1732,221,1728,198
FQ312003.1,2710113,2711658,1,SL1344_2529,yfhD,CDS,hypothetical exported protein,SL1344_2529,624,505,388,513,258,324,478,297,403,315,418,200,465,301,479,373,465,345
FQ312003.1,2711708,2712260,-1,SL1344_2530,yfhC,CDS,conserved hypothetical protein,SL1344_2530,311,164,138,243,83,116,113,130,99,179,150,78,221,143,172,158,173,131
FQ312003.1,2712284,2712920,-1,SL1344_2531,yfhB,CDS,hypothetical membrane protein,SL1344_2531,362,270,185,279,141,172,267,166,177,178,260,97,208,175,286,176,310,179
FQ312003.1,2712923,2714285,-1,SL1344_2532,SL1344_2532,CDS,hypothetical PTS system IIBC component,SL1344_2532,555,458,369,528,270,352,417,267,380,393,525,186,506,346,707,390,561,314
FQ312003.1,2714295,2715189,-1,SL1344_2533,murQ,CDS,hypothetical phophosugar binding protein,SL1344_2533,629,508,427,440,233,307,411,253,362,333,478,215,458,336,591,367,506,283
FQ312003.1,2715304,2716153,1,SL1344_2534,yfhH,CDS,hypothetical transcriptional regulator,SL1344_2534,489,328,279,402,162,262,291,306,219,236,350,115,308,260,465,248,305,225
FQ312003.1,2716191,2717058,-1,SL1344_2535,SL1344_2535,CDS,hypothetical oxidoreductase,SL1344_2535,1247,1981,1651,1032,1039,1389,1508,1088,1280,1094,1658,746,1570,1049,1611,1210,1509,1120
FQ312003.1,2717130,2718327,-1,SL1344_2536,SL1344_2536,CDS,hypothetical transmembrane transport protein,SL1344_2536,64,1120,708,34,529,611,227,181,194,188,228,112,188,218,180,117,282,152
FQ312003.1,2718442,2719369,1,SL1344_2537,SL1344_2537,CDS,hypothetical transcriptional regulator,SL1344_2537,796,1136,949,612,561,831,844,548,782,624,980,397,871,636,829,713,1019,645
FQ312003.1,2719406,2719667,1,SL1344_2538,yfhL,CDS,hypothetical ferredoxin,SL1344_2538,120,129,124,130,74,94,151,82,122,126,105,48,132,73,128,96,204,91
FQ312003.1,2720158,2720890,-1,SL1344_2540,pdxJ,CDS,Pyridoxal phosphate biosynthetic protein pdxJ,SL1344_2540,28,19,10,15,5,13,20,14,5,18,12,16,37,17,1,7,2,4
FQ312003.1,2720901,2721630,-1,SL1344_2541,recO,CDS,DNA repair protein RecO,SL1344_2541,392,268,188,281,124,188,206,180,222,209,312,128,298,186,260,174,364,202
FQ312003.1,2721641,2722547,-1,SL1344_2542,era,CDS,GTP-binding protein era homolog.,SL1344_2542,10,12,11,3,1,4,4,6,8,2,10,0,4,3,0,1,4,4
FQ312003.1,2722543,2723146,-1,SL1344_2543,rnc,CDS,Ribonuclease III,SL1344_2543,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FQ312003.1,2724488,2726288,-1,SL1344_2545,lepA,CDS,GTP-binding protein LepA,SL1344_2545,280,246,236,316,136,167,167,90,104,126,152,63,189,127,177,117,249,104
FQ312003.1,2726743,2728186,1,SL1344_2546,gogB,CDS,Type III secretion system effector protein,SL1344_2546,470,1027,784,473,483,673,624,418,518,410,659,266,531,418,650,450,613,434
FQ312003.1,2729141,2729588,1,SL1344_2547,SL1344_2547,CDS,hypothetical transposase,SL1344_2547,192,999,869,143,553,684,458,234,428,361,549,214,471,347,346,328,411,322
FQ312003.1,2730252,2730318,-1,SL1344_2548,SL1344_2548,CDS,predicted bacteriophage protein,SL1344_2548,29,151,144,42,78,121,94,78,83,70,77,36,89,43,73,43,74,52
FQ312003.1,2730699,2730927,1,SL1344_2549,SL1344_2549,CDS,Endodeoxyribonuclease,SL1344_2549,57,102,70,47,49,69,64,34,40,52,70,17,54,37,37,44,54,48
FQ312003.1,2731023,2731602,-1,SL1344_2550,SL1344_2550,CDS,DNA Binding protein,SL1344_2550,117,647,458,75,276,412,241,189,250,187,282,117,234,205,224,161,323,182
FQ312003.1,2731591,2732416,-1,SL1344_2551,SL1344_2551,CDS,predicted bacteriophage protein,SL1344_2551,397,1647,1361,359,809,1027,829,687,879,711,979,524,1018,646,980,720,986,648
FQ312003.1,2732412,2734785,-1,SL1344_2552,SL1344_2552,CDS,similar to a DNA recombinase,SL1344_2552,1790,1736,1418,1380,907,1023,1396,1178,1220,1102,1506,688,1438,1181,1754,1130,1644,1051
FQ312003.1,2734838,2735081,-1,SL1344_2552A,SL1344_2552A,CDS,predicted bacteriophage protein,SL1344_2552A,65,78,54,46,33,38,49,46,46,54,84,14,46,54,58,39,74,56
FQ312003.1,2735119,2738482,-1,SL1344_2553,SL1344_2553,CDS,predicted bacteriophage protein,SL1344_2553,2621,2142,1828,2334,1175,1552,1899,1525,1747,1504,2413,1016,2003,1615,2379,1780,2307,1527
FQ312003.1,2738543,2739191,-1,SL1344_2554,SL1344_2554,CDS,predicted bacteriophage protein,SL1344_2554,535,386,329,507,199,316,452,306,365,325,463,207,372,303,521,353,454,312
FQ312003.1,2739088,2739826,-1,SL1344_2555,SL1344_2555,CDS,predicted bacteriophage protein,SL1344_2555,56,39,52,41,17,30,26,23,61,41,16,20,24,23,38,40,91,42
FQ312003.1,2739832,2740534,-1,SL1344_2556,SL1344_2556,CDS,predicted bacteriophage protein,SL1344_2556,422,256,242,259,130,183,281,251,260,196,297,125,325,204,234,249,316,210
FQ312003.1,2740540,2740870,-1,SL1344_2557,SL1344_2557,CDS,predicted bacteriophage protein,SL1344_2557,386,287,218,294,154,210,312,252,206,155,208,117,222,211,361,226,384,174
FQ312003.1,2740872,2743968,-1,SL1344_2558,SL1344_2558,CDS,predicted bacteriophage protein,SL1344_2558,1920,1498,1069,1485,767,994,1491,1051,1142,1041,1474,627,1249,936,1480,1189,1517,1063
FQ312003.1,2743939,2744257,-1,SL1344_2559,SL1344_2559,CDS,predicted bacteriophage protein,SL1344_2559,200,194,147,207,92,110,150,104,140,112,144,62,138,126,168,111,224,124
FQ312003.1,2744274,2744670,-1,SL1344_2560,SL1344_2560,CDS,predicted bacteriophage protein,SL1344_2560,306,259,165,291,149,165,198,145,205,188,302,92,244,187,275,224,263,180
FQ312003.1,2744720,2745467,-1,SL1344_2561,SL1344_2561,CDS,predicted bacteriophage protein,SL1344_2561,612,404,290,446,211,281,409,262,340,276,394,202,364,328,506,389,494,303
FQ312003.1,2745474,2745876,-1,SL1344_2562,SL1344_2562,CDS,predicted bacteriophage protein,SL1344_2562,321,188,149,253,106,144,209,136,197,164,199,71,169,140,237,156,191,137
FQ312003.1,2745864,2747115,1,SL1344_2563,gipA,CDS,phage encoded virulence factor,SL1344_2563,602,495,415,550,219,351,507,249,437,286,546,184,435,310,434,322,430,310
FQ312003.1,2747163,2747742,-1,SL1344_2564,SL1344_2564,CDS,predicted bacteriophage protein,SL1344_2564,273,191,185,209,113,147,242,133,155,158,152,79,170,161,155,173,274,177
FQ312003.1,2747769,2748153,-1,SL1344_2565,SL1344_2565,CDS,predicted bacteriophage protein,SL1344_2565,301,203,146,239,106,115,173,119,142,113,216,74,175,154,248,122,209,115
FQ312003.1,2748163,2748523,-1,SL1344_2566,SL1344_2566,CDS,predicted bacteriophage protein,SL1344_2566,281,197,143,217,80,124,205,114,130,144,150,83,133,164,244,160,188,158
FQ312003.1,2748580,2749609,-1,SL1344_2567,SL1344_2567,CDS,predicted bacteriophage protein,SL1344_2567,1070,798,625,863,416,480,725,525,589,565,632,339,746,482,827,644,886,524
FQ312003.1,2749663,2750011,-1,SL1344_2568,SL1344_2568,CDS,predicted bacteriophage protein,SL1344_2568,266,235,186,272,109,151,208,144,168,144,136,110,207,182,285,145,186,142
FQ312003.1,2750023,2751472,-1,SL1344_2569,SL1344_2569,CDS,predicted bacteriophage tail protein,SL1344_2569,534,384,311,426,199,281,303,324,335,342,384,189,394,251,436,359,428,279
FQ312003.1,2751509,2753090,-1,SL1344_2570,SL1344_2570,CDS,predicted bacteriophage protein,SL1344_2570,945,834,649,864,448,546,724,517,664,581,846,352,689,559,909,699,913,607
FQ312003.1,2753086,2753290,-1,SL1344_2571,SL1344_2571,CDS,predicted bacteriophage protein,SL1344_2571,282,197,195,243,94,122,171,132,204,165,280,107,198,161,228,200,297,149
FQ312003.1,2753273,2755205,-1,SL1344_2572,SL1344_2572,CDS,predicted bacteriophage protein,SL1344_2572,684,657,493,655,356,493,616,422,523,442,616,259,689,524,661,484,793,504
FQ312003.1,2755176,2755722,-1,SL1344_2573,SL1344_2573,CDS,predicted DNA packaging protein,SL1344_2573,647,651,529,531,307,401,426,389,438,389,574,237,554,413,557,389,470,409
FQ312003.1,2756008,2756410,1,SL1344_2574,SL1344_2574,CDS,predicted bacteriophage protein,SL1344_2574,762,1004,841,596,519,619,708,511,678,483,795,323,861,516,719,560,751,556
FQ312003.1,2756645,2757119,-1,SL1344_2575,SL1344_2575,CDS,predicted bacteriophage protein,SL1344_2575,235,509,450,234,266,310,295,250,281,254,442,151,339,290,352,247,446,266
FQ312003.1,2757115,2757568,-1,SL1344_2576,SL1344_2576,CDS,bacteriophage lysozyme,SL1344_2576,363,321,259,284,189,201,269,233,278,170,259,140,259,252,351,265,405,229
FQ312003.1,2758156,2758843,1,SL1344_2577,SL1344_2577,CDS,hypothetical bacteriophage encoded virulence protein,SL1344_2577,744,1333,1075,603,734,802,765,591,852,632,852,415,853,742,1044,700,885,674
FQ312003.1,2759752,2760316,-1,SL1344_2578,SL1344_2578,CDS,predicted bacteriophage protein,SL1344_2578,598,764,496,470,356,406,504,373,469,404,653,254,488,477,519,542,651,429
FQ312003.1,2760588,2761266,-1,SL1344_2579,SL1344_2579,CDS,predicted antitermination protein,SL1344_2579,537,662,572,463,356,427,673,392,530,386,655,267,546,409,533,526,588,432
FQ312003.1,2761262,2761403,-1,SL1344_2580,SL1344_2580,CDS,predicted bacteriophage protein,SL1344_2580,23,13,11,16,6,6,19,16,17,21,20,7,10,12,26,23,15,7
FQ312003.1,2761399,2762011,-1,SL1344_2581,SL1344_2581,CDS,predicted bacteriophage protein,SL1344_2581,295,273,190,275,168,201,288,163,207,194,315,109,271,222,271,233,234,205
FQ312003.1,2762219,2762822,-1,SL1344_2582,SL1344_2582,CDS,predicted bacteriophage protein,SL1344_2582,413,420,359,395,215,265,384,249,280,258,397,186,352,260,377,329,335,251
FQ312003.1,2762856,2763105,-1,SL1344_2583,SL1344_2583,CDS,predicted bacteriophage protein,SL1344_2583,638,644,565,505,337,344,408,333,475,375,541,221,499,402,549,428,558,407
FQ312003.1,2763221,2763455,-1,SL1344_2584,SL1344_2584,CDS,hypothetical damage-inducible protein,SL1344_2584,374,645,536,319,319,412,499,347,525,408,445,219,480,396,700,376,579,397
FQ312003.1,2763713,2763905,-1,SL1344_2585,SL1344_2585,CDS,predicted bacteriophage protein,SL1344_2585,533,856,777,423,448,637,627,448,554,484,634,307,682,488,711,555,709,493
FQ312003.1,2764016,2764298,-1,SL1344_2586,SL1344_2586,CDS,predicted bacteriophage protein,SL1344_2586,839,1017,725,723,516,628,808,658,765,617,785,369,830,671,827,803,935,676
FQ312003.1,2764290,2764944,-1,SL1344_2587,SL1344_2587,CDS,predicted bacteriophage protein,SL1344_2587,942,1131,952,759,602,786,970,687,730,616,924,437,839,696,1085,779,1060,691
FQ312003.1,2764946,2765417,-1,SL1344_2588,SL1344_2588,CDS,predicted methyltransferase,SL1344_2588,398,444,401,334,222,262,327,238,268,252,373,194,373,237,394,309,304,284
FQ312003.1,2765418,2766084,-1,SL1344_2589,SL1344_2589,CDS,predicted bacteriophage protein,SL1344_2589,105,81,43,112,54,56,76,40,91,49,63,44,86,53,70,80,137,81
FQ312003.1,2766098,2766791,-1,SL1344_2590,gpP,CDS,predicted bacteriophage replication protein P,SL1344_2590,246,155,140,193,86,121,91,143,121,117,158,55,176,79,193,128,231,120
FQ312003.1,2766787,2767693,-1,SL1344_2591,gpO,CDS,bacteriophage replication protein,SL1344_2591,270,208,187,204,140,121,192,152,204,175,191,100,220,177,249,177,249,169
FQ312003.1,2767784,2768207,-1,SL1344_2592,cIIa,CDS,regulatory protein CII,SL1344_2592,290,265,199,167,99,142,165,97,105,110,194,73,144,118,177,133,141,115
FQ312003.1,2768449,2768833,1,SL1344_2593,SL1344_2593,CDS,hypothetical DNA-binding protein,SL1344_2593,169,107,112,42,13,27,179,39,204,32,261,26,206,42,183,43,217,35
FQ312003.1,2768984,2770070,1,SL1344_2594,SL1344_2594,CDS,predicted bacteriophage protein,SL1344_2594,2588,2194,1995,2221,1270,1659,1852,1430,1664,1473,2092,850,1965,1487,2022,1552,2098,1637
FQ312003.1,2770177,2770384,-1,SL1344_2595,SL1344_2595,CDS,predicted bacteriophage protein,SL1344_2595,631,630,531,642,335,422,726,362,504,432,489,277,485,475,759,563,527,468
FQ312003.1,2770635,2770791,1,SL1344_2596,SL1344_2596,pseudo,predicted bacteriophage protein (fragment),SL1344_2596,138,122,109,136,78,107,86,84,97,106,130,69,128,87,129,81,96,46
FQ312003.1,2771094,2774295,1,SL1344_2597,recEb,CDS,exodeoxyribonuclease VIII,SL1344_2597,2184,2107,1681,2059,1117,1409,1545,1315,1500,1528,1780,793,1634,1355,2041,1540,1985,1405
FQ312003.1,2774305,2775415,1,SL1344_2597A,SL1344_2597A,CDS,predicted bacteriophage protein,SL1344_2597A,1113,921,750,970,535,681,876,611,715,596,851,366,876,742,1032,758,993,677
FQ312003.1,2775457,2775697,1,SL1344_2598,SL1344_2598,CDS,predicted bacteriophage protein,SL1344_2598,42,39,33,29,18,27,41,29,17,20,51,20,37,35,44,26,40,25
FQ312003.1,2775737,2776022,1,SL1344_2599,SL1344_2599,CDS,predicted bacteriophage protein,SL1344_2599,472,407,329,445,222,259,283,209,286,225,300,148,312,304,410,310,446,273
FQ312003.1,2775999,2777229,-1,SL1344_2600,SL1344_2600,CDS,bacteriophage integrase,SL1344_2600,1421,1107,895,1219,560,726,948,784,785,722,1005,476,1052,859,1334,893,1151,761
FQ312003.1,2777726,2778206,-1,SL1344_2601,rseC,CDS,sigma-E factor regulatory protein RseC,SL1344_2601,275,249,191,286,104,147,213,152,191,175,222,81,180,156,230,166,226,166
FQ312003.1,2778202,2779159,-1,SL1344_2602,rseB,CDS,sigma-E factor regulatory protein RseB precursor,SL1344_2602,755,571,532,745,349,481,466,410,373,478,429,245,496,434,632,451,475,410
FQ312003.1,2779158,2779809,-1,SL1344_2603,rseA,CDS,sigma-E factor negative regulatory protein,SL1344_2603,149,127,116,167,69,135,129,85,104,150,147,68,106,114,136,114,156,57
FQ312003.1,2779840,2780416,-1,SL1344_2604,rpoE,CDS,RNA polymerase sigma-E factor (sigma-24),SL1344_2604,13,18,9,0,1,2,20,3,11,4,10,0,0,0,20,2,1,0
FQ312003.1,2780840,2782463,1,SL1344_2605,nadB,CDS,L-aspartate oxidase (quinolinate synthetase B).,SL1344_2605,1533,1167,1094,1255,555,673,1108,715,864,817,1267,457,1148,799,1293,928,1362,741
FQ312003.1,2782447,2783185,-1,SL1344_2606,yfiC,CDS,conserved hypothetical protein,SL1344_2606,507,333,299,394,196,249,327,250,276,275,270,141,304,236,320,248,312,230
FQ312003.1,2783315,2784650,1,SL1344_2607,srmB,CDS,ATP-dependent RNA helicase SrmB,SL1344_2607,471,338,178,301,124,208,271,179,182,191,251,100,262,149,230,233,239,180
FQ312003.1,2784667,2785567,-1,SL1344_2608,yfiE,CDS,LysR-family transcriptional regulator,SL1344_2608,925,668,503,781,347,403,579,473,554,450,675,247,603,486,720,542,538,452
FQ312003.1,2785669,2786257,1,SL1344_2609,yfiK,CDS,hypothetical membrane protein,SL1344_2609,279,215,156,263,113,134,132,132,156,140,211,80,185,126,202,145,207,152
FQ312003.1,2786318,2786702,-1,SL1344_2610,yfiD,CDS,conserved hypothetical protein,SL1344_2610,267,253,190,285,127,174,212,166,168,226,236,132,217,172,244,184,211,206
FQ312003.1,2787020,2787710,1,SL1344_2611,ung,CDS,Uracil-DNA glycosylase,SL1344_2611,386,246,210,336,143,193,263,195,284,186,315,122,214,244,431,219,300,226
FQ312003.1,2787825,2788863,-1,SL1344_2612,yfiF,CDS,hypothetical RNA methyltransferase,SL1344_2612,719,414,417,701,250,356,525,404,401,332,574,215,488,359,507,412,507,412
FQ312003.1,2789066,2789486,1,SL1344_2613,trxC,CDS,thioredoxin 2,SL1344_2613,240,166,153,210,83,132,113,82,115,99,131,64,111,123,172,143,258,97
