Gene ID,Gene,Product,Ins_count,read_count,Ins_count,read_count,Ins_count,read_count,,,Ins_count,read_count,Ins_count,read_count,Ins_count,read_count,,,Ins_count,read_count,Ins_count,read_count,Ins_count,read_count,,,,
STM14_2224,-,hypothetical protein,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_2225,-,hypothetical protein,0,0,0,0,0,0,-3.94,,0,0,0,0,0,0,-3.94,,0,0,0,0,0,0,-3.94,,0.06,
STM14_2226,yobG,hypothetical protein,2,179,1,79,0,0,-0.72,,5,300,4,219,2,256,0.96,,2,176,1,90,0,0,-0.68,,0.35,
STM14_2227,-,hypothetical protein,1,12,0,0,0,0,-5.05,,2,69,2,111,2,177,-0.79,,1,3,0,0,0,0,-5.97,,0.06,
STM14_2228,kdgR,putative transcriptional repressor,5,336,2,413,2,626,-0.99,,10,1059,10,935,7,1028,0.43,,5,287,2,395,2,675,-1.13,,0.53,
STM14_2229,-,hypothetical protein,1,32,1,68,0,0,-2.94,,3,728,3,437,2,48,1.09,,1,54,1,65,1,2,-2.39,,1,
STM14_2230,-,putative transport protein,7,1354,4,1025,4,860,0.54,,10,2390,8,2281,5,2725,1.54,,7,1327,4,1001,4,840,0.51,,0.09,
STM14_2231,htpX,heat shock protein HtpX,5,359,1,482,1,92,-0.3,,9,500,5,490,3,610,0.27,,4,388,1,525,1,106,-0.17,,0.32,
STM14_2232,prc,carboxy-terminal protease,7,1650,4,1507,4,819,0.96,,13,755,10,135,1,26,-1.26,,7,1684,4,1526,4,845,0.98,,0.22,
STM14_2233,proQ,putative solute/DNA competence effector,1,50,0,0,0,0,-4.16,,6,256,3,93,2,161,-0.06,,1,42,0,0,0,0,-4.3,,0.29,
STM14_2234,yebR,putative nucleotide-binding protein,3,208,2,131,2,127,-2.27,,8,1160,6,1092,5,1630,0.5,,3,162,2,117,2,150,-2.51,,1,
STM14_2235,yebS,putative inner membrane protein,3,262,2,253,1,158,-2.03,,15,1231,12,1249,6,760,0.23,,4,263,2,286,1,156,-1.97,,0.9,
STM14_2236,-,putative inner membrane protein,17,739,9,493,5,528,-1.71,,31,1291,24,1430,13,1449,-0.62,,17,707,7,464,6,541,-1.77,,0.97,
STM14_2237,yebU,rRNA (cytosine-C(5)-)-methyltransferase RsmF,6,320,2,56,1,3,-2.77,,10,543,8,354,4,461,-0.84,,7,320,2,63,1,3,-2.73,,0.61,
STM14_2238,-,hypothetical protein,2,134,1,104,1,2,-1.59,,5,349,4,258,3,169,0.21,,1,132,1,91,1,3,-1.6,,0.75,
STM14_2239,-,putative cytoplasmic protein,1,84,0,0,0,0,-4.31,,3,142,2,59,0,0,-2.09,,1,135,0,0,0,0,-3.9,,0.14,
STM14_2240,yebW,putative inner membrane lipoprotein,1,12,0,0,0,0,-4.68,,3,152,2,211,1,394,0.67,,1,9,0,0,0,0,-4.91,,0.25,
STM14_2241,pphA,serine/threonine protein phosphatase 1,4,1197,4,2304,3,1701,1.42,,7,837,5,888,5,750,0.58,,4,1272,4,2227,3,1839,1.47,,0.06,
STM14_2242,-,putative inner membrane protein,1,2,0,0,0,0,-6.75,,3,106,3,56,2,96,-1.27,,0,0,0,0,0,0,-7.72,,0,essential
STM14_2243,-,hypothetical protein,1,29,1,66,0,0,-0.09,,2,15,0,0,0,0,-2.44,,1,39,1,58,0,0,0.1,,0.65,
STM14_2244,sopE2,type III-secreted effector protein,2,52,0,0,0,0,-4.66,,7,359,8,402,3,318,0.42,,2,40,0,0,0,0,-4.88,,0.23,
STM14_2245,-,hypothetical protein,0,0,0,0,0,0,-3.24,,1,18,1,10,1,16,0.77,,0,0,0,0,0,0,-3.24,,0.72,
STM14_2246,-,hypothetical protein,1,21,0,0,0,0,-2.94,,1,68,1,5,0,0,-1.17,,1,15,0,0,0,0,-3.18,,0.46,
STM14_2247,-,putative cytoplasmic protein,2,200,1,516,1,816,0.26,,6,206,4,90,2,140,-0.72,,2,232,1,511,1,861,0.39,,0.3,
STM14_2248,-,hypothetical protein,1,47,1,28,1,66,-3.04,,4,196,3,431,3,594,-0.32,,1,40,1,28,1,50,-3.21,,0.57,
STM14_2249,-,putative acetyltransferase,4,161,2,87,2,73,-2.41,,12,695,12,554,6,385,-0.11,,3,126,2,99,2,86,-2.55,,0.84,
STM14_2250,-,conserved hypothetical protein,1,30,1,155,1,80,-0.02,,1,24,1,9,0,0,-2.04,,1,28,1,165,1,96,-0.02,,0.59,
STM14_2251,-,putative cytoplasmic protein,2,739,1,653,1,480,1.78,,6,569,4,293,2,212,1.09,,1,754,2,624,1,471,1.78,,0.03,
STM14_2252,-,putative cytoplasmic protein,3,75,2,168,1,116,-2.91,,8,552,6,490,5,463,-0.53,,3,73,2,188,1,112,-2.89,,0.61,
STM14_2255,-,hypothetical protein,0,0,0,0,0,0,-3.51,,1,8,0,0,0,0,-1.64,,0,0,0,0,0,0,-3.51,,0.28,
STM14_2256,pagO,integral membrane protein,1,2,0,0,0,0,-6.57,,10,511,7,1065,6,1451,1.92,,1,6,0,0,0,0,-5.92,,0.12,
STM14_2257,-,putative inner membrane protein,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_2258,-,putative inner membrane protein,3,1131,2,422,2,381,2.14,,3,258,3,298,1,48,0.42,,3,1062,2,399,2,412,2.08,,0.03,
STM14_2260,-,hypothetical protein,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_2261,-,conserved hypothetical protein,0,0,0,0,0,0,-0.81,,0,0,0,0,0,0,-0.81,,0,0,0,0,0,0,-0.81,,0.65,
STM14_2263,-,hypothetical protein,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_2264,-,tail fiber assembly protein,0,0,0,0,0,0,-2.69,,1,3,0,0,0,0,-1.48,,0,0,0,0,0,0,-2.69,,0.52,
STM14_2265,pagK,PagK,0,0,0,0,0,0,-4.67,,1,153,1,79,0,0,1.58,,0,0,0,0,0,0,-4.67,,0.39,
STM14_2266,mig-3,phage side tail fiber assembly protein,1,185,1,71,1,100,-1.13,,9,124,6,177,1,15,-1.35,,1,217,1,54,1,115,-1.09,,0.87,
STM14_2267,-,hypothetical protein,1,25,1,307,1,119,-1.17,,3,70,3,15,2,83,-1.63,,1,29,1,286,1,137,-1.04,,0.92,
STM14_2268,-,hypothetical protein,0,0,0,0,0,0,-6.51,,2,105,2,191,1,240,0.59,,0,0,0,0,0,0,-6.51,,0.04,
STM14_2269,-,lytic enzyme,0,0,0,0,0,0,-4.66,,2,45,1,10,0,0,-0.31,,0,0,0,0,0,0,-4.66,,0.19,
STM14_2270,-,hypothetical protein,0,0,0,0,0,0,-4.12,,0,0,0,0,0,0,-4.12,,0,0,0,0,0,0,-4.12,,0.05,essential
STM14_2271,-,hypothetical protein,1,44,0,0,0,0,-2.86,,3,147,3,109,2,77,0.84,,1,43,0,0,0,0,-2.89,,0.87,
STM14_2272,-,phage-tail assembly-like protein,2,36,0,0,0,0,-4.89,,4,239,3,289,1,71,-0.2,,2,29,1,1,0,0,-4.71,,0.17,
STM14_2273,-,hypothetical protein,1,1,0,0,0,0,-5.67,,1,127,1,93,1,184,0.53,,0,0,0,0,0,0,-6.39,,0.07,
STM14_2274,-,RecE-like protein,3,167,2,113,1,189,0.07,,4,307,3,162,2,63,0.6,,3,219,2,121,1,175,0.33,,0.2,
STM14_2276,-,hypothetical protein,0,0,0,0,0,0,-8.15,,2,264,2,284,2,264,-0.07,,0,0,0,0,0,0,-8.15,,0,
STM14_2277,-,putative cytoplasmic protein,1,64,0,0,0,0,-2.93,,1,50,1,23,0,0,-1.75,,1,57,0,0,0,0,-3.03,,0.4,
STM14_2278,-,hypothetical protein,0,0,0,0,0,0,-5.15,,2,42,2,28,0,0,-0.43,,0,0,0,0,0,0,-5.15,,0.11,
STM14_2279,-,putative inner membrane protein,4,514,1,191,1,32,-0.73,,10,571,7,278,2,60,-0.39,,3,491,1,193,1,39,-0.74,,0.55,
STM14_2280,yobA,hypothetical protein,3,313,3,281,3,169,0.36,,5,113,4,185,3,600,-0.51,,3,287,3,310,3,180,0.34,,0.27,
STM14_2281,holE,DNA polymerase III subunit theta,1,46,1,2,0,0,-3.53,,1,249,1,212,1,223,0.53,,1,57,0,0,0,0,-3.84,,0.53,
STM14_2282,-,putative amidohydrolase,5,607,4,666,2,784,-0.13,,9,1044,8,1766,8,1644,0.87,,5,547,4,574,2,860,-0.27,,0.24,
STM14_2283,exoX,exodeoxyribonuclease X,8,2207,6,2369,5,1720,1.89,,13,547,10,409,5,421,-0.28,,8,2352,6,2377,5,1717,1.94,,0.05,
STM14_2284,ptrB,protease 2,22,6313,16,5378,16,4784,0.93,,40,3825,35,3354,16,1991,0.17,,23,6178,16,5402,16,4906,0.92,,0.12,
STM14_2285,yebE,putative inner membrane protein,6,543,4,451,4,151,-0.42,,10,590,9,658,6,599,0.01,,5,572,4,473,4,136,-0.37,,0.39,
STM14_2286,yebF,hypothetical protein,2,253,1,309,1,251,-0.21,,3,264,3,101,2,46,-0.9,,2,271,1,289,1,248,-0.18,,0.47,
STM14_2287,yebG,DNA damage-inducible protein YebG,1,68,1,56,0,0,-2.12,,1,105,1,121,1,352,-0.58,,1,58,1,32,0,0,-2.51,,0.81,
STM14_2288,purT,phosphoribosylglycinamide formyltransferase 2,5,574,3,1029,3,1380,0.04,,13,1046,11,1132,7,1161,0.57,,5,553,3,1000,3,1443,0,,0.23,
STM14_2289,eda,keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase,0,0,0,0,0,0,-1.93,,0,0,0,0,0,0,-1.93,,0,0,0,0,0,0,-1.93,,0.71,
STM14_2290,edd,phosphogluconate dehydratase,6,534,4,527,3,763,-0.32,,15,753,9,715,5,708,0.1,,6,546,4,545,3,768,-0.28,,0.35,
STM14_2291,-,hypothetical protein,1,7,1,12,0,0,-3.71,,2,17,1,2,0,0,-3.56,,1,20,1,10,0,0,-2.91,,0.15,
STM14_2292,zwf,glucose-6-phosphate 1-dehydrogenase,1,243,1,362,1,148,-0.1,,6,357,5,323,1,59,0.05,,1,271,1,371,1,171,0.03,,0.3,
STM14_2293,-,hypothetical protein,1,35,0,0,0,0,-3.33,,1,219,1,154,1,151,1.15,,1,43,0,0,0,0,-3.16,,0.79,
STM14_2294,-,hypothetical protein,3,64,1,58,2,44,-3.33,,4,634,4,488,4,306,-0.16,,2,70,1,66,1,51,-3.16,,0.56,
STM14_2295,yebK,DNA-binding transcriptional regulator HexR,3,230,2,247,2,376,-1.49,,11,883,9,690,6,264,0.06,,3,264,2,259,2,389,-1.35,,0.72,
STM14_2296,pykA,pyruvate kinase,3,2269,3,1487,2,168,1.74,,11,375,9,191,3,70,-0.83,,3,2397,3,1521,2,185,1.81,,0.09,
STM14_2297,msbB,lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase,1,4,1,9,1,36,-1.74,,1,4,1,3,1,2,-2.57,,1,11,1,4,1,25,-1.34,,0.73,
STM14_2298,-,hypothetical protein,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_2299,yebA,hypothetical protein,5,891,5,1226,2,748,0.38,,12,869,5,548,3,272,-0.13,,5,1057,5,1255,3,732,0.54,,0.21,
STM14_2300,znuA,high-affinity zinc transporter periplasmic component,6,173,2,92,2,93,-2.55,,14,675,14,424,5,344,-0.54,,5,177,2,91,2,86,-2.55,,0.73,
STM14_2301,znuC,high-affinity zinc transporter ATPase,3,267,1,69,0,0,-2.08,,9,220,7,317,5,285,-0.77,,3,260,1,63,0,0,-2.14,,0.86,
STM14_2302,znuB,high-affinity zinc transporter membrane component,1,198,2,445,2,528,-0.75,,10,516,6,1079,4,1585,0.61,,2,258,2,426,2,536,-0.54,,0.38,
STM14_2303,ruvB,Holliday junction DNA helicase B,1,98,0,0,0,0,-3.97,,3,13,0,0,0,0,-5.67,,1,99,0,0,0,0,-3.96,,0.02,essential
STM14_2304,ruvA,Holliday junction DNA helicase motor protein,0,0,0,0,0,0,-9.06,,4,37,1,21,0,0,-4.57,,0,0,0,0,0,0,-9.06,,0,essential
STM14_2305,-,hypothetical protein,2,202,1,25,1,32,1.07,,2,24,2,64,1,40,-0.32,,1,186,1,21,1,24,0.9,,0.15,
STM14_2306,-,hypothetical protein,1,90,1,198,1,451,1.33,,2,52,1,38,1,17,-0.31,,1,72,1,192,1,388,1.1,,0.12,
STM14_2308,yebB,hypothetical protein,2,107,2,49,1,43,-2.45,,6,707,6,477,3,382,0.46,,2,139,2,49,1,36,-2.25,,1,
STM14_2309,ruvC,Holliday junction resolvase,3,10,1,2,0,0,-5.64,,3,10,0,0,0,0,-6.12,,1,11,0,0,0,0,-6.03,,0,essential
STM14_2310,yebC,hypothetical protein,1,3,0,0,0,0,-7.23,,3,23,1,7,1,86,-4.16,,0,0,0,0,0,0,-8.46,,0,essential
STM14_2311,ntpA,dATP pyrophosphohydrolase,3,72,1,113,1,81,-1.4,,3,44,2,22,0,0,-3.15,,3,91,1,116,1,70,-1.2,,0.71,
STM14_2312,aspS,aspartyl-tRNA synthetase,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_2313,-,hypothetical protein,0,0,0,0,0,0,-7.23,,3,169,3,76,0,0,-0.9,,0,0,0,0,0,0,-7.23,,0.01,
STM14_2314,yecD,hypothetical protein,1,118,1,122,1,77,-0.63,,4,162,4,74,0,0,-1.2,,1,105,1,113,1,94,-0.73,,0.68,
STM14_2315,yecE,hypothetical protein,3,251,3,185,2,67,-1.92,,7,1354,7,1571,7,1376,0.89,,3,244,3,220,3,56,-1.9,,0.74,
STM14_2316,yecN,putative inner membrane protein,3,156,2,94,1,111,-2.17,,8,624,8,826,7,776,0.25,,3,140,2,97,1,106,-2.25,,0.98,
STM14_2317,yecO,putative SAM-dependent methyltransferase,1,138,1,44,0,0,-1.75,,7,149,6,307,5,370,0,,1,131,1,56,0,0,-1.69,,0.84,
STM14_2318,yecP,putative enzyme,5,92,2,224,2,121,-1.98,,10,475,9,509,5,663,0.03,,4,101,2,218,2,152,-1.88,,0.91,
STM14_2319,cutC,copper homeostasis protein CutC,2,15,0,0,1,3,-5.97,,9,751,7,746,7,400,0.91,,1,13,0,0,0,0,-6.25,,0.08,
STM14_2320,yecM,hypothetical protein,2,216,2,118,2,39,-0.35,,8,283,4,101,3,120,-0.03,,2,252,2,116,2,47,-0.2,,0.37,
STM14_2321,-,hypothetical protein,0,0,0,0,0,0,-6.35,,1,6,0,0,0,0,-4.66,,0,0,0,0,0,0,-6.35,,0,essential
STM14_2322,argS,arginyl-tRNA synthetase,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_2323,-,hypothetical protein,2,273,1,282,2,426,-0.06,,2,455,1,217,1,56,-0.03,,2,289,2,272,2,407,-0.03,,0.31,
STM14_2324,-,putative penicillin-binding protein,14,2423,11,1924,8,2033,0.67,,26,2031,20,2585,13,3536,0.72,,13,2467,11,1958,8,2013,0.69,,0.12,
STM14_2325,-,putative cytoplasmic protein,9,938,4,912,3,879,-0.29,,18,1181,14,1454,9,1016,0.13,,9,930,4,902,3,910,-0.3,,0.35,
STM14_2326,flhE,flagellar protein,1,69,1,236,1,108,0.05,,2,24,1,96,1,224,-1.11,,1,71,1,223,1,113,0.05,,0.42,
STM14_2327,flhA,flagellar biosynthesis protein FlhA,1,185,1,129,1,120,-2.31,,13,626,9,604,5,830,-0.32,,1,222,2,160,1,117,-2.06,,0.92,
STM14_2328,flhB,flagellar biosynthesis protein FlhB,1,66,1,55,0,0,-4.02,,5,286,3,378,3,276,-1.13,,1,77,1,60,0,0,-3.86,,0.24,
STM14_2329,-,hypothetical protein,1,97,1,123,1,159,0.55,,2,76,1,52,0,0,-0.76,,1,100,1,128,1,194,0.62,,0.25,
STM14_2330,cheZ,chemotaxis regulator CheZ,0,0,0,0,0,0,-7.67,,4,96,3,42,1,94,-1.43,,0,0,0,0,0,0,-7.67,,0,essential
STM14_2331,cheY,chemotaxis regulatory protein CheY,4,794,4,2138,4,1835,2.62,,4,473,4,503,3,676,1.4,,4,846,4,2108,4,1790,2.67,,0.01,
STM14_2332,cheB,chemotaxis-specific methylesterase,4,698,2,1001,2,1539,0.97,,9,534,9,424,6,210,0.08,,4,687,2,983,2,1649,0.96,,0.12,
STM14_2333,cheR,chemotaxis methyltransferase CheR,7,1182,5,2292,5,1946,1.95,,11,1268,10,1525,10,1225,1.77,,7,1227,5,2395,5,1986,2,,0.01,
STM14_2334,cheM,methyl accepting chemotaxis protein II,6,976,4,1711,4,1712,1.92,,9,924,8,1071,6,775,1.56,,6,919,4,1780,4,1576,1.87,,0.02,
STM14_2335,cheW,purine-binding chemotaxis protein,9,692,6,761,4,634,0.6,,8,1144,8,1454,7,1136,1.39,,9,768,6,833,4,643,0.73,,0.09,
STM14_2336,cheA,chemotaxis protein CheA,12,2273,11,3126,11,2717,1.79,,17,2348,13,2377,11,1553,1.62,,12,2324,11,3109,11,2731,1.81,,0.02,
STM14_2337,motB,flagellar motor protein MotB,1,306,1,343,1,157,-1.43,,12,460,9,573,5,422,-0.72,,1,321,1,305,2,157,-1.44,,0.87,
STM14_2338,motA,flagellar motor protein MotA,3,604,2,700,2,420,-0.35,,10,554,5,284,3,584,-0.76,,3,607,2,641,2,416,-0.38,,0.5,
STM14_2339,-,hypothetical protein,0,0,0,0,0,0,-7.49,,3,59,0,0,0,0,-3.93,,0,0,0,0,0,0,-7.49,,0,essential
STM14_2340,flhC,transcriptional activator FlhC,1,305,1,622,2,683,0.54,,5,126,1,216,1,76,-1,,1,306,1,652,2,650,0.55,,0.28,
STM14_2341,flhD,transcriptional activator FlhD,1,60,1,40,0,0,-3.41,,4,127,1,44,0,0,-2.73,,1,61,1,40,0,0,-3.41,,0.19,
STM14_2342,-,hypothetical protein,0,0,0,0,0,0,-3.92,,1,6,1,4,1,60,-0.9,,0,0,0,0,0,0,-3.92,,0.27,
STM14_2343,-,hypothetical protein,0,0,0,0,0,0,-5.99,,2,30,1,14,0,0,-1.85,,0,0,0,0,0,0,-5.99,,0.02,essential
STM14_2344,yecG,universal stress protein UspC,6,978,2,1032,1,355,1.29,,8,531,5,718,3,1121,0.77,,6,1011,2,986,1,366,1.3,,0.06,
STM14_2345,otsA,trehalose-6-phosphate synthase,7,609,4,537,3,793,-0.31,,16,881,13,907,8,869,0.25,,7,596,4,498,3,850,-0.35,,0.34,
STM14_2346,otsB,trehalose-6-phosphate phosphatase,7,256,4,173,3,119,-1.43,,7,479,6,876,4,942,0.11,,6,214,4,190,3,121,-1.54,,0.73,
STM14_2348,araH,putative intracellular protease/amidase,2,363,2,418,2,62,-0.71,,5,470,5,362,2,186,-0.39,,2,378,2,413,2,66,-0.67,,0.54,
STM14_2349,-,hypothetical protein,1,73,1,28,0,0,-2.26,,4,166,3,117,1,18,-0.52,,1,90,1,36,0,0,-1.97,,0.9,
STM14_2350,ftnB,ferritin-like protein,1,23,0,0,0,0,-5.37,,6,672,4,714,4,775,1.33,,1,27,0,0,0,0,-5.23,,0.22,
STM14_2351,-,hypothetical protein,4,96,2,74,1,4,-2.39,,8,878,7,763,2,431,1.17,,3,90,2,81,1,1,-2.52,,0.9,
STM14_2352,-,putative outer membrane lipoprotein,0,0,0,0,0,0,-6.76,,4,164,4,67,1,33,-0.01,,0,0,0,0,0,0,-6.76,,0.02,
STM14_2353,ftn,ferritin,3,197,1,34,0,0,-1.74,,6,144,5,284,2,426,-0.23,,3,189,1,44,0,0,-1.66,,0.88,
STM14_2354,yecH,putative cytoplasmic protein,1,1,1,1,0,0,-5.74,,4,153,3,132,1,16,0.1,,0,0,1,1,0,0,-6.46,,0.05,
STM14_2355,tyrP,tyrosine-specific transport protein,5,311,2,360,2,155,-1.71,,14,1540,10,832,6,523,0.21,,4,323,3,329,2,149,-1.72,,0.8,
STM14_2356,yecA,hypothetical protein,0,0,0,0,0,0,-7.47,,4,274,4,273,1,61,0.41,,0,0,0,0,0,0,-7.47,,0.01,
STM14_2357,-,putative glucose-6-phosphate dehydrogenase,3,48,0,0,0,0,-4.3,,6,98,5,112,1,153,-0.91,,3,57,0,0,0,0,-4.15,,0.21,
STM14_2358,-,putative cell wall-associated hydrolase,14,1748,12,3019,9,2593,0.05,,29,2847,23,4731,14,5072,0.77,,13,1724,12,2968,9,2610,0.04,,0.21,
STM14_2359,-,putative inner membrane protein,1,33,1,25,0,0,-1.41,,3,376,3,515,3,313,2.79,,1,37,1,38,0,0,-1.15,,0.27,
STM14_2363,pgsA,phosphatidylglycerophosphate synthetase,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_2364,uvrC,excinuclease ABC subunit C,13,925,8,814,8,514,-0.23,,19,1550,18,1372,13,654,0.48,,13,1011,8,917,8,533,-0.1,,0.28,
STM14_2365,uvrY,response regulator,5,892,4,3247,3,9881,1.51,,7,2590,7,10375,6,15923,3,,5,973,3,3333,3,10088,1.6,,0.01,
STM14_2366,-,putative inner membrane protein,0,0,0,0,0,0,-5.95,,3,96,2,61,1,89,0.45,,0,0,0,0,0,0,-5.95,,0.08,
STM14_2367,yecF,hypothetical protein,0,0,0,0,0,0,-3.57,,1,9,0,0,0,0,-1.6,,0,0,0,0,0,0,-3.57,,0.27,
STM14_2368,sdiA,DNA-binding transcriptional activator SdiA,1,2,0,0,0,0,-7.66,,7,211,5,317,2,388,-0.48,,0,0,0,0,0,0,-8.47,,0,
STM14_2369,yecC,putative amino-acid ABC transporter ATP-binding protein YecC,8,535,4,276,3,234,-0.62,,11,589,9,418,4,172,-0.4,,8,630,5,253,3,240,-0.51,,0.5,
STM14_2370,yecS,putative ABC-type amino acid transporter permease component,3,302,2,783,1,965,-0.26,,8,936,8,973,7,738,0.77,,3,285,1,740,1,827,-0.36,,0.28,
STM14_2371,yedO,D-cysteine desulfhydrase,2,307,2,42,1,33,-1.77,,6,694,5,1243,3,1798,0.96,,2,333,2,45,1,35,-1.66,,0.66,
STM14_2372,fliY,cystine transporter subunit,3,2973,3,3254,3,1314,1.97,,12,1713,10,1167,7,794,0.98,,3,3249,3,3229,2,1350,2.05,,0.02,
STM14_2373,fliZ,protein FliZ,2,340,2,513,2,162,-0.22,,4,162,2,150,2,92,-1.47,,2,300,2,493,2,155,-0.35,,0.59,
STM14_2374,fliA,flagellar biosynthesis sigma factor,1,72,0,0,0,0,-5.52,,6,73,4,168,2,135,-2.58,,1,72,0,0,0,0,-5.52,,0.02,essential
STM14_2375,tnpA_7,transposase for IS200,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_2376,-,hypothetical protein,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_2377,fliB,lysine-N-methylase,12,1259,9,1939,9,1418,-0.04,,21,2857,19,2679,15,2540,0.89,,12,1343,10,1906,9,1421,0,,0.21,
STM14_2378,fliC,flagellin,8,618,4,777,3,792,-1.15,,21,1467,17,1118,10,769,-0.25,,7,641,3,818,3,836,-1.09,,0.66,
STM14_2379,-,hypothetical protein,0,0,0,0,0,0,-6.62,,2,18,1,5,1,22,-2.85,,0,0,0,0,0,0,-6.62,,0,essential
STM14_2380,fliD,flagellar capping protein,2,95,1,21,1,6,-4.64,,12,211,7,241,3,453,-2.31,,2,88,1,21,0,0,-4.98,,0.06,
STM14_2381,fliS,flagellar protein FliS,1,1,0,0,0,0,-7.45,,4,40,0,0,0,0,-4.86,,0,0,0,0,0,0,-8.07,,0,essential
STM14_2382,fliT,flagellar biosynthesis protein FliT,0,0,0,0,0,0,-6.24,,2,269,2,194,1,172,1.64,,0,0,0,0,0,0,-6.24,,0.11,
STM14_2383,amyA,cytoplasmic alpha-amylase,7,349,2,358,3,64,-1.67,,16,1020,13,981,10,1230,0.12,,6,339,2,361,1,60,-1.7,,0.8,
STM14_2384,yedD,hypothetical protein,5,3066,2,1969,2,1244,2.74,,8,424,7,283,4,195,-0.08,,4,2781,2,1883,2,1184,2.63,,0.02,
STM14_2385,yedE,putative inner membrane protein,5,588,4,365,2,82,-1.24,,18,1154,16,1048,12,725,0.11,,5,597,3,348,2,83,-1.24,,0.64,
STM14_2386,yedF,hypothetical protein,2,171,1,169,1,144,1.67,,1,27,1,91,1,157,-0.14,,2,167,1,171,1,107,1.61,,0.07,
STM14_2387,-,putative 50S ribosomal protein,0,0,0,0,0,0,-6.37,,3,40,3,17,0,0,-1.91,,0,0,0,0,0,0,-6.37,,0.01,essential
STM14_2388,fliE,flagellar hook-basal body protein FliE,0,0,0,0,0,0,-8.14,,3,87,2,77,1,151,-1.66,,0,0,0,0,0,0,-8.14,,0,essential
STM14_2389,-,hypothetical protein,0,0,0,0,0,0,-7.39,,3,208,2,321,2,490,0.62,,0,0,0,0,0,0,-7.39,,0.01,
STM14_2390,fliF,flagellar MS-ring protein,4,135,3,88,2,53,-2.87,,8,283,4,248,2,297,-1.54,,4,144,2,90,2,36,-2.86,,0.46,
STM14_2391,fliG,flagellar motor switch protein G,0,0,0,0,0,0,-9.37,,5,472,3,272,2,220,-0.83,,0,0,0,0,0,0,-9.37,,0,
STM14_2392,fliH,flagellar assembly protein H,2,239,2,225,2,206,-0.53,,4,175,3,222,3,274,-0.76,,2,196,2,205,2,216,-0.74,,0.58,
STM14_2393,fliI,flagellum-specific ATP synthase,1,61,1,156,2,369,-2.24,,7,247,6,459,5,659,-0.49,,1,69,1,183,2,411,-2.04,,0.9,
STM14_2394,fliJ,flagellar biosynthesis chaperone,1,55,0,0,0,0,-1.89,,2,43,0,0,0,0,-2.11,,1,39,0,0,0,0,-2.19,,0.64,
STM14_2395,fliK,flagellar hook-length control protein,1,26,0,0,0,0,-5.16,,5,334,4,311,4,361,0.36,,1,19,0,0,0,0,-5.41,,0.14,
STM14_2396,fliL,flagellar basal body-associated protein FliL,6,231,2,75,1,110,-2.05,,6,353,4,335,2,1007,-0.72,,4,217,1,58,1,109,-2.22,,0.86,
STM14_2397,fliM,flagellar motor switch protein FliM,5,677,3,1285,2,1118,-0.32,,13,504,8,660,5,909,-0.89,,5,660,3,1323,2,1064,-0.33,,0.5,
STM14_2398,fliN,flagellar motor switch protein FliN,1,59,0,0,1,2,-5.15,,2,169,2,352,2,809,-0.9,,1,49,0,0,1,2,-5.32,,0.08,
STM14_2399,fliO,flagellar biosynthesis protein FliO,1,4,0,0,0,0,-6.3,,3,106,1,175,1,565,-0.49,,1,5,0,0,0,0,-6.11,,0.03,
STM14_2400,fliP,flagellar biosynthesis protein FliP,1,151,1,131,0,0,-1.72,,4,183,4,135,1,44,-0.99,,1,156,1,110,0,0,-1.77,,0.96,
STM14_2401,fliQ,flagellar biosynthesis protein FliQ,1,149,0,0,0,0,-3.27,,4,105,2,172,2,256,-0.54,,1,130,0,0,0,0,-3.39,,0.47,
STM14_2402,fliR,flagellar biosynthesis protein FliR,1,123,1,154,2,19,-2.57,,8,490,7,473,3,486,-0.43,,1,141,1,162,1,16,-2.46,,0.77,
STM14_2403,rcsA,colanic acid capsular biosynthesis activation protein A,2,16,0,0,0,0,-5.07,,4,566,3,490,3,746,1.6,,2,13,0,0,0,0,-5.25,,0.27,
STM14_2404,dsrB,hypothetical protein,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0.29,
STM14_2405,yodD,putative cytoplasmic protein,3,410,2,402,2,211,-0.67,,7,1189,6,2743,4,4811,1.54,,3,439,2,418,2,234,-0.57,,0.26,
